,날짜,도매가격품명,지명,시도명,관측지점명,면적,생산량,SPI1,SPI3,EDI,일반유가,면세유가,수입중량(30일전),도매가격날짜,도매가격
0,2013-01-01,겨울,해남군,전남,해남군,2842,348375,1.96,0.97,2.11,1742.89,1131.7569690876594,278460.0,2013-03-02,12000.0
1,2013-01-02,겨울,해남군,전남,해남군,2842,348375,1.97,0.97,2.02,1742.85,1131.7206054512956,278460.0,2013-03-03,12000.0
2,2013-01-03,겨울,해남군,전남,해남군,2842,348375,1.85,0.97,1.93,1741.97,1130.9206054512956,278460.0,2013-03-04,12000.0
3,2013-01-04,겨울,해남군,전남,해남군,2842,348375,1.83,1.04,1.9,1741.97,1130.9206054512956,278460.0,2013-03-05,12000.0
4,2013-01-05,겨울,해남군,전남,해남군,2842,348375,1.73,1.07,1.85,1741.93,1130.884241814932,278460.0,2013-03-06,13000.0
5,2013-01-06,겨울,해남군,전남,해남군,2842,348375,1.8,1.07,1.83,1741.42,1130.4206054512958,278460.0,2013-03-07,13000.0
6,2013-01-07,겨울,해남군,전남,해남군,2842,348375,1.67,1.15,1.83,1740.97,1130.0115145422048,278460.0,2013-03-08,13000.0
7,2013-01-08,겨울,해남군,전남,해남군,2842,348375,1.6,1.16,1.85,1740.44,1129.5296963603869,278460.0,2013-03-09,13000.0
8,2013-01-09,겨울,해남군,전남,해남군,2842,348375,1.59,1.18,1.83,1740.22,1129.3296963603866,278460.0,2013-03-10,13000.0
9,2013-01-10,겨울,해남군,전남,해남군,2842,348375,1.65,1.29,1.8,1739.67,1128.8296963603866,278460.0,2013-03-11,13000.0
10,2013-01-11,겨울,해남군,전남,해남군,2842,348375,1.63,1.31,1.8,1739.71,1128.8660599967502,278460.0,2013-03-12,13000.0
11,2013-01-12,겨울,해남군,전남,해남군,2842,348375,1.6,1.32,1.77,1739.38,1128.5660599967505,278460.0,2013-03-13,13000.0
12,2013-01-13,겨울,해남군,전남,해남군,2842,348375,1.58,1.33,1.72,1739.14,1128.3478781785684,278460.0,2013-03-14,13000.0
13,2013-01-14,겨울,해남군,전남,해남군,2842,348375,0.86,1.33,1.72,1739.11,1128.3206054512957,278460.0,2013-03-15,13000.0
14,2013-01-15,겨울,해남군,전남,해남군,2842,348375,0.78,1.34,1.75,1738.61,1127.8660599967502,278460.0,2013-03-16,13000.0
15,2013-01-16,겨울,해남군,전남,해남군,2842,348375,0.76,1.32,1.78,1738.28,1127.5660599967505,278460.0,2013-03-17,13000.0
16,2013-01-17,겨울,해남군,전남,해남군,2842,348375,0.79,1.29,1.68,1738.13,1127.4296963603867,278460.0,2013-03-18,13000.0
17,2013-01-18,겨울,해남군,전남,해남군,2842,348375,0.73,1.27,1.64,1738.05,1127.3569690876593,278460.0,2013-03-19,12000.0
18,2013-01-19,겨울,해남군,전남,해남군,2842,348375,0.74,1.27,1.65,1737.53,1126.884241814932,278460.0,2013-03-20,12000.0
19,2013-01-20,겨울,해남군,전남,해남군,2842,348375,0.74,1.3,1.65,1737.22,1126.602423633114,278460.0,2013-03-21,12000.0
20,2013-01-21,겨울,해남군,전남,해남군,2842,348375,0.33,1.07,1.61,1737.13,1126.5206054512958,278460.0,2013-03-22,12000.0
21,2013-01-22,겨울,해남군,전남,해남군,2842,348375,0.94,1.23,1.93,1736.98,1126.384241814932,278460.0,2013-03-23,12000.0
22,2013-01-23,겨울,해남군,전남,해남군,2842,348375,0.82,1.25,1.82,1736.06,1125.5478781785685,278460.0,2013-03-24,12000.0
23,2013-01-24,겨울,해남군,전남,해남군,2842,348375,0.78,1.27,1.68,1736.01,1125.502423633114,278460.0,2013-03-25,12000.0
24,2013-01-25,겨울,해남군,전남,해남군,2842,348375,0.76,1.25,1.66,1735.46,1125.002423633114,278460.0,2013-03-26,12000.0
25,2013-01-26,겨울,해남군,전남,해남군,2842,348375,0.79,0.76,1.67,1735.38,1124.9296963603867,278460.0,2013-03-27,12000.0
26,2013-01-27,겨울,해남군,전남,해남군,2842,348375,0.79,0.75,1.63,1734.96,1124.5478781785685,278460.0,2013-03-28,12000.0
27,2013-01-28,겨울,해남군,전남,해남군,2842,348375,0.21,0.78,1.61,1735.34,1124.893332724023,278460.0,2013-03-29,12000.0
28,2013-01-29,겨울,해남군,전남,해남군,2842,348375,-0.14,0.76,1.6,1735.21,1124.7751509058412,278460.0,2013-03-30,12000.0
29,2013-01-30,겨울,해남군,전남,해남군,2842,348375,-0.52,0.76,1.62,1734.46,1124.093332724023,278460.0,2013-03-31,12000.0
30,2013-01-31,겨울,해남군,전남,해남군,2842,348375,-0.71,0.77,1.62,1734.29,1123.9387872694774,234520.0,2013-04-01,12000.0
31,2013-02-01,겨울,해남군,전남,해남군,2842,348375,-0.58,0.8,1.69,1734.09,1123.7569690876594,234520.0,2013-04-02,12000.0
32,2013-02-02,겨울,해남군,전남,해남군,2842,348375,0.63,1.13,2.37,1734.6,1124.2206054512956,234520.0,2013-04-03,12000.0
33,2013-02-03,겨울,해남군,전남,해남군,2842,348375,0.61,1.03,2.24,1734.12,1123.784241814932,234520.0,2013-04-04,12000.0
34,2013-02-04,겨울,해남군,전남,해남군,2842,348375,0.81,1.2,2.33,1734.07,1123.7387872694776,234520.0,2013-04-05,12000.0
35,2013-02-05,겨울,해남군,전남,해남군,2842,348375,0.91,1.19,2.33,1734.39,1124.0296963603869,234520.0,2013-04-06,12000.0
36,2013-02-06,겨울,해남군,전남,해남군,2842,348375,1.16,1.29,2.47,1734.42,1124.0569690876594,234520.0,2013-04-07,12000.0
37,2013-02-07,겨울,해남군,전남,해남군,2842,348375,1.43,1.31,2.49,1735.47,1125.0115145422048,234520.0,2013-04-08,12000.0
38,2013-02-08,겨울,해남군,전남,해남군,2842,348375,1.47,1.34,2.44,1737.11,1126.5024236331135,234520.0,2013-04-09,12000.0
39,2013-02-09,겨울,해남군,전남,해남군,2842,348375,1.34,1.23,2.28,1738.95,1128.1751509058413,234520.0,2013-04-10,12000.0
40,2013-02-10,겨울,해남군,전남,해남군,2842,348375,1.28,1.22,2.27,1739.49,1128.6660599967504,234520.0,2013-04-11,12000.0
41,2013-02-11,겨울,해남군,전남,해남군,2842,348375,1.2,1.24,2.15,1739.9,1129.0387872694776,234520.0,2013-04-12,12000.0
42,2013-02-12,겨울,해남군,전남,해남군,2842,348375,1.07,1.18,1.99,1740.02,1129.1478781785684,234520.0,2013-04-13,12000.0
43,2013-02-13,겨울,해남군,전남,해남군,2842,348375,1.06,1.14,1.99,1741.62,1130.602423633114,234520.0,2013-04-14,12000.0
44,2013-02-14,겨울,해남군,전남,해남군,2842,348375,1.03,1.11,1.98,1744.81,1133.5024236331135,234520.0,2013-04-15,11000.0
45,2013-02-15,겨울,해남군,전남,해남군,2842,348375,0.96,1.0,1.95,1747.03,1135.5206054512958,234520.0,2013-04-16,11000.0
46,2013-02-16,겨울,해남군,전남,해남군,2842,348375,0.89,0.84,1.91,1750.71,1138.8660599967502,234520.0,2013-04-17,11000.0
47,2013-02-17,겨울,해남군,전남,해남군,2842,348375,0.84,0.9,1.84,1751.71,1139.7751509058412,234520.0,2013-04-18,11000.0
48,2013-02-18,봄,예산군,충남,서산시,120,383696,2.35,1.6,3.03,1771.4,1169.2337261353482,234520.0,2013-04-19,9000.0
49,2013-02-19,봄,예산군,충남,서산시,120,383696,2.28,1.58,2.99,1774.15,1171.7337261353482,234520.0,2013-04-20,9000.0
50,2013-02-20,봄,예산군,충남,서산시,120,383696,2.33,1.58,2.96,1777.06,1174.3791806808026,234520.0,2013-04-21,9000.0
51,2013-02-21,봄,예산군,충남,서산시,120,383696,1.76,1.59,2.87,1780.1,1177.142817044439,234520.0,2013-04-22,9000.0
52,2013-02-22,봄,예산군,충남,서산시,120,383696,1.73,1.58,2.8,1783.13,1179.8973624989844,234520.0,2013-04-23,9000.0
53,2013-02-23,봄,예산군,충남,서산시,120,383696,1.63,1.6,2.67,1785.44,1181.9973624989846,234520.0,2013-04-24,9000.0
54,2013-02-24,봄,예산군,충남,서산시,120,383696,1.51,1.58,2.63,1787.15,1183.55190795353,234520.0,2013-04-25,9000.0
55,2013-02-25,봄,예산군,충남,서산시,120,383696,1.51,1.58,2.65,1788.36,1184.65190795353,234520.0,2013-04-26,9000.0
56,2013-02-26,봄,예산군,충남,서산시,120,383696,1.47,1.57,2.81,1789.9,1186.05190795353,234520.0,2013-04-27,9000.0
57,2013-02-27,봄,예산군,충남,서산시,120,383696,1.49,1.62,2.81,1790.67,1186.75190795353,234520.0,2013-04-28,9000.0
58,2013-02-28,봄,예산군,충남,서산시,120,383696,1.39,1.8,2.65,1791.21,1187.242817044439,234520.0,2013-04-29,9000.0
59,2013-03-01,봄,예산군,충남,서산시,120,383696,1.37,1.74,2.76,1792.24,1188.1791806808026,234520.0,2013-04-30,8000.0
60,2013-03-02,봄,예산군,충남,서산시,120,383696,1.54,1.82,3.05,1793.53,1189.35190795353,31150.0,2013-05-01,8000.0
61,2013-03-03,봄,예산군,충남,서산시,120,383696,1.49,1.83,3.03,1794.0,1189.7791806808027,31150.0,2013-05-02,8000.0
62,2013-03-04,봄,예산군,충남,서산시,120,383696,0.1,1.57,2.83,1794.45,1190.1882715898937,31150.0,2013-05-03,8000.0
63,2013-03-05,봄,예산군,충남,서산시,120,383696,0.02,1.63,2.89,1795.03,1190.7155443171662,31150.0,2013-05-04,8000.0
64,2013-03-06,봄,예산군,충남,서산시,120,383696,-0.24,1.43,3.04,1796.04,1191.633726135348,31150.0,2013-05-05,8000.0
65,2013-03-07,봄,예산군,충남,서산시,120,383696,-0.51,1.42,3.18,1796.18,1191.760998862621,31150.0,2013-05-06,8000.0
66,2013-03-08,봄,예산군,충남,서산시,120,383696,-0.82,1.42,3.0,1796.08,1191.6700897717117,31150.0,2013-05-07,8000.0
67,2013-03-09,봄,예산군,충남,서산시,120,383696,-0.9,1.39,2.63,1796.18,1191.760998862621,31150.0,2013-05-08,8000.0
68,2013-03-10,봄,예산군,충남,서산시,120,383696,-1.0,1.3,2.62,1796.26,1191.833726135348,31150.0,2013-05-09,7000.0
69,2013-03-11,봄,예산군,충남,서산시,120,383696,-0.99,1.34,2.5,1796.35,1191.9155443171662,31150.0,2013-05-10,7000.0
70,2013-03-12,봄,예산군,충남,서산시,120,383696,-1.03,1.32,2.38,1796.05,1191.642817044439,31150.0,2013-05-11,7000.0
71,2013-03-13,봄,예산군,충남,서산시,120,383696,-0.59,1.51,2.93,1795.44,1191.0882715898936,31150.0,2013-05-12,7000.0
72,2013-03-14,봄,예산군,충남,서산시,120,383696,0.1,1.81,3.75,1795.31,1190.9700897717116,31150.0,2013-05-13,8000.0
73,2013-03-15,봄,예산군,충남,서산시,120,383696,0.09,1.45,3.61,1794.56,1190.2882715898936,31150.0,2013-05-14,9000.0
74,2013-03-16,봄,예산군,충남,서산시,120,383696,0.13,1.43,3.48,1794.06,1189.833726135348,31150.0,2013-05-15,8000.0
75,2013-03-17,봄,예산군,충남,서산시,120,383696,0.03,1.49,3.13,1793.82,1189.6155443171665,31150.0,2013-05-16,7000.0
76,2013-03-18,봄,예산군,충남,서산시,120,383696,0.64,1.75,3.83,1792.35,1188.2791806808025,31150.0,2013-05-17,7000.0
77,2013-03-19,봄,예산군,충남,서산시,120,383696,0.85,1.84,3.66,1790.77,1186.842817044439,31150.0,2013-05-18,7000.0
78,2013-03-20,봄,예산군,충남,서산시,120,383696,0.78,1.83,3.64,1789.51,1185.6973624989844,31150.0,2013-05-19,7000.0
79,2013-03-21,봄,예산군,충남,서산시,120,383696,0.76,1.83,3.66,1788.81,1185.0609988626206,31150.0,2013-05-20,7000.0
80,2013-03-22,봄,예산군,충남,서산시,120,383696,0.76,1.76,3.63,1787.73,1184.079180680803,31150.0,2013-05-21,7000.0
81,2013-03-23,봄,예산군,충남,서산시,120,383696,0.76,1.73,3.64,1786.79,1183.224635226257,31150.0,2013-05-22,6000.0
82,2013-03-24,봄,예산군,충남,서산시,120,383696,0.71,1.7,3.59,1786.49,1182.9519079535298,31150.0,2013-05-23,6000.0
83,2013-03-25,봄,예산군,충남,서산시,120,383696,0.69,1.61,3.5,1786.06,1182.5609988626206,31150.0,2013-05-24,5000.0
84,2013-03-26,봄,예산군,충남,서산시,120,383696,0.71,1.63,3.28,1784.97,1181.5700897717118,31150.0,2013-05-25,5000.0
85,2013-03-27,봄,예산군,충남,서산시,120,383696,0.68,1.62,3.09,1783.49,1180.2246352262573,31150.0,2013-05-26,5000.0
86,2013-03-28,봄,예산군,충남,서산시,120,383696,0.75,1.61,2.96,1782.23,1179.079180680803,31150.0,2013-05-27,5000.0
87,2013-03-29,봄,예산군,충남,서산시,120,383696,0.73,1.57,2.9,1780.71,1177.6973624989846,31150.0,2013-05-28,5000.0
88,2013-03-30,봄,예산군,충남,서산시,120,383696,0.76,1.46,2.64,1779.67,1176.75190795353,31150.0,2013-05-29,6000.0
89,2013-03-31,봄,예산군,충남,서산시,120,383696,0.77,1.42,2.67,1779.29,1176.406453408075,31150.0,2013-05-30,5000.0
90,2013-04-01,봄,예산군,충남,서산시,120,383696,0.5,1.37,2.54,1776.8,1174.142817044439,31150.0,2013-05-31,5000.0
91,2013-04-02,봄,예산군,충남,서산시,120,383696,0.46,1.26,2.47,1775.3,1172.7791806808027,24000.0,2013-06-01,5000.0
92,2013-04-03,봄,예산군,충남,서산시,120,383696,0.46,1.28,2.64,1774.28,1171.85190795353,24000.0,2013-06-02,5000.0
93,2013-04-04,봄,예산군,충남,서산시,120,383696,0.47,1.23,2.39,1773.0,1170.6882715898937,24000.0,2013-06-03,5000.0
94,2013-04-05,봄,예산군,충남,서산시,120,383696,0.51,1.24,2.47,1771.8,1169.5973624989845,24000.0,2013-06-04,5000.0
95,2013-04-06,봄,예산군,충남,서산시,120,383696,0.43,1.1,2.14,1771.1,1168.9609988626207,24000.0,2013-06-05,5000.0
96,2013-04-07,봄,예산군,충남,서산시,120,383696,0.65,1.28,2.79,1770.78,1168.6700897717117,24000.0,2013-06-06,5000.0
97,2013-04-08,봄,예산군,충남,서산시,120,383696,0.68,1.25,2.94,1769.81,1167.7882715898936,24000.0,2013-06-07,5000.0
98,2013-04-09,봄,예산군,충남,서산시,120,383696,0.76,1.28,2.93,1768.63,1166.7155443171664,24000.0,2013-06-08,5000.0
99,2013-04-10,봄,예산군,충남,서산시,120,383696,0.69,1.29,2.6,1767.93,1166.079180680803,24000.0,2013-06-09,5000.0
100,2013-04-11,봄,예산군,충남,서산시,120,383696,0.64,1.28,2.46,1766.68,1164.942817044439,24000.0,2013-06-10,5000.0
101,2013-04-12,봄,예산군,충남,서산시,120,383696,0.36,1.32,2.59,1766.05,1164.3700897717115,24000.0,2013-06-11,5000.0
102,2013-04-13,봄,예산군,충남,서산시,120,383696,-0.17,1.15,1.94,1765.8,1164.142817044439,24000.0,2013-06-12,5000.0
103,2013-04-14,봄,예산군,충남,서산시,120,383696,-0.19,1.08,1.97,1765.15,1163.55190795353,24000.0,2013-06-13,6000.0
104,2013-04-15,봄,예산군,충남,서산시,120,383696,-0.19,1.07,1.97,1764.59,1163.0428170444388,24000.0,2013-06-14,6000.0
105,2013-04-16,봄,예산군,충남,서산시,120,383696,-0.22,1.07,2.1,1763.12,1161.7064534080753,24000.0,2013-06-15,6000.0
106,2013-04-17,봄,예산군,충남,서산시,120,383696,-0.77,1.02,2.14,1760.62,1159.433726135348,24000.0,2013-06-16,6000.0
107,2013-04-18,봄,예산군,충남,서산시,120,383696,-0.96,0.97,1.81,1758.98,1157.942817044439,24000.0,2013-06-17,6000.0
108,2013-04-19,봄,예산군,충남,서산시,120,383696,-1.06,0.96,1.72,1756.97,1156.1155443171665,24000.0,2013-06-18,6000.0
109,2013-04-20,봄,예산군,충남,서산시,120,383696,-1.11,0.93,1.53,1755.06,1154.3791806808026,24000.0,2013-06-19,7000.0
110,2013-04-21,봄,예산군,충남,서산시,120,383696,-0.65,1.15,2.36,1753.83,1153.260998862621,24000.0,2013-06-20,7000.0
111,2013-04-22,봄,예산군,충남,서산시,120,383696,-0.73,0.59,2.28,1751.92,1151.5246352262573,24000.0,2013-06-21,7000.0
112,2013-04-23,봄,예산군,충남,서산시,120,383696,-0.82,0.55,2.23,1748.37,1148.2973624989845,24000.0,2013-06-22,7000.0
113,2013-04-24,봄,예산군,충남,서산시,120,383696,-0.5,0.64,2.29,1744.56,1144.833726135348,24000.0,2013-06-23,7000.0
114,2013-04-25,봄,예산군,충남,서산시,120,383696,-0.4,0.61,2.38,1741.34,1141.906453408075,24000.0,2013-06-24,6000.0
115,2013-04-26,봄,예산군,충남,서산시,120,383696,-0.3,0.64,2.3,1738.51,1139.333726135348,24000.0,2013-06-25,5000.0
116,2013-04-27,봄,예산군,충남,서산시,120,383696,-0.42,0.58,1.98,1736.23,1137.260998862621,24000.0,2013-06-26,5000.0
117,2013-04-28,봄,예산군,충남,서산시,120,383696,-0.4,0.57,2.04,1735.15,1136.2791806808027,24000.0,2013-06-27,5000.0
118,2013-04-29,봄,예산군,충남,서산시,120,383696,-0.48,0.51,1.67,1733.92,1135.160998862621,24000.0,2013-06-28,5000.0
119,2013-04-30,봄,예산군,충남,서산시,120,383696,-0.26,0.65,1.91,1732.24,1133.633726135348,24000.0,2013-06-29,5000.0
120,2013-05-01,봄,예산군,충남,서산시,120,383696,-0.3,0.56,1.62,1728.12,1129.8882715898935,24000.0,2013-06-30,5000.0
121,2013-05-02,봄,예산군,충남,서산시,120,383696,-0.29,0.51,1.54,1726.71,1128.6064534080754,0.0,2013-07-01,5000.0
122,2013-05-03,봄,예산군,충남,서산시,120,383696,-0.28,-0.27,1.42,1724.51,1126.6064534080754,0.0,2013-07-02,5000.0
123,2013-05-04,봄,예산군,충남,서산시,120,383696,-0.31,-0.34,1.01,1723.33,1125.533726135348,0.0,2013-07-03,6000.0
124,2013-05-05,봄,예산군,충남,서산시,120,383696,-0.32,-0.43,1.08,1722.19,1124.4973624989846,0.0,2013-07-04,6000.0
125,2013-05-06,봄,예산군,충남,서산시,120,383696,-0.32,-0.53,1.04,1721.41,1123.7882715898936,0.0,2013-07-05,6000.0
126,2013-05-07,봄,예산군,충남,서산시,120,383696,-0.73,-0.73,0.7,1719.82,1122.342817044439,0.0,2013-07-06,6000.0
127,2013-05-08,봄,예산군,충남,서산시,120,383696,-0.86,-0.76,0.41,1718.57,1121.2064534080753,0.0,2013-07-07,6000.0
128,2013-05-09,봄,예산군,충남,서산시,120,383696,-0.96,-0.77,0.48,1717.49,1120.2246352262573,0.0,2013-07-08,5000.0
129,2013-05-10,봄,예산군,충남,서산시,120,383696,-0.64,-0.65,0.73,1716.91,1119.6973624989846,0.0,2013-07-09,4000.0
130,2013-05-11,봄,예산군,충남,서산시,120,383696,-0.37,-0.5,1.01,1715.85,1118.733726135348,0.0,2013-07-10,4000.0
131,2013-05-12,봄,예산군,충남,서산시,120,383696,-0.49,-0.56,0.94,1715.41,1118.333726135348,0.0,2013-07-11,4000.0
132,2013-05-13,봄,예산군,충남,서산시,120,383696,-0.46,-0.6,0.67,1714.66,1117.65190795353,0.0,2013-07-12,4000.0
133,2013-05-14,봄,예산군,충남,서산시,120,383696,-0.54,-0.69,0.39,1713.97,1117.0246352262573,0.0,2013-07-13,4000.0
134,2013-05-15,봄,예산군,충남,서산시,120,383696,-0.59,-0.67,0.43,1713.02,1116.1609988626208,0.0,2013-07-14,4000.0
135,2013-05-16,봄,예산군,충남,서산시,120,383696,-0.6,-0.68,0.41,1712.34,1115.5428170444388,0.0,2013-07-15,5000.0
136,2013-05-17,봄,예산군,충남,서산시,120,383696,-0.69,-0.71,0.33,1711.91,1115.15190795353,0.0,2013-07-16,6000.0
137,2013-05-18,봄,예산군,충남,서산시,120,383696,-0.7,-0.7,0.3,1711.93,1115.170089771712,0.0,2013-07-17,6000.0
138,2013-05-19,봄,예산군,충남,서산시,120,383696,-0.56,-0.63,0.39,1711.33,1114.6246352262572,0.0,2013-07-18,6000.0
139,2013-05-20,봄,예산군,충남,서산시,120,383696,-0.11,-0.34,1.01,1711.17,1114.4791806808028,0.0,2013-07-19,6000.0
140,2013-05-21,봄,예산군,충남,서산시,120,383696,-0.36,-0.36,0.94,1710.43,1113.8064534080754,0.0,2013-07-20,6000.0
141,2013-05-22,봄,예산군,충남,서산시,120,383696,-0.32,-0.37,0.89,1710.54,1113.906453408075,0.0,2013-07-21,6000.0
142,2013-05-23,봄,예산군,충남,서산시,120,383696,-0.3,-0.39,0.75,1710.36,1113.7428170444389,0.0,2013-07-22,7000.0
143,2013-05-24,봄,예산군,충남,서산시,120,383696,-0.38,-0.38,0.69,1710.65,1114.0064534080757,0.0,2013-07-23,8000.0
144,2013-05-25,봄,예산군,충남,서산시,120,383696,-0.42,-0.42,0.58,1709.91,1113.333726135348,0.0,2013-07-24,7000.0
145,2013-05-26,봄,예산군,충남,서산시,120,383696,-0.59,-0.49,0.37,1709.81,1113.2428170444389,0.0,2013-07-25,7000.0
146,2013-05-27,봄,예산군,충남,서산시,120,383696,-0.57,-0.51,0.21,1709.36,1112.833726135348,0.0,2013-07-26,6000.0
147,2013-05-28,봄,예산군,충남,서산시,120,383696,0.44,0.16,1.73,1709.81,1113.2428170444389,0.0,2013-07-27,6000.0
148,2013-05-29,봄,예산군,충남,서산시,120,383696,0.53,0.19,1.63,1709.29,1112.7700897717118,0.0,2013-07-28,6000.0
149,2013-05-30,봄,예산군,충남,서산시,120,383696,0.38,0.21,1.56,1709.31,1112.7882715898936,0.0,2013-07-29,9000.0
150,2013-05-31,여름,정선군,강원,평창군,1060,200895,-0.15,-0.68,-1.07,1704.13,1103.978344300918,0.0,2013-07-30,10000.0
151,2013-06-01,여름,정선군,강원,평창군,1060,200895,-0.17,-0.68,-1.09,1703.8,1103.678344300918,0.0,2013-07-31,10000.0
152,2013-06-02,여름,정선군,강원,평창군,1060,200895,-0.23,-0.65,-1.12,1703.19,1103.123798846373,0.0,2013-08-01,10000.0
153,2013-06-03,여름,정선군,강원,평창군,1060,200895,-0.38,-0.62,-1.14,1702.75,1102.7237988463726,0.0,2013-08-02,10000.0
154,2013-06-04,여름,정선군,강원,평창군,1060,200895,-0.45,-0.64,-1.2,1702.78,1102.7510715736453,0.0,2013-08-03,10000.0
155,2013-06-05,여름,정선군,강원,평창군,1060,200895,-0.47,-0.66,-1.21,1702.62,1102.6056170281906,0.0,2013-08-04,10000.0
156,2013-06-06,여름,정선군,강원,평창군,1060,200895,-0.45,-0.72,-1.24,1702.56,1102.5510715736452,0.0,2013-08-05,11000.0
157,2013-06-07,여름,정선군,강원,평창군,1060,200895,-0.37,-0.74,-1.26,1702.82,1102.7874352100089,0.0,2013-08-06,11000.0
158,2013-06-08,여름,정선군,강원,평창군,1060,200895,-0.4,-0.75,-1.3,1702.37,1102.378344300918,0.0,2013-08-07,11000.0
159,2013-06-09,여름,정선군,강원,평창군,1060,200895,-0.46,-0.77,-1.31,1702.34,1102.3510715736452,0.0,2013-08-08,11000.0
160,2013-06-10,여름,정선군,강원,평창군,1060,200895,-0.54,-0.8,-1.29,1702.83,1102.7965261190998,0.0,2013-08-09,11000.0
161,2013-06-11,여름,정선군,강원,평창군,1060,200895,-0.57,-0.83,-1.33,1703.02,1102.9692533918271,0.0,2013-08-10,11000.0
162,2013-06-12,여름,정선군,강원,평창군,1060,200895,-0.56,-1.05,-1.32,1703.21,1103.1419806645545,0.0,2013-08-11,11000.0
163,2013-06-13,여름,정선군,강원,평창군,1060,200895,-0.4,-1.07,-1.34,1703.65,1103.5419806645546,0.0,2013-08-12,11000.0
164,2013-06-14,여름,정선군,강원,평창군,1060,200895,-0.35,-1.07,-1.34,1704.11,1103.9601624827362,0.0,2013-08-13,11000.0
165,2013-06-15,여름,정선군,강원,평창군,1060,200895,-0.35,-1.08,-1.34,1704.71,1104.5056170281907,0.0,2013-08-14,12000.0
166,2013-06-16,여름,정선군,강원,평창군,1060,200895,-0.27,-1.12,-1.35,1704.49,1104.305617028191,0.0,2013-08-15,12000.0
167,2013-06-17,여름,정선군,강원,평창군,1060,200895,-0.27,-1.23,-1.38,1704.9,1104.678344300918,0.0,2013-08-16,13000.0
168,2013-06-18,여름,정선군,강원,평창군,1060,200895,-0.35,-1.25,-1.43,1705.18,1104.9328897554635,0.0,2013-08-17,13000.0
169,2013-06-19,여름,정선군,강원,평창군,1060,200895,-0.49,-1.11,-1.23,1705.96,1105.6419806645545,0.0,2013-08-18,13000.0
170,2013-06-20,여름,정선군,강원,평창군,1060,200895,-0.46,-1.12,-1.29,1706.78,1106.387435210009,0.0,2013-08-19,14000.0
171,2013-06-21,여름,정선군,강원,평창군,1060,200895,-0.6,-1.15,-1.35,1708.01,1107.5056170281907,0.0,2013-08-20,14000.0
172,2013-06-22,여름,정선군,강원,평창군,1060,200895,-0.63,-1.12,-1.37,1708.13,1107.6147079372818,0.0,2013-08-21,15000.0
173,2013-06-23,여름,정선군,강원,평창군,1060,200895,-0.61,-1.13,-1.41,1708.28,1107.7510715736453,0.0,2013-08-22,15000.0
174,2013-06-24,여름,정선군,강원,평창군,1060,200895,-0.65,-1.25,-1.43,1709.27,1108.6510715736454,0.0,2013-08-23,16000.0
175,2013-06-25,여름,정선군,강원,평창군,1060,200895,-0.59,-1.22,-1.44,1710.78,1110.0237988463723,0.0,2013-08-24,16000.0
176,2013-06-26,여름,정선군,강원,평창군,1060,200895,-0.2,-1.05,-1.2,1711.37,1110.560162482736,0.0,2013-08-25,16000.0
177,2013-06-27,여름,정선군,강원,평창군,1060,200895,-0.55,-1.16,-1.29,1711.73,1110.8874352100088,0.0,2013-08-26,17000.0
178,2013-06-28,여름,정선군,강원,평창군,1060,200895,-0.79,-1.22,-1.26,1713.09,1112.1237988463724,0.0,2013-08-27,17000.0
179,2013-06-29,여름,정선군,강원,평창군,1060,200895,-0.76,-1.19,-1.27,1713.9,1112.8601624827363,0.0,2013-08-28,16000.0
180,2013-06-30,여름,정선군,강원,평창군,1060,200895,-0.83,-1.27,-1.32,1714.33,1113.2510715736453,0.0,2013-08-29,16000.0
181,2013-07-01,여름,정선군,강원,평창군,1060,200895,-0.9,-1.34,-1.35,1715.25,1114.0874352100088,0.0,2013-08-30,16000.0
182,2013-07-02,여름,정선군,강원,평창군,1060,200895,-1.04,-1.46,-1.4,1716.59,1115.305617028191,0.0,2013-08-31,16000.0
183,2013-07-03,여름,정선군,강원,평창군,1060,200895,-0.99,-1.37,-1.44,1718.06,1116.6419806645542,0.0,2013-09-01,16000.0
184,2013-07-04,여름,정선군,강원,평창군,1060,200895,-0.96,-1.42,-1.45,1719.68,1118.1147079372818,0.0,2013-09-02,15000.0
185,2013-07-05,여름,정선군,강원,평창군,1060,200895,-0.98,-1.43,-1.54,1721.31,1119.5965261190995,0.0,2013-09-03,15000.0
186,2013-07-06,여름,정선군,강원,평창군,1060,200895,-0.89,-1.4,-1.54,1722.94,1121.0783443009182,0.0,2013-09-04,15000.0
187,2013-07-07,여름,정선군,강원,평창군,1060,200895,-0.96,-1.48,-1.55,1722.94,1121.0783443009182,0.0,2013-09-05,13000.0
188,2013-07-08,여름,정선군,강원,평창군,1060,200895,-0.96,-1.48,-1.56,1724.26,1122.278344300918,0.0,2013-09-06,13000.0
189,2013-07-09,여름,정선군,강원,평창군,1060,200895,-0.87,-1.42,-1.53,1725.34,1123.2601624827362,0.0,2013-09-07,13000.0
190,2013-07-10,여름,정선군,강원,평창군,1060,200895,-0.93,-1.48,-1.67,1725.86,1123.7328897554637,0.0,2013-09-08,13000.0
191,2013-07-11,여름,정선군,강원,평창군,1060,200895,-0.94,-1.46,-1.71,1727.12,1124.878344300918,0.0,2013-09-09,13000.0
192,2013-07-12,여름,정선군,강원,평창군,1060,200895,-0.87,-1.38,-1.6,1728.13,1125.7965261190998,0.0,2013-09-10,15000.0
