구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2015년09월14일,1379.53,1247.62,1249.65,1261.57,1255.10,1256.92,1252.24,1266.05,1284.88,1262.77,1264.50,1244.83,1268.96,1242.30,1246.28,1332.65,1254.92
2015년09월15일,1379.45,1248.38,1249.46,1261.90,1254.27,1255.63,1250.18,1265.93,1284.74,1262.27,1264.38,1244.36,1267.91,1241.34,1245.52,1333.06,1255.28
2015년09월16일,1379.11,1247.11,1248.83,1261.89,1253.53,1256.67,1251.51,1265.35,1283.30,1261.86,1263.32,1243.62,1267.73,1240.83,1244.66,1332.17,1254.22
2015년09월17일,1376.65,1245.46,1246.96,1261.18,1252.07,1254.39,1249.72,1264.44,1283.23,1261.24,1262.98,1242.53,1267.55,1240.23,1243.29,1333.43,1253.52
2015년09월18일,1375.81,1245.59,1246.61,1259.81,1251.32,1254.25,1249.67,1264.14,1282.19,1260.41,1261.96,1241.85,1266.22,1239.31,1242.98,1321.61,1254.17
2015년09월19일,1374.44,1244.47,1245.29,1259.02,1250.44,1253.82,1249.97,1263.34,1282.43,1259.52,1261.49,1241.15,1265.78,1238.68,1242.06,1319.15,1254.87
2015년09월20일,1373.72,1242.97,1245.64,1257.73,1249.53,1252.87,1248.45,1262.77,1281.27,1259.46,1260.81,1241.02,1265.26,1237.54,1241.28,1318.52,1254.70
2015년09월21일,1374.01,1244.32,1245.44,1259.13,1249.64,1253.61,1249.58,1262.89,1280.94,1259.08,1260.55,1241.46,1265.02,1237.59,1240.73,1316.85,1253.38
2015년09월22일,1372.51,1242.14,1244.51,1257.72,1249.49,1252.59,1247.53,1262.10,1280.18,1258.39,1260.24,1240.39,1263.83,1236.97,1239.76,1317.01,1253.03
2015년09월23일,1371.46,1241.48,1243.49,1256.41,1248.38,1252.00,1245.36,1261.03,1279.80,1256.92,1259.11,1240.52,1263.28,1236.07,1239.16,1315.85,1254.28
2015년09월24일,1370.36,1240.72,1243.39,1256.26,1248.15,1251.50,1245.54,1260.32,1278.52,1256.42,1258.48,1239.80,1262.78,1235.74,1237.65,1315.85,1252.24
2015년09월25일,1369.89,1240.54,1242.90,1254.63,1248.07,1251.63,1243.69,1259.96,1278.25,1255.95,1258.04,1239.28,1262.38,1234.81,1237.36,1316.76,1253.71
2015년09월26일,1369.16,1239.03,1242.96,1254.16,1247.49,1251.56,1242.92,1259.17,1277.32,1255.25,1257.11,1238.38,1261.38,1233.70,1236.20,1316.45,1250.21
2015년09월27일,1369.11,1238.38,1242.53,1253.59,1247.06,1251.87,1241.87,1258.60,1276.79,1254.54,1256.76,1237.87,1260.90,1233.27,1235.83,1315.87,1250.73
2015년09월28일,1368.77,1238.83,1242.21,1254.17,1246.74,1250.65,1242.03,1258.73,1276.82,1254.40,1257.06,1237.75,1260.76,1232.88,1235.60,1315.76,1251.61
2015년09월29일,1369.27,1239.54,1242.09,1253.82,1246.19,1250.39,1242.18,1258.67,1276.47,1254.70,1256.45,1237.20,1261.18,1233.20,1235.83,1315.03,1251.01
2015년09월30일,1369.93,1241.02,1241.89,1254.88,1245.94,1251.27,1243.89,1259.00,1276.15,1254.56,1256.22,1237.91,1261.21,1233.30,1235.81,1314.78,1252.70
2015년10월01일,1369.50,1239.04,1239.39,1254.20,1245.38,1250.11,1241.27,1258.30,1274.98,1252.99,1255.48,1236.84,1260.25,1232.60,1235.14,1314.76,1251.47
2015년10월02일,1368.62,1239.76,1238.88,1252.94,1245.64,1248.93,1241.88,1258.09,1274.42,1252.71,1255.38,1236.44,1259.48,1231.92,1234.55,1326.79,1251.29
2015년10월03일,1367.79,1238.07,1238.57,1251.99,1244.63,1248.69,1240.81,1257.06,1273.71,1252.32,1254.48,1235.95,1258.88,1231.22,1234.39,1328.11,1251.05
2015년10월04일,1365.61,1238.32,1238.44,1251.61,1244.65,1247.07,1240.45,1256.95,1272.98,1252.07,1254.23,1235.50,1258.34,1230.93,1233.07,1327.68,1248.94
2015년10월05일,1364.71,1238.83,1237.66,1252.76,1244.37,1247.96,1241.15,1257.46,1272.64,1251.70,1254.38,1234.96,1257.99,1231.06,1233.27,1328.55,1250.03
2015년10월06일,1365.63,1238.87,1237.25,1252.44,1243.86,1247.18,1240.78,1257.07,1272.21,1250.44,1253.75,1234.95,1257.82,1230.91,1233.36,1328.63,1250.28
2015년10월07일,1365.43,1237.52,1238.22,1251.55,1243.82,1247.51,1241.65,1256.83,1271.41,1250.08,1253.13,1235.01,1258.23,1230.13,1232.90,1329.32,1250.26
2015년10월08일,1364.57,1236.59,1238.05,1251.81,1242.98,1247.62,1240.16,1256.91,1271.41,1249.64,1253.43,1235.24,1257.42,1230.04,1233.20,1329.53,1251.85
2015년10월09일,1364.41,1237.59,1237.34,1251.01,1242.28,1247.54,1241.01,1256.30,1270.40,1249.82,1253.20,1235.06,1257.17,1230.64,1233.19,1329.61,1250.50
2015년10월10일,1363.66,1236.36,1238.71,1250.87,1241.90,1248.12,1240.41,1256.26,1270.69,1249.36,1252.87,1235.40,1257.06,1230.21,1232.85,1330.24,1250.64
2015년10월11일,1363.99,1235.32,1239.54,1249.99,1241.34,1247.67,1240.10,1255.87,1270.65,1248.91,1253.03,1235.07,1256.60,1230.23,1232.36,1329.65,1250.91
2015년10월12일,1364.99,1238.33,1238.87,1251.90,1242.43,1248.99,1240.64,1257.06,1270.40,1250.09,1252.54,1236.09,1256.49,1231.17,1233.44,1329.87,1250.56
2015년10월13일,1364.05,1239.57,1238.63,1252.71,1242.09,1248.96,1240.90,1257.70,1270.60,1249.71,1252.84,1236.62,1256.52,1230.94,1233.59,1329.60,1251.19
2015년10월14일,1363.52,1238.43,1238.48,1252.12,1241.64,1248.03,1242.55,1258.02,1270.64,1249.80,1253.32,1236.34,1255.99,1231.43,1234.53,1330.29,1251.08
2015년10월15일,1363.03,1239.65,1239.03,1252.25,1241.10,1248.91,1243.00,1258.08,1270.94,1249.68,1253.15,1235.89,1255.98,1231.72,1234.07,1331.18,1252.19
2015년10월16일,1362.18,1238.61,1238.50,1250.83,1241.46,1249.23,1243.25,1257.98,1270.11,1249.51,1253.16,1235.71,1255.57,1231.40,1234.08,1330.71,1251.08
2015년10월17일,1361.04,1237.53,1237.25,1249.89,1240.51,1247.86,1242.96,1257.49,1269.51,1248.58,1253.29,1235.09,1255.26,1231.11,1234.00,1330.26,1250.47
2015년10월18일,1360.60,1236.89,1237.73,1249.37,1239.96,1246.54,1241.87,1256.70,1269.60,1248.56,1253.12,1234.81,1254.98,1230.75,1233.39,1330.26,1251.70
2015년10월19일,1362.72,1237.34,1237.56,1249.83,1239.92,1247.49,1241.57,1257.30,1269.20,1248.68,1253.38,1235.45,1255.71,1231.38,1234.08,1330.54,1250.29
2015년10월20일,1359.46,1237.41,1235.72,1248.02,1239.46,1245.65,1241.15,1256.18,1268.72,1248.62,1252.85,1234.29,1254.68,1231.38,1233.26,1329.74,1250.56
2015년10월21일,1357.61,1235.80,1235.55,1247.47,1238.00,1244.67,1241.92,1255.05,1268.25,1248.12,1252.60,1234.19,1253.71,1230.76,1233.77,1329.58,1251.31
2015년10월22일,1356.89,1235.34,1234.44,1246.49,1237.30,1243.48,1240.03,1253.90,1267.41,1248.37,1251.99,1233.20,1253.28,1229.97,1232.43,1329.84,1249.28
2015년10월23일,1354.31,1233.92,1233.01,1245.50,1235.80,1242.54,1239.96,1252.85,1267.20,1247.43,1251.81,1232.06,1252.49,1230.04,1231.97,1311.79,1250.21
2015년10월24일,1353.57,1232.97,1232.54,1244.02,1233.56,1241.48,1239.20,1251.48,1265.85,1245.98,1251.28,1231.53,1251.52,1229.00,1231.25,1301.08,1248.80
2015년10월25일,1352.41,1231.94,1232.37,1243.85,1233.04,1240.99,1238.59,1251.07,1265.49,1245.37,1250.60,1230.14,1251.06,1228.46,1230.82,1299.32,1248.03
2015년10월26일,1352.08,1233.53,1231.46,1244.08,1232.46,1241.86,1238.54,1251.19,1265.28,1245.65,1250.55,1230.13,1250.81,1228.56,1231.14,1299.78,1247.49
2015년10월27일,1349.30,1231.52,1229.57,1242.79,1231.21,1240.01,1236.46,1249.20,1264.10,1244.64,1249.54,1229.18,1250.72,1227.83,1230.30,1295.90,1248.12
2015년10월28일,1347.41,1231.46,1228.49,1241.29,1230.46,1237.35,1236.48,1247.71,1263.90,1243.57,1249.61,1228.31,1249.39,1227.63,1229.95,1295.63,1245.07
2015년10월29일,1344.82,1231.12,1226.75,1239.33,1228.51,1235.87,1237.16,1246.40,1262.95,1242.99,1248.38,1228.29,1248.68,1227.17,1229.71,1293.75,1246.80
2015년10월30일,1343.96,1229.57,1225.85,1237.64,1227.21,1235.51,1236.33,1245.88,1262.08,1241.91,1248.05,1227.44,1247.56,1226.42,1229.50,1292.70,1244.07
2015년10월31일,1343.40,1228.81,1224.97,1237.28,1225.51,1234.39,1234.78,1244.62,1261.76,1241.63,1247.49,1226.54,1247.53,1225.24,1228.42,1293.46,1245.26
2015년11월01일,1342.05,1227.63,1224.61,1235.56,1224.67,1233.79,1233.93,1243.64,1261.12,1240.49,1246.70,1226.28,1246.18,1224.29,1227.33,1292.64,1243.39
2015년11월02일,1342.15,1229.53,1223.87,1235.60,1224.84,1233.95,1234.00,1243.34,1261.19,1240.35,1246.04,1225.58,1245.29,1224.32,1227.31,1292.91,1242.31
2015년11월03일,1342.02,1227.55,1222.67,1235.62,1223.53,1232.85,1232.34,1242.78,1260.32,1239.10,1245.11,1224.98,1243.71,1223.97,1227.02,1324.70,1244.70
2015년11월04일,1341.19,1227.42,1221.70,1234.13,1222.62,1234.03,1232.56,1242.07,1258.88,1238.35,1244.18,1224.12,1242.33,1223.28,1226.21,1319.91,1241.16
2015년11월05일,1339.84,1224.99,1221.02,1233.07,1221.82,1231.62,1231.84,1241.26,1257.87,1237.34,1243.07,1223.40,1241.10,1222.46,1225.97,1319.33,1240.28
2015년11월06일,1339.40,1225.25,1220.87,1232.20,1221.72,1232.09,1232.13,1240.56,1257.22,1236.90,1242.38,1223.13,1239.64,1221.74,1224.78,1318.27,1240.86
2015년11월07일,1339.03,1223.60,1219.71,1230.86,1220.75,1231.42,1229.56,1239.40,1256.18,1236.08,1242.07,1222.33,1238.81,1220.55,1223.87,1299.36,1241.53
2015년11월08일,1338.58,1222.96,1219.78,1230.92,1220.01,1231.27,1228.40,1239.15,1255.69,1235.92,1241.76,1222.00,1238.48,1220.08,1223.67,1295.31,1239.63
2015년11월09일,1338.88,1224.06,1219.76,1230.50,1220.34,1231.10,1228.05,1239.21,1255.36,1235.56,1241.65,1221.94,1237.89,1220.73,1223.92,1293.17,1239.96
2015년11월10일,1339.28,1224.91,1219.62,1231.04,1220.70,1231.39,1226.73,1239.40,1255.14,1235.42,1241.74,1221.56,1237.40,1219.83,1223.35,1291.96,1239.10
2015년11월11일,1339.50,1222.89,1218.77,1230.64,1220.46,1230.93,1226.72,1239.49,1254.58,1234.83,1241.20,1220.87,1236.90,1218.96,1222.74,1291.83,1238.41
2015년11월12일,1338.45,1222.71,1217.89,1231.40,1220.71,1229.92,1227.07,1238.65,1253.67,1234.99,1241.01,1220.76,1235.66,1218.44,1222.93,1282.80,1239.01
2015년11월13일,1337.17,1221.07,1217.08,1230.26,1219.44,1229.28,1226.48,1237.68,1253.06,1233.91,1240.10,1219.78,1235.46,1217.81,1222.18,1279.90,1239.05
2015년11월14일,1336.88,1220.57,1216.45,1228.86,1219.40,1229.70,1224.04,1237.20,1252.17,1234.03,1239.71,1220.05,1234.83,1216.63,1221.28,1277.05,1237.98
2015년11월15일,1336.29,1219.17,1215.46,1227.99,1218.32,1228.30,1223.83,1237.04,1251.80,1233.33,1239.69,1219.91,1234.34,1216.64,1220.77,1273.48,1236.86
2015년11월16일,1337.04,1220.40,1214.78,1229.67,1218.20,1227.85,1225.04,1237.22,1251.67,1233.42,1239.45,1219.84,1234.05,1216.59,1221.40,1270.31,1237.63
2015년11월17일,1335.16,1220.43,1213.32,1228.01,1218.09,1227.79,1223.69,1236.65,1251.30,1232.76,1238.95,1218.91,1233.65,1216.03,1220.51,1268.46,1236.32
2015년11월18일,1335.10,1219.79,1213.48,1226.68,1216.04,1226.41,1223.21,1235.73,1250.28,1231.78,1238.47,1217.35,1232.47,1215.14,1219.72,1280.32,1237.05
2015년11월19일,1333.82,1219.73,1211.84,1225.83,1216.00,1226.00,1221.33,1234.82,1249.59,1231.00,1237.58,1217.49,1231.56,1214.70,1219.13,1280.53,1236.25
2015년11월20일,1333.45,1218.92,1211.68,1226.44,1214.64,1225.22,1220.73,1234.71,1249.02,1230.49,1237.01,1216.28,1231.39,1213.72,1218.13,1270.84,1237.79
2015년11월21일,1332.28,1217.70,1210.01,1225.04,1214.37,1224.10,1220.09,1233.88,1248.08,1229.73,1236.32,1215.61,1230.18,1212.23,1217.72,1267.92,1235.74
2015년11월22일,1331.61,1216.68,1209.31,1224.94,1213.62,1223.41,1219.26,1233.32,1246.85,1229.51,1235.94,1214.41,1229.94,1211.98,1216.77,1268.27,1237.06
2015년11월23일,1331.46,1217.43,1210.78,1225.69,1213.53,1223.59,1220.35,1233.54,1246.46,1229.15,1235.48,1214.41,1229.37,1211.79,1217.06,1265.77,1235.31
2015년11월24일,1330.25,1217.09,1209.03,1224.83,1213.02,1222.22,1219.37,1232.17,1245.45,1228.14,1234.91,1214.53,1229.20,1210.81,1216.54,1263.45,1235.86
2015년11월25일,1328.71,1215.88,1208.80,1224.85,1211.47,1221.83,1218.03,1231.35,1244.91,1227.55,1233.77,1213.28,1228.57,1209.88,1215.32,1261.98,1236.12
2015년11월26일,1328.82,1215.47,1208.19,1223.60,1210.80,1221.87,1218.27,1231.18,1243.91,1227.71,1233.29,1212.79,1227.60,1209.06,1214.44,1260.98,1233.03
2015년11월27일,1328.00,1215.18,1207.58,1223.70,1210.04,1220.48,1218.21,1230.55,1243.91,1227.33,1233.30,1212.81,1227.26,1208.34,1214.34,1260.45,1232.86
2015년11월28일,1327.74,1213.29,1206.77,1223.06,1210.32,1220.42,1217.41,1230.17,1242.93,1226.98,1232.29,1212.18,1226.58,1207.93,1213.59,1260.03,1232.34
2015년11월29일,1326.89,1213.02,1206.76,1222.66,1209.34,1220.83,1216.78,1229.48,1242.38,1226.53,1232.07,1211.78,1226.09,1207.08,1212.99,1259.66,1231.13
2015년11월30일,1327.86,1213.97,1206.75,1223.47,1208.84,1220.74,1218.23,1230.05,1242.62,1226.60,1232.06,1212.23,1226.05,1206.99,1213.64,1260.24,1232.72
2015년12월01일,1326.47,1213.20,1205.73,1223.45,1207.58,1219.10,1216.01,1228.85,1240.60,1225.53,1230.31,1210.51,1225.43,1206.24,1211.98,1260.30,1231.13
2015년12월02일,1326.77,1212.29,1205.60,1221.18,1205.85,1218.87,1212.32,1228.14,1239.49,1224.84,1229.29,1209.52,1224.08,1205.49,1210.99,1289.01,1230.01
2015년12월03일,1326.00,1212.27,1205.74,1221.57,1205.30,1217.56,1212.60,1227.68,1238.86,1224.31,1228.92,1209.49,1223.53,1204.52,1210.39,1290.88,1230.01
2015년12월04일,1325.56,1211.91,1204.81,1222.01,1205.63,1216.01,1211.38,1227.40,1238.10,1223.74,1228.55,1209.05,1222.33,1203.67,1209.06,1291.28,1229.20
2015년12월05일,1324.26,1211.21,1203.62,1221.02,1205.28,1215.41,1211.27,1226.69,1237.56,1223.75,1227.88,1208.17,1222.11,1202.68,1208.83,1291.70,1229.27
2015년12월06일,1323.50,1209.49,1203.65,1220.26,1204.82,1215.53,1209.09,1226.13,1236.84,1223.29,1227.47,1208.28,1221.42,1202.04,1208.00,1291.49,1228.75
2015년12월07일,1324.32,1210.06,1203.74,1220.38,1204.94,1215.73,1209.78,1226.35,1236.65,1223.28,1227.18,1207.35,1220.95,1202.18,1208.61,1291.87,1230.29
2015년12월08일,1322.73,1209.99,1201.21,1218.59,1204.25,1214.72,1208.73,1224.95,1235.42,1222.18,1226.41,1207.12,1220.08,1201.00,1207.50,1292.02,1227.68
2015년12월09일,1321.32,1208.94,1199.69,1217.56,1202.60,1212.98,1208.24,1223.91,1234.90,1220.96,1225.33,1206.46,1219.10,1200.83,1206.42,1292.28,1226.03
2015년12월10일,1319.01,1206.20,1197.75,1216.16,1201.71,1212.51,1206.81,1222.62,1234.44,1220.30,1223.84,1204.92,1218.00,1199.55,1204.82,1292.28,1225.94
2015년12월11일,1317.31,1204.89,1196.72,1215.97,1201.35,1211.78,1206.12,1221.53,1232.05,1218.84,1222.71,1203.99,1217.08,1198.96,1204.05,1292.44,1224.75
2015년12월12일,1315.85,1202.65,1195.01,1214.56,1200.74,1210.07,1204.30,1220.35,1231.06,1218.00,1221.76,1202.47,1216.11,1197.53,1203.42,1263.70,1224.67
2015년12월13일,1314.62,1201.56,1194.56,1213.78,1199.92,1209.42,1202.38,1219.02,1230.40,1217.02,1220.89,1201.90,1215.38,1196.93,1202.37,1262.52,1223.79
2015년12월14일,1314.16,1202.03,1193.36,1213.24,1198.93,1208.72,1201.40,1218.79,1229.16,1215.95,1220.16,1200.81,1215.07,1196.25,1202.12,1258.93,1219.93
2015년12월15일,1310.12,1200.91,1192.84,1210.15,1197.97,1207.10,1198.69,1216.51,1228.10,1214.51,1218.86,1199.12,1213.97,1194.89,1200.50,1257.08,1222.08
2015년12월16일,1307.02,1198.92,1188.04,1207.52,1196.16,1205.77,1197.37,1214.96,1226.85,1213.16,1217.40,1197.79,1212.81,1194.00,1199.70,1255.10,1219.15
2015년12월17일,1304.28,1197.15,1187.41,1204.77,1194.25,1204.44,1194.26,1213.10,1225.54,1211.86,1216.65,1196.10,1212.24,1192.36,1197.93,1255.20,1218.70
2015년12월18일,1302.44,1195.99,1186.39,1202.27,1194.18,1203.77,1193.97,1211.37,1224.06,1210.40,1215.01,1195.11,1210.74,1191.67,1197.04,1255.04,1217.15
2015년12월19일,1300.42,1192.51,1184.62,1201.01,1191.94,1203.19,1191.44,1209.36,1222.62,1209.18,1213.62,1193.44,1210.10,1190.24,1195.06,1226.02,1215.05
2015년12월20일,1299.19,1191.38,1184.34,1197.97,1190.39,1201.86,1190.35,1208.44,1220.87,1208.32,1213.21,1192.99,1209.06,1189.56,1194.17,1221.52,1217.29
2015년12월21일,1298.16,1190.77,1183.88,1196.92,1190.33,1201.48,1190.28,1207.33,1219.51,1206.95,1212.02,1191.23,1208.53,1188.08,1192.82,1218.32,1213.75
2015년12월22일,1293.99,1187.23,1181.00,1191.19,1189.50,1198.75,1186.11,1204.76,1217.23,1204.88,1210.04,1189.61,1207.14,1186.74,1190.97,1211.92,1211.25
2015년12월23일,1290.69,1183.85,1178.63,1187.22,1186.55,1195.69,1183.08,1202.49,1215.91,1202.83,1207.26,1187.66,1205.05,1184.20,1188.69,1207.59,1209.27
2015년12월24일,1288.40,1183.43,1177.93,1183.98,1184.62,1193.45,1182.52,1200.59,1213.83,1200.77,1205.51,1186.99,1203.79,1182.26,1186.91,1207.37,1209.98
2015년12월25일,1286.52,1181.82,1175.34,1181.67,1183.09,1192.10,1180.10,1198.73,1212.38,1198.90,1203.93,1184.48,1201.86,1180.31,1185.42,1207.00,1208.00
2015년12월26일,1284.96,1180.76,1174.09,1181.52,1182.55,1191.17,1179.14,1198.32,1211.61,1198.08,1203.42,1184.33,1201.80,1179.70,1184.39,1206.61,1207.17
2015년12월27일,1285.43,1180.05,1173.82,1179.32,1181.95,1189.98,1177.50,1197.67,1211.09,1197.28,1202.59,1183.44,1200.67,1178.60,1183.54,1205.39,1204.94
2015년12월28일,1285.16,1180.52,1172.94,1180.14,1180.86,1188.94,1178.81,1197.05,1210.00,1196.95,1202.08,1182.29,1199.42,1178.51,1183.19,1204.57,1202.88
2015년12월29일,1282.10,1180.11,1171.24,1179.03,1178.76,1187.43,1177.86,1195.23,1208.68,1195.50,1200.46,1180.71,1197.84,1177.16,1181.43,1204.35,1200.54
2015년12월30일,1280.00,1178.59,1169.12,1179.10,1177.56,1185.32,1176.75,1193.55,1207.55,1194.19,1199.11,1179.34,1196.47,1175.59,1180.64,1204.37,1200.10
2015년12월31일,1279.66,1177.89,1168.12,1178.39,1176.40,1185.69,1176.41,1192.80,1207.26,1193.25,1197.63,1178.87,1194.73,1174.06,1179.68,1204.31,1199.06
2016년01월01일,1277.10,1175.02,1165.12,1174.31,1174.91,1183.53,1173.96,1190.40,1204.45,1190.32,1195.33,1175.58,1191.69,1171.40,1176.24,1203.10,1196.69
2016년01월02일,1275.54,1174.62,1164.64,1174.31,1175.90,1182.80,1174.90,1189.66,1204.01,1188.78,1194.35,1174.06,1190.58,1170.77,1175.30,1202.65,1196.01
2016년01월03일,1275.06,1174.82,1163.69,1173.55,1174.13,1181.91,1174.05,1189.03,1203.34,1188.15,1193.57,1172.43,1189.58,1169.86,1174.50,1202.14,1196.01
2016년01월04일,1274.66,1173.94,1162.00,1173.35,1172.20,1181.39,1171.04,1187.87,1202.28,1185.99,1192.25,1171.10,1187.96,1168.79,1173.37,1201.48,1196.94
2016년01월05일,1273.53,1171.30,1160.57,1172.87,1171.27,1178.87,1169.63,1185.53,1200.04,1184.86,1190.51,1168.35,1185.81,1167.41,1171.83,1200.02,1195.93
2016년01월06일,1271.49,1169.51,1160.04,1170.63,1168.16,1177.88,1168.76,1183.28,1198.50,1183.80,1189.24,1166.91,1183.71,1165.47,1170.51,1209.08,1191.27
2016년01월07일,1269.80,1168.33,1157.69,1169.26,1166.27,1175.51,1165.90,1181.12,1195.31,1181.01,1187.44,1164.62,1182.32,1163.55,1168.66,1208.96,1193.32
2016년01월08일,1268.43,1165.96,1155.26,1166.74,1163.69,1172.90,1161.44,1178.91,1193.58,1178.51,1184.23,1161.86,1180.37,1160.64,1166.53,1209.28,1188.27
2016년01월09일,1267.31,1161.66,1153.26,1163.58,1161.56,1170.70,1161.03,1176.08,1190.84,1176.91,1181.61,1159.92,1178.16,1158.43,1164.46,1193.73,1187.32
2016년01월10일,1266.07,1160.29,1152.07,1163.46,1161.85,1169.77,1159.07,1174.83,1190.66,1176.05,1180.45,1158.55,1177.11,1156.86,1162.78,1190.27,1186.13
2016년01월11일,1264.88,1159.50,1150.65,1162.11,1159.59,1168.80,1158.57,1173.69,1188.58,1174.37,1178.97,1156.69,1175.23,1155.37,1161.52,1188.20,1185.79
2016년01월12일,1262.23,1155.25,1146.00,1159.41,1158.06,1165.98,1156.96,1170.31,1186.53,1172.51,1176.99,1154.63,1172.76,1153.09,1158.39,1185.72,1180.03
2016년01월13일,1260.00,1151.94,1143.49,1155.19,1154.22,1162.96,1153.72,1167.14,1184.13,1170.42,1174.66,1152.15,1171.00,1150.62,1156.32,1183.75,1178.72
2016년01월14일,1256.91,1148.84,1139.54,1152.59,1150.68,1159.74,1151.07,1164.04,1182.06,1167.67,1172.17,1149.35,1168.09,1147.41,1154.04,1183.93,1176.79
2016년01월15일,1255.19,1144.86,1135.67,1148.43,1146.08,1156.71,1148.27,1160.92,1179.45,1165.33,1169.36,1145.46,1165.34,1144.80,1151.42,1183.29,1172.05
2016년01월16일,1252.71,1141.07,1132.54,1145.32,1142.65,1153.80,1144.34,1157.44,1177.05,1161.96,1166.52,1142.01,1162.18,1141.36,1149.44,1159.63,1167.10
2016년01월17일,1252.05,1139.56,1131.98,1145.17,1139.99,1152.40,1142.46,1155.93,1175.31,1160.17,1165.01,1140.08,1159.50,1139.34,1147.31,1151.00,1166.75
2016년01월18일,1250.60,1136.21,1129.18,1142.55,1138.57,1151.14,1139.04,1153.71,1173.13,1158.88,1162.50,1136.71,1157.38,1137.14,1145.17,1146.86,1167.15
2016년01월19일,1244.28,1132.00,1125.28,1138.77,1134.13,1148.33,1133.00,1149.33,1170.50,1155.88,1159.92,1134.56,1154.67,1133.30,1141.07,1143.17,1160.63
2016년01월20일,1240.72,1128.78,1121.55,1134.23,1132.72,1145.77,1129.50,1145.38,1166.16,1153.72,1157.63,1132.31,1152.86,1130.31,1138.98,1143.77,1159.98
2016년01월21일,1239.09,1122.93,1119.12,1131.84,1129.07,1141.26,1125.91,1142.08,1162.89,1150.41,1153.99,1128.99,1149.64,1126.98,1135.96,1142.30,1155.56
2016년01월22일,1236.40,1119.50,1116.39,1128.30,1126.49,1136.27,1122.68,1138.73,1159.34,1147.40,1149.57,1124.34,1146.73,1122.82,1132.60,1139.65,1152.87
2016년01월23일,1234.30,1115.56,1114.35,1125.74,1125.04,1134.06,1119.50,1135.48,1154.99,1146.08,1147.13,1122.10,1143.52,1118.99,1130.39,1137.96,1148.54
2016년01월24일,1233.22,1112.03,1114.10,1123.75,1123.09,1133.08,1117.68,1133.97,1152.46,1144.67,1145.69,1121.02,1142.11,1117.35,1128.52,1137.83,1147.01
2016년01월25일,1232.20,1111.49,1112.80,1122.73,1124.05,1132.58,1117.78,1133.26,1151.27,1142.73,1143.90,1120.45,1141.42,1116.19,1126.57,1136.98,1143.96
2016년01월26일,1228.20,1109.20,1107.73,1119.14,1122.00,1129.05,1115.16,1129.81,1146.26,1139.98,1140.85,1116.47,1137.95,1112.85,1123.18,1138.09,1139.89
2016년01월27일,1225.37,1105.88,1105.97,1115.35,1118.37,1125.50,1110.74,1126.41,1143.28,1136.82,1137.97,1114.12,1134.73,1109.33,1121.18,1137.02,1139.36
2016년01월28일,1223.16,1101.10,1103.93,1113.10,1116.40,1121.98,1108.26,1123.64,1139.89,1135.26,1134.83,1111.99,1131.58,1106.29,1118.15,1135.32,1133.93
2016년01월29일,1221.36,1098.33,1102.21,1112.93,1114.08,1120.44,1106.40,1121.91,1137.91,1132.30,1132.50,1110.49,1128.06,1104.18,1116.67,1134.61,1131.34
2016년01월30일,1219.86,1098.12,1101.16,1109.62,1111.70,1118.85,1104.78,1120.24,1136.01,1131.58,1130.72,1108.15,1126.30,1102.39,1114.43,1134.83,1129.27
2016년01월31일,1219.30,1095.18,1099.89,1107.84,1110.64,1116.38,1103.78,1118.96,1134.04,1130.56,1128.87,1107.16,1124.44,1101.12,1112.92,1134.67,1129.62
2016년02월01일,1217.04,1095.35,1098.88,1106.69,1108.42,1115.46,1100.98,1117.45,1131.38,1126.47,1125.25,1104.28,1121.60,1099.11,1110.66,1134.70,1125.32
2016년02월02일,1217.21,1094.48,1097.50,1105.68,1107.71,1112.47,1099.07,1116.02,1129.21,1124.88,1123.17,1102.49,1118.83,1096.66,1108.73,1134.95,1123.27
2016년02월03일,1215.85,1092.09,1096.17,1102.96,1103.96,1111.16,1098.89,1114.03,1126.77,1123.34,1121.85,1099.87,1116.92,1094.12,1106.53,1134.52,1121.10
2016년02월04일,1213.70,1090.45,1094.21,1100.36,1103.23,1109.74,1098.52,1112.12,1124.54,1120.97,1120.04,1097.88,1114.76,1092.02,1103.84,1134.38,1118.41
2016년02월05일,1213.25,1091.63,1094.93,1098.47,1100.65,1108.76,1098.25,1111.48,1120.69,1119.35,1118.98,1096.70,1113.63,1090.92,1103.03,1134.42,1119.51
2016년02월06일,1212.02,1089.86,1093.80,1096.36,1099.80,1107.63,1098.33,1109.49,1119.02,1116.24,1117.44,1095.51,1111.94,1089.23,1100.90,1134.84,1118.13
2016년02월07일,1211.61,1088.14,1094.91,1096.08,1099.05,1107.95,1096.80,1108.94,1117.94,1115.21,1116.64,1094.38,1110.01,1088.49,1099.28,1134.04,1117.10
2016년02월08일,1211.72,1087.84,1094.42,1096.64,1098.45,1107.77,1096.26,1108.67,1117.57,1114.38,1116.31,1093.95,1109.54,1087.65,1099.39,1134.41,1116.67
2016년02월09일,1211.78,1088.40,1093.55,1096.17,1097.67,1106.27,1094.79,1108.93,1116.05,1113.58,1115.74,1093.78,1108.68,1086.92,1099.50,1134.01,1116.67
