구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2017년03월25일,809.00,750.92,729.31,745.10,711.88,776.05,834.79,768.73,726.94,747.16,712.02,713.48,704.89,706.71,717.78,722.44,751.33
2017년03월26일,809.00,747.12,729.31,741.37,713.34,775.35,833.19,768.56,726.39,746.97,712.78,713.94,704.39,705.93,717.79,721.79,750.77
2017년03월27일,809.00,746.52,731.03,739.61,709.64,771.71,832.67,769.55,725.61,746.27,712.90,714.09,704.34,705.40,717.37,721.33,750.77
2017년03월28일,792.00,747.32,731.70,740.50,709.03,774.66,833.61,769.41,725.81,746.12,711.97,713.76,704.57,704.94,716.51,720.74,749.77
2017년03월29일,792.00,746.60,731.52,740.10,707.76,772.28,832.91,768.01,725.19,744.53,710.80,712.85,704.71,703.90,715.90,719.50,748.66
2017년03월30일,792.00,752.60,731.26,739.79,705.88,772.28,832.77,767.25,724.77,744.92,710.39,711.18,703.41,703.70,715.74,719.50,748.58
2017년03월31일,790.50,744.60,729.00,739.33,691.54,769.33,833.75,767.21,724.25,745.19,710.04,711.31,702.65,702.56,714.99,719.28,748.58
2017년04월01일,790.50,744.60,727.89,737.28,691.54,756.71,833.33,765.66,723.37,745.31,709.35,710.88,702.64,702.58,714.83,714.17,741.43
2017년04월02일,790.50,742.60,714.89,741.28,690.50,765.00,831.67,764.21,722.94,743.90,709.22,711.37,702.33,701.17,713.52,714.34,746.75
2017년04월03일,790.33,741.80,714.71,736.64,690.12,765.00,831.80,764.81,721.79,743.44,709.96,711.12,701.18,701.79,713.06,713.91,746.44
2017년04월04일,790.33,739.37,714.71,736.33,690.12,767.38,828.65,763.54,719.33,742.04,709.05,710.24,701.16,700.28,712.72,712.07,744.66
2017년04월05일,790.33,739.37,714.71,736.33,690.12,767.38,826.27,763.54,719.33,742.04,709.05,710.24,701.16,700.28,712.68,712.07,744.66
2017년04월06일,787.00,737.79,714.54,735.94,701.32,766.70,825.78,762.14,716.91,739.79,707.76,710.16,700.24,698.75,711.68,713.33,744.50
2017년04월07일,787.00,737.79,714.49,737.10,701.32,763.09,824.80,761.59,716.85,740.60,708.00,709.98,699.94,697.54,712.10,714.50,743.83
2017년04월08일,787.00,735.08,714.05,736.21,702.17,766.09,824.45,762.23,716.99,739.22,707.29,709.51,698.44,697.28,711.37,713.70,743.83
2017년04월09일,787.00,741.08,714.05,734.56,702.34,766.09,826.28,762.24,717.52,740.59,707.57,708.49,698.83,697.12,711.90,711.70,743.83
2017년04월10일,787.00,741.64,714.66,731.30,702.34,766.09,821.72,762.51,716.95,740.35,707.49,708.44,699.20,697.12,711.33,710.08,742.72
2017년04월11일,787.00,741.64,716.26,729.34,702.86,765.66,820.58,762.36,717.23,739.95,706.88,707.96,699.00,696.43,710.80,709.70,743.83
2017년04월12일,787.00,741.64,718.01,734.32,700.69,763.28,818.49,761.75,716.29,739.21,706.45,707.22,699.75,695.55,710.77,709.01,743.83
2017년04월13일,787.00,740.44,717.69,732.86,700.69,764.47,820.95,761.61,716.06,738.56,705.79,706.97,698.96,695.19,710.50,708.59,744.11
2017년04월14일,787.00,740.44,717.50,732.86,704.83,764.47,824.65,762.71,716.89,738.87,705.76,707.69,698.25,695.51,710.72,710.25,738.55
2017년04월15일,787.00,740.44,718.82,735.35,699.83,765.23,824.65,763.31,716.35,738.17,705.97,708.35,697.70,695.43,711.14,709.97,744.11
2017년04월16일,787.00,739.88,717.72,735.87,700.72,765.23,827.12,764.55,717.01,739.39,705.82,708.52,698.45,695.58,711.55,708.61,744.11
2017년04월17일,787.00,739.88,717.72,736.89,700.72,764.47,825.01,764.22,716.91,738.64,706.66,708.64,698.22,694.78,711.18,707.92,744.22
2017년04월18일,787.00,739.88,717.72,736.02,700.72,764.47,825.01,763.30,716.33,737.18,706.07,708.00,699.39,695.45,711.23,707.66,743.00
2017년04월19일,787.00,739.88,714.54,736.68,700.56,766.19,824.73,763.32,716.45,736.79,705.55,708.69,699.16,694.47,710.36,708.57,743.00
2017년04월20일,787.00,739.88,714.54,736.68,700.56,766.19,824.73,763.32,716.45,736.79,705.55,708.69,699.16,694.47,710.36,708.57,743.00
2017년04월21일,787.00,737.73,714.71,739.86,700.95,766.19,825.43,763.84,716.67,737.64,704.44,707.26,698.64,694.25,709.59,708.07,742.58
2017년04월22일,787.00,738.88,721.45,740.10,700.95,772.04,824.73,763.42,717.62,738.46,705.64,707.91,699.10,693.90,710.98,706.81,741.88
2017년04월23일,787.00,738.88,721.60,741.35,701.30,772.04,824.73,762.65,717.34,737.83,705.89,707.77,697.07,693.46,710.56,707.12,743.83
2017년04월24일,787.00,738.73,721.15,741.35,701.30,772.04,824.37,762.32,716.01,737.93,706.86,707.61,697.75,694.00,710.31,706.30,743.83
2017년04월25일,787.00,737.96,721.15,740.89,701.30,772.04,824.37,762.06,715.56,738.80,705.86,707.01,698.48,694.62,709.49,706.23,743.83
2017년04월26일,787.00,733.73,721.35,740.89,697.43,766.47,822.40,762.21,714.94,738.24,706.42,706.24,698.65,694.80,709.71,706.97,744.05
2017년04월27일,787.00,733.73,721.26,740.63,703.52,765.09,822.40,763.00,714.04,738.21,705.81,705.43,697.26,694.27,709.83,706.71,742.47
2017년04월28일,790.50,732.57,721.26,737.84,706.04,765.09,823.37,762.21,714.20,738.89,705.38,705.84,698.15,694.79,709.64,706.53,744.05
2017년04월29일,790.50,732.57,722.91,736.44,705.36,765.09,821.94,762.04,714.48,738.11,705.40,705.43,697.32,694.62,709.62,706.63,744.05
2017년04월30일,790.50,732.57,722.91,736.44,705.36,761.68,823.27,762.33,714.49,737.73,706.00,706.39,697.41,694.62,709.90,705.86,743.72
2017년05월01일,790.50,734.68,720.44,737.21,705.36,758.34,822.55,762.63,715.64,738.83,705.68,706.78,697.51,694.44,709.82,705.82,743.72
2017년05월02일,783.66,740.28,720.44,737.13,705.36,766.90,822.80,763.60,715.98,738.15,704.96,706.80,696.82,693.96,709.30,705.93,746.88
2017년05월03일,802.75,734.68,719.47,736.60,708.88,762.36,822.80,762.98,714.55,737.30,705.03,706.91,696.67,694.19,709.60,705.50,746.88
2017년05월04일,802.75,734.68,720.86,736.05,708.88,766.09,818.49,763.27,714.73,737.71,704.67,706.07,697.30,694.27,709.85,704.44,746.88
2017년05월05일,802.75,734.68,719.66,735.23,704.84,766.09,822.80,762.87,715.35,737.23,705.16,706.64,696.30,694.05,708.94,704.11,746.88
2017년05월06일,802.75,734.68,719.66,734.65,709.38,766.09,822.80,762.67,715.28,736.94,703.90,706.01,696.84,694.07,709.39,704.11,746.88
2017년05월07일,802.75,734.68,714.32,734.65,709.38,764.22,824.73,762.80,716.35,736.73,704.30,705.94,696.59,693.58,709.57,704.11,746.88
2017년05월08일,802.75,740.28,714.32,734.65,711.76,760.63,825.43,762.88,715.71,738.09,703.94,705.43,696.70,693.67,708.95,702.61,741.00
2017년05월09일,802.75,740.28,714.16,735.21,701.24,760.63,824.73,762.04,715.38,737.15,703.85,705.44,696.91,693.11,708.81,705.52,741.00
2017년05월10일,802.75,740.92,714.16,733.97,708.84,759.90,824.73,761.47,714.35,737.48,704.39,704.93,696.99,692.97,708.22,705.15,741.00
2017년05월11일,802.75,740.52,717.18,728.53,706.96,754.42,825.01,761.21,714.43,737.88,703.70,705.71,696.36,692.34,708.59,705.32,736.50
2017년05월12일,800.25,740.92,714.77,729.10,706.57,746.55,825.29,758.72,714.34,737.71,703.63,704.86,696.35,692.14,708.02,703.56,738.16
2017년05월13일,780.33,740.92,722.00,725.71,702.84,746.40,825.29,757.82,713.29,736.95,703.94,704.60,696.58,692.01,707.90,698.82,738.16
2017년05월14일,783.33,740.92,721.13,725.48,702.44,746.40,824.59,757.83,713.34,737.66,703.44,704.49,696.34,691.34,706.63,698.05,738.17
2017년05월15일,783.33,740.92,722.21,724.43,702.95,751.40,823.60,758.12,712.47,737.42,703.64,704.05,696.68,691.91,706.68,697.55,738.27
2017년05월16일,789.33,738.96,722.79,725.20,702.24,753.66,820.22,757.57,712.26,736.42,703.63,704.19,695.52,691.48,706.94,696.37,738.27
2017년05월17일,789.33,738.96,722.63,723.74,703.84,753.66,820.25,756.80,711.07,735.80,703.72,704.22,694.60,691.58,706.20,695.14,738.27
2017년05월18일,789.33,738.96,721.36,719.51,703.36,753.66,817.91,756.82,710.52,734.81,703.62,703.86,695.26,691.52,705.43,694.96,737.77
2017년05월19일,789.33,739.34,721.36,716.91,703.84,753.66,817.08,757.13,710.68,733.84,703.41,704.50,695.04,691.28,704.62,692.11,737.77
2017년05월20일,804.50,739.34,718.06,716.46,703.84,758.42,820.22,756.35,712.12,733.55,702.76,703.92,694.76,691.03,705.44,692.79,738.72
2017년05월21일,804.50,733.57,717.58,716.36,703.84,766.45,819.51,756.18,712.15,734.47,702.72,703.83,694.44,690.54,705.75,691.88,738.72
2017년05월22일,804.50,733.57,717.15,717.23,702.32,761.90,823.46,756.28,712.22,733.47,703.18,703.01,693.69,690.45,705.80,691.65,738.72
2017년05월23일,804.50,739.26,717.15,715.76,702.32,770.73,823.18,756.25,712.90,732.53,701.94,702.58,692.95,689.92,705.23,691.78,738.72
2017년05월24일,804.50,739.34,710.70,716.15,698.25,770.91,823.32,756.50,712.34,732.34,701.17,702.59,693.41,689.62,705.37,689.26,738.72
2017년05월25일,802.25,739.34,710.01,717.44,696.33,770.91,822.61,756.20,712.02,734.07,701.06,701.28,692.91,689.02,704.90,688.14,741.50
2017년05월26일,802.25,739.34,713.55,717.10,696.00,770.52,822.33,755.78,711.97,733.73,701.18,702.16,691.41,689.37,705.33,686.74,738.72
2017년05월27일,802.25,739.34,714.93,716.05,695.73,770.52,822.72,756.06,711.28,733.47,701.10,701.80,692.06,689.14,705.57,686.35,738.72
2017년05월28일,802.25,739.34,715.00,717.42,696.48,770.52,822.72,756.44,710.96,733.43,701.02,702.53,692.55,688.88,705.21,686.63,749.84
2017년05월29일,802.25,739.34,715.00,717.08,696.48,770.52,822.72,755.87,710.53,733.50,700.50,702.18,692.55,688.66,705.10,685.85,749.84
2017년05월30일,802.25,739.34,715.00,717.08,696.48,770.52,823.04,755.99,709.82,733.19,700.75,702.23,692.67,688.42,704.99,684.45,749.84
2017년05월31일,783.00,739.34,715.00,715.91,696.48,770.52,822.41,756.08,709.49,733.04,700.61,702.36,692.27,688.77,705.37,684.62,749.84
2017년06월01일,783.00,739.34,713.55,715.91,696.48,763.50,817.92,755.33,709.13,732.65,700.20,702.20,692.57,688.68,704.45,684.40,753.61
2017년06월02일,786.33,735.08,712.28,715.51,702.51,756.90,822.19,754.64,710.23,733.49,699.23,701.28,691.98,687.89,703.11,685.97,749.84
2017년06월03일,786.33,735.08,712.28,716.88,702.51,756.90,822.19,754.42,710.46,732.97,698.34,701.16,691.51,687.94,702.39,685.97,749.84
2017년06월04일,786.33,735.08,712.84,716.88,702.51,756.90,819.94,754.00,710.66,732.96,698.01,701.12,691.51,687.32,701.93,686.68,749.84
2017년06월05일,786.33,735.08,706.42,716.88,699.53,756.90,818.78,754.23,708.51,733.08,696.80,701.25,690.61,687.17,701.41,684.78,749.84
2017년06월06일,786.33,735.08,706.42,716.88,699.53,756.90,818.78,754.23,708.51,733.08,696.80,701.25,690.53,687.17,701.41,684.78,749.84
2017년06월07일,725.00,735.88,710.74,716.00,699.12,746.73,821.37,752.83,709.39,731.82,697.46,700.53,689.42,684.81,701.77,683.28,738.72
2017년06월08일,725.00,739.11,710.78,716.25,700.30,749.25,820.37,752.30,709.05,731.39,696.98,699.65,689.26,685.15,701.30,683.37,741.50
2017년06월09일,725.00,739.11,709.94,719.00,704.32,749.25,815.23,751.19,708.81,732.39,697.10,699.88,691.50,685.02,701.64,682.60,741.50
2017년06월10일,783.66,739.11,708.22,715.69,699.04,753.09,815.66,751.07,708.71,731.51,697.27,699.21,691.15,684.74,701.98,682.99,735.94
2017년06월11일,783.66,738.73,707.36,714.38,696.91,753.09,815.07,749.46,708.76,731.24,696.96,699.27,690.82,684.41,701.74,679.92,735.94
2017년06월12일,783.66,738.73,707.36,711.97,694.60,762.04,815.91,749.74,709.71,730.76,696.60,699.22,692.05,683.80,699.63,678.24,735.88
2017년06월13일,783.66,738.73,704.18,714.12,688.25,762.04,813.26,749.88,709.70,729.97,695.26,699.01,691.55,683.20,699.35,676.94,735.94
2017년06월14일,783.66,739.92,702.45,713.74,687.45,762.04,812.42,749.92,710.10,729.58,695.49,698.02,690.20,683.58,698.75,676.06,734.44
2017년06월15일,783.66,739.92,701.03,713.74,687.45,762.04,811.20,748.50,708.91,728.71,695.60,700.03,690.46,683.53,698.71,676.00,733.66
2017년06월16일,783.66,739.92,701.03,713.74,687.45,762.04,811.20,748.50,708.91,728.71,695.60,699.91,690.43,683.42,698.71,676.00,733.66
2017년06월17일,780.33,736.46,699.54,706.65,686.80,758.54,808.65,746.20,707.85,727.83,693.53,697.76,688.03,681.57,696.88,676.16,731.44
2017년06월18일,780.33,735.69,700.32,706.15,686.80,755.38,807.92,747.19,707.17,727.53,693.51,697.31,687.52,681.24,697.03,675.49,733.66
2017년06월19일,780.33,737.61,697.44,700.29,686.80,758.50,807.49,746.90,705.14,727.91,693.89,696.88,686.10,680.49,697.02,675.25,733.66
2017년06월20일,780.33,736.46,698.05,704.24,686.88,747.05,811.50,745.83,705.67,726.08,693.34,696.05,684.06,679.58,695.05,673.50,733.66
2017년06월21일,780.33,735.69,697.22,708.16,678.88,749.15,809.77,746.15,704.54,725.74,692.43,695.30,683.63,678.71,695.44,670.97,733.66
2017년06월22일,780.33,735.19,694.89,710.44,689.30,745.66,810.24,745.47,705.57,723.82,691.53,694.63,682.56,678.37,695.41,668.44,730.88
2017년06월23일,780.33,733.76,697.56,704.83,691.68,748.54,810.37,745.19,704.91,723.89,691.19,692.65,681.74,677.39,695.04,669.25,730.88
2017년06월24일,780.33,736.07,696.55,706.13,693.00,747.18,810.37,744.36,703.35,722.23,690.00,692.47,680.90,676.78,693.60,668.93,727.22
2017년06월25일,720.00,733.76,690.01,700.02,691.00,747.18,809.68,743.08,702.51,723.27,689.28,691.70,681.63,675.88,693.99,666.89,729.44
2017년06월26일,720.00,733.76,692.16,700.02,691.08,747.18,807.94,742.20,701.83,722.46,689.86,691.82,681.04,675.63,692.98,666.16,727.22
2017년06월27일,715.00,733.76,696.70,700.57,687.91,746.72,806.62,741.58,700.96,720.94,688.40,692.02,680.32,675.64,692.00,665.06,727.22
2017년06월28일,786.66,733.76,698.72,700.68,692.58,746.72,804.84,740.11,701.50,720.26,687.66,689.32,678.72,674.20,689.93,665.32,727.22
2017년06월29일,777.00,733.76,698.10,699.91,691.83,746.72,803.73,740.29,699.63,720.12,685.38,690.02,679.44,674.04,689.49,662.72,740.05
2017년06월30일,777.00,733.76,697.15,698.11,689.75,746.72,805.28,739.35,699.67,719.11,685.42,688.26,679.10,673.42,687.49,662.69,740.05
2017년07월01일,777.00,733.76,696.55,698.05,686.16,745.90,803.20,738.91,697.80,718.72,683.96,686.36,677.83,672.42,685.89,664.13,740.05
2017년07월02일,777.00,733.76,694.86,693.00,684.96,745.90,802.62,738.51,696.90,719.46,683.45,686.63,676.82,671.30,685.10,664.36,737.57
2017년07월03일,777.00,733.76,694.86,693.03,684.96,743.47,801.91,738.30,696.61,719.91,682.69,686.49,676.99,670.94,684.89,663.40,737.57
2017년07월04일,777.00,738.32,693.05,691.55,677.13,743.47,801.85,737.36,695.28,718.51,681.98,685.44,675.80,669.62,684.62,663.65,737.57
2017년07월05일,777.00,737.76,693.05,695.40,676.16,743.47,801.11,736.18,695.02,719.02,681.28,683.20,673.38,668.38,684.51,663.16,734.94
2017년07월06일,777.00,737.76,688.98,696.21,683.76,746.47,801.45,736.42,693.79,718.68,681.31,681.64,674.24,668.57,684.00,663.48,722.50
2017년07월07일,777.00,736.56,684.70,696.67,685.23,742.80,800.90,736.55,694.74,717.13,681.40,682.51,672.92,667.39,683.94,663.50,720.88
2017년07월08일,777.00,736.56,684.70,695.39,679.00,741.28,800.63,737.07,693.65,717.16,680.77,683.12,672.39,666.62,683.59,663.02,720.88
2017년07월09일,715.00,736.56,684.70,695.39,680.19,736.52,800.59,736.78,693.64,716.29,681.03,683.19,671.40,666.38,683.37,665.36,720.88
2017년07월10일,715.00,736.56,685.03,701.15,680.19,736.52,801.33,736.42,693.12,716.89,680.29,682.60,672.02,665.45,683.49,665.24,720.88
2017년07월11일,715.00,736.56,685.03,701.15,680.19,731.50,798.91,735.21,692.91,716.48,679.29,681.39,671.46,665.14,682.68,665.46,719.82
2017년07월12일,715.00,739.12,684.52,701.15,679.50,731.50,797.53,736.52,692.98,716.05,679.10,680.52,671.19,664.33,681.76,670.51,719.82
2017년07월13일,715.00,736.32,681.76,703.38,679.50,734.35,797.53,735.07,692.37,715.13,679.26,680.93,669.90,664.59,681.72,673.71,724.27
2017년07월14일,777.00,736.32,681.73,703.89,681.07,752.22,796.54,736.09,692.69,715.32,679.53,680.41,669.55,664.00,681.32,675.22,723.77
2017년07월15일,777.00,734.15,680.28,703.89,674.91,752.22,796.54,736.12,690.99,714.75,678.53,680.03,668.63,664.39,681.00,675.78,720.44
2017년07월16일,777.00,734.15,682.03,705.07,681.16,747.68,796.97,735.25,690.07,714.86,678.57,680.70,668.39,663.84,681.57,677.03,717.66
2017년07월17일,777.00,734.15,680.28,705.07,681.16,747.68,796.97,735.71,688.94,714.45,677.97,680.77,668.12,663.80,681.38,678.48,723.22
2017년07월18일,777.00,734.15,679.32,705.07,686.46,747.68,794.92,735.63,688.08,715.02,678.44,679.22,667.22,663.89,680.75,678.87,723.22
2017년07월19일,777.00,734.15,679.48,703.31,685.52,747.68,794.07,734.98,687.93,714.56,676.87,678.59,667.89,664.22,681.08,678.80,723.22
2017년07월20일,779.00,734.15,678.62,705.17,685.52,747.68,794.07,735.22,687.86,714.58,677.36,679.07,666.58,664.50,681.21,678.54,720.38
2017년07월21일,779.00,734.15,680.67,704.73,685.52,747.68,794.07,736.44,687.43,713.44,676.41,679.08,666.19,663.94,681.15,678.04,720.38
2017년07월22일,828.50,734.15,681.98,704.47,685.52,748.59,793.50,735.98,687.51,713.47,675.23,678.16,666.63,663.64,680.91,677.90,719.33
2017년07월23일,828.50,734.15,681.98,705.84,689.00,749.65,791.35,735.59,687.97,712.84,675.25,678.38,665.90,663.78,681.28,677.54,721.00
2017년07월24일,828.50,734.15,682.01,705.84,689.00,741.68,792.50,734.51,686.79,712.79,674.88,678.70,665.63,663.71,681.16,677.52,721.00
2017년07월25일,779.00,736.32,682.01,705.18,689.00,737.14,790.50,734.15,685.51,712.21,675.47,678.67,666.26,663.72,681.49,677.60,721.00
2017년07월26일,779.00,736.32,681.00,707.66,684.20,737.14,791.90,735.44,686.04,712.45,674.86,677.91,666.20,663.51,680.46,676.75,721.00
2017년07월27일,779.00,736.32,681.15,707.27,683.40,737.14,790.35,734.74,685.89,713.17,675.79,678.33,666.14,662.50,680.53,676.64,721.00
2017년07월28일,779.00,734.64,679.56,707.56,684.16,732.38,793.30,734.47,686.90,712.24,675.88,677.66,665.30,662.67,680.48,678.69,721.00
2017년07월29일,779.00,736.64,679.56,707.13,684.16,741.52,793.16,733.88,687.07,712.97,676.26,677.01,665.27,662.37,680.62,677.61,721.00
2017년07월30일,779.00,736.64,676.47,707.13,684.16,736.76,791.32,733.27,686.88,714.45,676.16,677.35,665.15,662.85,680.99,678.22,716.35
2017년07월31일,779.00,736.64,674.26,703.60,684.16,736.76,792.02,733.96,688.32,713.60,676.41,677.71,664.89,662.80,680.91,678.22,716.35
2017년08월01일,779.00,736.64,673.00,702.81,684.16,736.76,792.02,733.03,688.03,713.69,676.76,677.71,663.84,662.50,681.08,678.22,716.35
2017년08월02일,779.00,734.83,673.00,702.81,679.13,730.26,791.20,732.85,688.10,713.38,676.57,677.72,663.09,661.53,680.97,678.22,716.35
2017년08월03일,779.00,734.83,673.00,698.72,679.13,730.26,790.34,733.31,688.43,713.73,676.22,678.06,663.09,661.66,679.95,678.22,712.06
2017년08월04일,779.00,732.00,673.00,701.02,679.13,730.26,790.34,731.86,688.19,713.76,675.79,676.86,662.36,661.06,679.77,677.73,712.06
2017년08월05일,779.00,730.28,669.66,701.02,678.18,732.50,788.73,730.46,687.83,713.28,673.64,676.05,661.60,660.00,678.77,678.21,712.06
2017년08월06일,779.00,726.30,668.86,690.81,681.42,732.50,788.67,729.75,687.34,711.52,672.18,675.63,661.28,659.02,677.67,675.73,706.20
2017년08월07일,718.00,737.36,671.52,711.61,686.04,742.63,787.86,732.78,686.47,714.19,675.43,680.72,660.96,662.68,681.47,680.50,719.72
2017년08월08일,779.00,737.36,672.22,708.70,681.08,746.30,792.27,734.63,687.23,714.17,676.58,679.99,660.19,663.37,681.75,682.16,719.72
2017년08월09일,790.33,738.40,672.59,708.33,675.68,746.30,793.84,735.54,687.93,714.37,675.84,681.91,664.57,663.52,681.19,695.14,720.77
2017년08월10일,790.33,738.40,672.75,711.40,680.54,747.26,795.42,737.67,687.02,716.27,675.00,681.59,665.22,664.31,681.50,706.56,722.50
2017년08월11일,790.33,738.80,675.07,711.40,681.79,747.65,795.22,739.43,688.91,716.63,675.36,682.57,664.61,665.06,682.88,711.71,723.27
2017년08월12일,790.33,738.80,674.12,711.07,682.20,747.65,795.22,740.01,689.44,716.75,677.00,682.52,665.97,664.92,683.20,710.72,724.83
2017년08월13일,790.33,738.80,677.26,711.60,682.20,748.47,795.22,740.48,689.64,717.23,678.20,683.66,666.06,665.12,683.73,710.75,724.83
2017년08월14일,790.33,738.80,681.22,712.13,686.92,748.47,795.78,740.49,689.62,717.86,679.37,684.25,666.45,665.80,683.45,710.20,725.94
2017년08월15일,790.33,738.80,682.31,712.20,686.12,747.04,796.21,740.69,690.29,717.48,680.63,683.36,666.76,665.36,682.62,710.81,725.94
2017년08월16일,790.33,738.80,682.66,712.71,688.04,745.42,795.87,740.37,690.56,717.09,680.65,681.87,666.75,665.18,683.90,710.30,725.38
2017년08월17일,790.33,737.79,684.55,712.71,690.88,745.28,797.05,740.61,688.97,716.73,680.07,682.07,666.09,665.44,684.52,709.95,725.38
2017년08월18일,790.33,740.24,682.47,714.27,690.88,745.28,797.61,741.57,689.96,717.28,681.00,682.87,666.78,665.65,685.12,709.85,723.58
2017년08월19일,784.66,740.24,684.46,715.28,690.88,745.28,797.94,741.00,690.65,717.19,680.84,682.78,666.34,666.48,685.21,709.68,723.58
2017년08월20일,784.66,741.04,683.33,715.17,694.12,749.13,799.47,741.27,690.50,717.11,680.00,683.53,667.05,666.18,685.05,709.07,720.64
2017년08월21일,784.66,741.04,680.98,715.17,694.12,749.13,798.87,741.48,689.87,718.28,680.04,682.96,666.44,666.04,685.75,708.50,720.64
2017년08월22일,784.66,741.04,681.14,716.89,695.64,749.13,798.87,742.20,689.94,718.00,680.48,683.06,666.62,666.59,685.21,707.31,720.64
2017년08월23일,784.66,743.04,681.98,716.73,694.48,744.95,799.15,742.04,690.85,718.67,680.36,683.88,667.92,666.27,686.94,709.13,720.64
2017년08월24일,784.66,743.04,682.87,716.60,697.68,744.95,796.32,742.14,690.92,719.08,680.36,684.13,669.40,667.73,687.40,708.71,724.64
2017년08월25일,784.66,743.56,683.03,717.20,697.68,750.18,797.02,742.24,691.06,717.91,681.12,683.45,669.05,668.19,686.92,708.68,723.58
2017년08월26일,784.66,743.56,683.71,716.94,691.17,750.18,797.02,743.11,691.13,718.83,681.07,684.49,668.44,667.98,688.12,708.71,723.58
2017년08월27일,784.66,743.56,678.98,718.17,689.86,747.95,797.73,743.64,692.51,718.82,680.67,684.53,669.34,669.43,689.00,709.80,723.94
2017년08월28일,784.66,743.56,684.53,718.17,691.17,750.18,798.01,744.08,692.02,719.16,681.25,684.58,669.46,669.33,688.53,710.48,724.52
2017년08월29일,784.66,742.04,685.03,719.23,691.95,750.59,797.34,745.20,692.04,718.90,681.03,685.44,669.41,670.29,688.35,710.42,725.64
2017년08월30일,784.66,742.04,685.60,719.36,693.52,754.57,798.91,744.96,692.02,719.09,681.51,686.46,669.02,671.02,688.93,710.06,723.94
2017년08월31일,784.66,742.04,687.96,719.39,693.37,754.09,798.91,745.65,692.15,720.10,682.04,686.73,669.61,671.13,688.80,709.77,723.94
2017년09월01일,784.66,743.56,688.30,718.17,694.84,758.86,799.84,746.36,691.95,720.27,682.88,685.93,669.11,671.43,690.32,709.84,723.94
2017년09월02일,784.66,743.56,689.21,718.17,694.84,758.86,801.22,746.51,693.19,721.68,684.20,687.03,670.99,671.93,691.14,709.90,724.47
2017년09월03일,784.66,743.56,688.67,718.44,694.84,763.75,803.32,747.47,693.97,722.33,683.91,687.62,671.59,672.90,691.64,710.22,724.41
2017년09월04일,784.66,740.37,691.53,718.81,695.20,767.91,804.02,748.10,694.76,722.31,683.77,688.62,671.66,673.32,691.93,710.47,725.00
2017년09월05일,784.66,740.37,692.25,718.33,695.20,763.75,803.32,748.57,694.16,722.36,684.40,688.94,671.85,673.47,692.00,710.50,718.05
2017년09월06일,784.66,742.87,690.28,718.33,690.38,767.91,804.30,749.13,694.43,722.72,685.71,690.23,672.31,673.92,692.49,711.77,719.72
2017년09월07일,784.66,745.16,690.28,718.43,692.38,766.65,806.05,748.64,695.85,723.30,685.97,690.07,672.15,674.42,692.62,712.21,720.88
2017년09월08일,784.66,745.16,691.89,721.71,692.38,767.04,805.77,749.03,696.76,723.04,686.50,690.98,673.32,674.53,692.31,713.00,720.88
2017년09월09일,788.00,745.16,692.76,727.23,692.38,767.04,806.37,748.95,696.89,722.87,687.06,691.02,673.10,675.53,693.49,715.72,718.11
2017년09월10일,788.00,745.16,691.21,727.52,692.38,764.22,806.14,750.49,698.07,722.88,686.97,691.09,673.50,675.44,694.02,717.33,718.11
2017년09월11일,788.00,745.16,695.56,724.89,692.58,760.61,804.45,751.48,697.98,723.58,687.36,691.36,673.61,675.88,694.33,716.27,718.11
2017년09월12일,788.00,745.16,697.01,723.58,698.75,760.61,806.33,751.39,698.86,724.13,687.15,691.37,674.21,677.13,694.77,716.74,721.36
2017년09월13일,793.66,747.72,698.59,725.17,703.52,764.52,804.45,752.36,699.32,725.19,687.33,692.58,675.02,678.37,695.45,718.13,723.63
2017년09월14일,793.66,747.72,699.15,727.26,703.92,755.26,805.57,753.88,700.04,726.01,688.66,693.23,676.56,679.18,695.63,719.88,723.57
2017년09월15일,793.66,751.32,699.33,728.95,704.32,756.94,804.22,753.74,699.71,725.72,690.66,694.15,677.26,679.52,695.82,721.38,726.21
2017년09월16일,783.66,755.12,700.21,730.60,705.34,766.57,804.94,753.85,700.66,726.59,690.10,693.88,677.54,680.66,696.12,721.30,726.21
2017년09월17일,783.66,752.32,701.96,730.60,701.75,761.80,805.48,755.49,701.69,726.85,691.45,695.70,678.02,681.40,697.69,722.11,726.73
2017년09월18일,783.66,751.52,701.96,730.84,704.04,761.80,807.38,755.78,702.58,727.19,692.92,695.92,678.24,682.40,697.67,722.40,726.73
2017년09월19일,725.00,751.52,701.96,730.84,699.86,761.80,807.38,755.69,702.38,727.51,692.78,696.20,678.24,682.11,697.46,722.40,726.73
2017년09월20일,725.00,751.52,704.31,730.35,702.54,762.19,810.19,756.70,702.67,729.38,694.75,696.93,679.63,683.05,697.56,721.86,726.68
2017년09월21일,725.00,748.72,702.91,727.07,703.79,759.80,811.52,757.75,703.75,730.10,694.29,698.52,681.06,684.24,697.88,721.00,727.57
2017년09월22일,783.66,749.72,704.63,732.34,705.87,774.13,811.40,758.63,704.52,731.30,693.94,699.75,681.61,685.59,698.54,720.34,727.57
2017년09월23일,783.66,748.45,702.62,733.05,701.70,776.68,810.61,759.66,704.02,732.14,696.89,701.95,680.57,686.19,700.66,719.93,728.78
