,날짜,지역,품명,가격
198,2013-12-18,광주,가을,4000.0
199,2013-12-18,대전,가을,4500.0
200,2013-12-19,서울,가을,4500.0
201,2013-12-19,부산,가을,4500.0
202,2013-12-19,대구,가을,4500.0
203,2013-12-19,광주,가을,4000.0
204,2013-12-19,대전,가을,4500.0
205,2013-12-20,서울,가을,4500.0
206,2013-12-20,부산,가을,4500.0
207,2013-12-20,대구,가을,4500.0
208,2013-12-20,광주,가을,4000.0
209,2013-12-20,대전,가을,4500.0
210,2013-12-23,서울,가을,4500.0
211,2013-12-23,부산,가을,4500.0
212,2013-12-23,대구,가을,4500.0
213,2013-12-23,광주,가을,4000.0
214,2013-12-23,대전,가을,4500.0
215,2013-12-24,서울,가을,4500.0
216,2013-12-24,부산,가을,4500.0
217,2013-12-24,대구,가을,4500.0
218,2013-12-24,광주,가을,4000.0
219,2013-12-24,대전,가을,4500.0
220,2013-12-26,서울,가을,4500.0
221,2013-12-26,부산,가을,4500.0
222,2013-12-26,대구,가을,4500.0
223,2013-12-26,광주,가을,4000.0
224,2013-12-26,대전,가을,4500.0
225,2013-12-27,서울,가을,4500.0
226,2013-12-27,부산,가을,4500.0
227,2013-12-27,대구,가을,4500.0
228,2013-12-27,광주,가을,4000.0
229,2013-12-27,대전,가을,4500.0
230,2013-12-30,서울,가을,4500.0
231,2013-12-30,부산,가을,4500.0
232,2013-12-30,대구,가을,4500.0
233,2013-12-30,광주,가을,4000.0
234,2013-12-30,대전,가을,4500.0
235,2013-12-31,서울,가을,4500.0
236,2013-12-31,부산,가을,4500.0
237,2013-12-31,대구,가을,4500.0
238,2013-12-31,광주,가을,4000.0
239,2013-12-31,대전,가을,5500.0
240,2014-01-02,서울,가을,4500.0
241,2014-01-02,부산,가을,4500.0
242,2014-01-02,대구,가을,4500.0
243,2014-01-02,광주,가을,4000.0
244,2014-01-02,대전,가을,5500.0
245,2014-01-03,서울,가을,4500.0
246,2014-01-03,부산,가을,4500.0
247,2014-01-03,대구,가을,4500.0
248,2014-01-03,광주,가을,4000.0
249,2014-01-03,대전,가을,5000.0
250,2014-01-06,서울,가을,4500.0
251,2014-01-06,부산,가을,4500.0
252,2014-01-06,대구,가을,4500.0
253,2014-01-06,광주,가을,4000.0
254,2014-01-06,대전,가을,5000.0
255,2014-01-07,서울,가을,4500.0
256,2014-01-07,부산,가을,4500.0
257,2014-01-07,대구,가을,4500.0
258,2014-01-07,광주,가을,4000.0
259,2014-01-07,대전,가을,5000.0
260,2014-01-08,서울,가을,4500.0
261,2014-01-08,부산,가을,4500.0
262,2014-01-08,대구,가을,4500.0
263,2014-01-08,광주,가을,4000.0
264,2014-01-08,대전,가을,5000.0
265,2014-01-09,서울,가을,4500.0
266,2014-01-09,부산,가을,4500.0
267,2014-01-09,대구,가을,4500.0
268,2014-01-09,광주,가을,4000.0
269,2014-01-09,대전,가을,5000.0
270,2014-01-10,서울,가을,4500.0
271,2014-01-10,부산,가을,4500.0
272,2014-01-10,대구,가을,4500.0
273,2014-01-10,광주,가을,4000.0
274,2014-01-10,대전,가을,5000.0
275,2014-10-29,서울,가을,5000.0
276,2014-10-29,부산,가을,4000.0
277,2014-10-29,대구,가을,5000.0
278,2014-10-29,광주,가을,3000.0
279,2014-10-29,대전,가을,4000.0
280,2014-10-30,서울,가을,4800.0
281,2014-10-30,부산,가을,4000.0
282,2014-10-30,대구,가을,5000.0
283,2014-10-30,광주,가을,3000.0
284,2014-10-30,대전,가을,4000.0
285,2014-10-31,서울,가을,4800.0
286,2014-10-31,부산,가을,4000.0
287,2014-10-31,대구,가을,5000.0
288,2014-10-31,광주,가을,3000.0
289,2014-10-31,대전,가을,4000.0
290,2014-11-03,서울,가을,4500.0
291,2014-11-03,부산,가을,4000.0
292,2014-11-03,대구,가을,5000.0
293,2014-11-03,광주,가을,3500.0
294,2014-11-03,대전,가을,4000.0
295,2014-11-04,서울,가을,4500.0
296,2014-11-04,부산,가을,4000.0
297,2014-11-04,대구,가을,5000.0
298,2014-11-04,광주,가을,3500.0
299,2014-11-04,대전,가을,4000.0
300,2014-11-05,서울,가을,4500.0
301,2014-11-05,부산,가을,4000.0
302,2014-11-05,대구,가을,5000.0
303,2014-11-05,광주,가을,3500.0
304,2014-11-05,대전,가을,4000.0
305,2014-11-06,서울,가을,4500.0
306,2014-11-06,부산,가을,4000.0
307,2014-11-06,대구,가을,5000.0
308,2014-11-06,광주,가을,3500.0
309,2014-11-06,대전,가을,4000.0
310,2014-11-07,서울,가을,4500.0
311,2014-11-07,부산,가을,4000.0
312,2014-11-07,대구,가을,5000.0
313,2014-11-07,광주,가을,3500.0
314,2014-11-07,대전,가을,4000.0
315,2014-11-10,서울,가을,4500.0
316,2014-11-10,부산,가을,4000.0
317,2014-11-10,대구,가을,5000.0
318,2014-11-10,광주,가을,3500.0
319,2014-11-10,대전,가을,4000.0
320,2014-11-11,서울,가을,4500.0
321,2014-11-11,부산,가을,4000.0
322,2014-11-11,대구,가을,5000.0
323,2014-11-11,광주,가을,3500.0
324,2014-11-11,대전,가을,4000.0
325,2014-11-12,서울,가을,4500.0
326,2014-11-12,부산,가을,4000.0
327,2014-11-12,대구,가을,5000.0
328,2014-11-12,광주,가을,3500.0
329,2014-11-12,대전,가을,4000.0
330,2014-11-13,서울,가을,4500.0
331,2014-11-13,부산,가을,4000.0
332,2014-11-13,대구,가을,5000.0
333,2014-11-13,광주,가을,3500.0
334,2014-11-13,대전,가을,4000.0
335,2014-11-14,서울,가을,4500.0
336,2014-11-14,부산,가을,4000.0
337,2014-11-14,대구,가을,5000.0
338,2014-11-14,광주,가을,4000.0
339,2014-11-14,대전,가을,4000.0
340,2014-11-17,서울,가을,4500.0
341,2014-11-17,부산,가을,4000.0
342,2014-11-17,대구,가을,5000.0
343,2014-11-17,광주,가을,4000.0
344,2014-11-17,대전,가을,4000.0
345,2014-11-18,서울,가을,4500.0
346,2014-11-18,부산,가을,4000.0
347,2014-11-18,대구,가을,5000.0
348,2014-11-18,광주,가을,4000.0
349,2014-11-18,대전,가을,4000.0
350,2014-11-19,서울,가을,4500.0
351,2014-11-19,부산,가을,4000.0
352,2014-11-19,대구,가을,5000.0
353,2014-11-19,광주,가을,4000.0
354,2014-11-19,대전,가을,4000.0
355,2014-11-20,서울,가을,4300.0
356,2014-11-20,부산,가을,4000.0
357,2014-11-20,대구,가을,5000.0
358,2014-11-20,광주,가을,4000.0
359,2014-11-20,대전,가을,4000.0
360,2014-11-21,서울,가을,4300.0
361,2014-11-21,부산,가을,4000.0
362,2014-11-21,대구,가을,5000.0
363,2014-11-21,광주,가을,4000.0
364,2014-11-21,대전,가을,4000.0
365,2014-11-24,서울,가을,4300.0
366,2014-11-24,부산,가을,4000.0
367,2014-11-24,대구,가을,5000.0
368,2014-11-24,광주,가을,4000.0
369,2014-11-24,대전,가을,4000.0
370,2014-11-25,서울,가을,4300.0
371,2014-11-25,부산,가을,4000.0
372,2014-11-25,대구,가을,4000.0
373,2014-11-25,광주,가을,4000.0
374,2014-11-25,대전,가을,4000.0
375,2014-11-26,서울,가을,4000.0
376,2014-11-26,부산,가을,4000.0
377,2014-11-26,대구,가을,4000.0
378,2014-11-26,광주,가을,4000.0
379,2014-11-26,대전,가을,4000.0
380,2014-11-27,서울,가을,4000.0
381,2014-11-27,부산,가을,4000.0
382,2014-11-27,대구,가을,4000.0
383,2014-11-27,광주,가을,3500.0
384,2014-11-27,대전,가을,4000.0
385,2014-11-28,서울,가을,4000.0
386,2014-11-28,부산,가을,4000.0
387,2014-11-28,대구,가을,4000.0
388,2014-11-28,광주,가을,3500.0
389,2014-11-28,대전,가을,4000.0
390,2014-12-02,서울,가을,4000.0
391,2014-12-02,부산,가을,4000.0
392,2014-12-02,대구,가을,4000.0
393,2014-12-02,광주,가을,3500.0
394,2014-12-02,대전,가을,4000.0
395,2014-12-03,서울,가을,4000.0
396,2014-12-03,부산,가을,4000.0
397,2014-12-03,대구,가을,4000.0
398,2014-12-03,광주,가을,3500.0
399,2014-12-03,대전,가을,4000.0
400,2014-12-04,서울,가을,4000.0
401,2014-12-04,부산,가을,4000.0
402,2014-12-04,대구,가을,4000.0
403,2014-12-04,광주,가을,3500.0
404,2014-12-04,대전,가을,4000.0
405,2014-12-05,서울,가을,4000.0
406,2014-12-05,부산,가을,4000.0
407,2014-12-05,대구,가을,4000.0
408,2014-12-05,광주,가을,3500.0
409,2014-12-05,대전,가을,4000.0
410,2014-12-08,서울,가을,4000.0
411,2014-12-08,부산,가을,4000.0
412,2014-12-08,대구,가을,4000.0
413,2014-12-08,광주,가을,3500.0
414,2014-12-08,대전,가을,4000.0
415,2014-12-09,서울,가을,4000.0
416,2014-12-09,부산,가을,4000.0
417,2014-12-09,대구,가을,4000.0
418,2014-12-09,광주,가을,3500.0
419,2014-12-09,대전,가을,4000.0
420,2014-12-10,서울,가을,4000.0
421,2014-12-10,부산,가을,4000.0
422,2014-12-10,대구,가을,4000.0
423,2014-12-10,광주,가을,3500.0
424,2014-12-10,대전,가을,4000.0
425,2014-12-11,서울,가을,4000.0
426,2014-12-11,부산,가을,4000.0
427,2014-12-11,대구,가을,4000.0
428,2014-12-11,광주,가을,3500.0
429,2014-12-11,대전,가을,4000.0
430,2014-12-12,서울,가을,4000.0
431,2014-12-12,부산,가을,4000.0
432,2014-12-12,대구,가을,4000.0
433,2014-12-12,광주,가을,3000.0
434,2014-12-12,대전,가을,4000.0
435,2014-12-15,서울,가을,4000.0
436,2014-12-15,부산,가을,4000.0
437,2014-12-15,대구,가을,4000.0
438,2014-12-15,광주,가을,3000.0
439,2014-12-15,대전,가을,4000.0
440,2014-12-16,서울,가을,4000.0
441,2014-12-16,부산,가을,4000.0
442,2014-12-16,대구,가을,4000.0
443,2014-12-16,광주,가을,3000.0
444,2014-12-16,대전,가을,4000.0
445,2014-12-17,서울,가을,4000.0
446,2014-12-17,부산,가을,4000.0
447,2014-12-17,대구,가을,4000.0
448,2014-12-17,광주,가을,3000.0
449,2014-12-17,대전,가을,4000.0
450,2014-12-18,서울,가을,4000.0
451,2014-12-18,부산,가을,4000.0
452,2014-12-18,대구,가을,4000.0
453,2014-12-18,광주,가을,3000.0
454,2014-12-18,대전,가을,4000.0
455,2014-12-19,서울,가을,4000.0
456,2014-12-19,부산,가을,4000.0
457,2014-12-19,대구,가을,4000.0
458,2014-12-19,광주,가을,3000.0
459,2014-12-19,대전,가을,4000.0
460,2014-12-22,서울,가을,4000.0
461,2014-12-22,부산,가을,4000.0
462,2014-12-22,대구,가을,4000.0
463,2014-12-22,광주,가을,3000.0
464,2014-12-22,대전,가을,4000.0
465,2014-12-23,서울,가을,4000.0
466,2014-12-23,부산,가을,4000.0
467,2014-12-23,대구,가을,4000.0
468,2014-12-23,광주,가을,3000.0
469,2014-12-23,대전,가을,4000.0
470,2014-12-24,서울,가을,4000.0
471,2014-12-24,부산,가을,4000.0
472,2014-12-24,대구,가을,4000.0
473,2014-12-24,광주,가을,3000.0
474,2014-12-24,대전,가을,4000.0
475,2014-12-26,서울,가을,4000.0
476,2014-12-26,부산,가을,4000.0
477,2014-12-26,대구,가을,4000.0
478,2014-12-26,광주,가을,3000.0
479,2014-12-26,대전,가을,4000.0
480,2014-12-29,서울,가을,4000.0
481,2014-12-29,부산,가을,4000.0
482,2014-12-29,대구,가을,4000.0
483,2014-12-29,광주,가을,3000.0
484,2014-12-29,대전,가을,4000.0
485,2014-12-30,서울,가을,4000.0
486,2014-12-30,부산,가을,4000.0
487,2014-12-30,대구,가을,4000.0
488,2014-12-30,광주,가을,3000.0
489,2014-12-30,대전,가을,4000.0
490,2014-12-31,서울,가을,4000.0
491,2014-12-31,부산,가을,4000.0
492,2014-12-31,대구,가을,4000.0
493,2014-12-31,광주,가을,3000.0
494,2014-12-31,대전,가을,4000.0
495,2015-01-02,서울,가을,4000.0
496,2015-01-02,부산,가을,4000.0
497,2015-01-02,대구,가을,4000.0
498,2015-01-02,광주,가을,3000.0
499,2015-01-02,대전,가을,4000.0
500,2015-01-05,서울,가을,4000.0
501,2015-01-05,부산,가을,4000.0
502,2015-01-05,대구,가을,4000.0
503,2015-01-05,광주,가을,3000.0
504,2015-01-05,대전,가을,4000.0
505,2015-01-06,서울,가을,4000.0
506,2015-01-06,부산,가을,4000.0
507,2015-01-06,대구,가을,4000.0
508,2015-01-06,광주,가을,3000.0
509,2015-01-06,대전,가을,4000.0
510,2015-11-02,서울,가을,4000.0
511,2015-11-02,부산,가을,4000.0
512,2015-11-02,대구,가을,4000.0
513,2015-11-02,광주,가을,4000.0
514,2015-11-02,대전,가을,3500.0
515,2015-11-03,서울,가을,4000.0
516,2015-11-03,부산,가을,4000.0
517,2015-11-03,대구,가을,4000.0
518,2015-11-03,광주,가을,4000.0
519,2015-11-03,대전,가을,3500.0
520,2015-11-04,서울,가을,4000.0
521,2015-11-04,부산,가을,4000.0
522,2015-11-04,대구,가을,4000.0
523,2015-11-04,광주,가을,4000.0
524,2015-11-04,대전,가을,3500.0
525,2015-11-05,서울,가을,4000.0
526,2015-11-05,부산,가을,4000.0
527,2015-11-05,대구,가을,4000.0
528,2015-11-05,광주,가을,4000.0
529,2015-11-05,대전,가을,3500.0
530,2015-11-06,서울,가을,4000.0
531,2015-11-06,부산,가을,4000.0
532,2015-11-06,대구,가을,4000.0
533,2015-11-06,광주,가을,4000.0
534,2015-11-06,대전,가을,3500.0
535,2015-11-09,서울,가을,4500.0
536,2015-11-09,부산,가을,4000.0
537,2015-11-09,대구,가을,4000.0
538,2015-11-09,광주,가을,4000.0
539,2015-11-09,대전,가을,4000.0
540,2015-11-10,서울,가을,4500.0
541,2015-11-10,부산,가을,4500.0
542,2015-11-10,대구,가을,4000.0
543,2015-11-10,광주,가을,4000.0
544,2015-11-10,대전,가을,4500.0
545,2015-11-11,서울,가을,4500.0
546,2015-11-11,부산,가을,4500.0
547,2015-11-11,대구,가을,4000.0
548,2015-11-11,광주,가을,4000.0
549,2015-11-11,대전,가을,4500.0
550,2015-11-12,서울,가을,4000.0
551,2015-11-12,부산,가을,4500.0
552,2015-11-12,대구,가을,4000.0
553,2015-11-12,광주,가을,4000.0
554,2015-11-12,대전,가을,4000.0
555,2015-11-13,서울,가을,4000.0
556,2015-11-13,부산,가을,5000.0
557,2015-11-13,대구,가을,4000.0
558,2015-11-13,광주,가을,4000.0
559,2015-11-13,대전,가을,4500.0
560,2015-11-16,서울,가을,4000.0
561,2015-11-16,부산,가을,4000.0
562,2015-11-16,대구,가을,4000.0
563,2015-11-16,광주,가을,4000.0
564,2015-11-16,대전,가을,4000.0
565,2015-11-17,서울,가을,4500.0
566,2015-11-17,부산,가을,4000.0
567,2015-11-17,대구,가을,4000.0
568,2015-11-17,광주,가을,4000.0
569,2015-11-17,대전,가을,4500.0
570,2015-11-18,서울,가을,4000.0
571,2015-11-18,부산,가을,4000.0
572,2015-11-18,대구,가을,4000.0
573,2015-11-18,광주,가을,4000.0
574,2015-11-18,대전,가을,4500.0
575,2015-11-19,서울,가을,4500.0
576,2015-11-19,부산,가을,4000.0
577,2015-11-19,대구,가을,4000.0
578,2015-11-19,광주,가을,4500.0
579,2015-11-19,대전,가을,4500.0
580,2015-11-20,서울,가을,5500.0
581,2015-11-20,부산,가을,5000.0
582,2015-11-20,대구,가을,5000.0
583,2015-11-20,광주,가을,5000.0
584,2015-11-20,대전,가을,5000.0
585,2015-11-23,서울,가을,5500.0
586,2015-11-23,부산,가을,5000.0
587,2015-11-23,대구,가을,5000.0
588,2015-11-23,광주,가을,5000.0
589,2015-11-23,대전,가을,5000.0
590,2015-11-24,서울,가을,5500.0
591,2015-11-24,부산,가을,5000.0
592,2015-11-24,대구,가을,5000.0
593,2015-11-24,광주,가을,5000.0
594,2015-11-24,대전,가을,5000.0
595,2015-11-25,서울,가을,5500.0
596,2015-11-25,부산,가을,5000.0
597,2015-11-25,대구,가을,5500.0
598,2015-11-25,광주,가을,5000.0
599,2015-11-25,대전,가을,5000.0
600,2015-11-26,서울,가을,5500.0
601,2015-11-26,부산,가을,5000.0
602,2015-11-26,대구,가을,5500.0
603,2015-11-26,광주,가을,5000.0
604,2015-11-26,대전,가을,5000.0
605,2015-11-27,서울,가을,6500.0
606,2015-11-27,부산,가을,5000.0
607,2015-11-27,대구,가을,5500.0
608,2015-11-27,광주,가을,5000.0
609,2015-11-27,대전,가을,5500.0
610,2015-11-30,서울,가을,5500.0
611,2015-11-30,부산,가을,5000.0
612,2015-11-30,대구,가을,5500.0
613,2015-11-30,광주,가을,5000.0
614,2015-11-30,대전,가을,5500.0
615,2015-12-01,서울,가을,5000.0
616,2015-12-01,부산,가을,5000.0
617,2015-12-01,대구,가을,5500.0
618,2015-12-01,광주,가을,5000.0
619,2015-12-01,대전,가을,5000.0
620,2015-12-02,서울,가을,5000.0
621,2015-12-02,부산,가을,5000.0
622,2015-12-02,대구,가을,5500.0
623,2015-12-02,광주,가을,4500.0
624,2015-12-02,대전,가을,4500.0
625,2015-12-03,서울,가을,5000.0
626,2015-12-03,부산,가을,5000.0
627,2015-12-03,대구,가을,5500.0
628,2015-12-03,광주,가을,4500.0
629,2015-12-03,대전,가을,4500.0
630,2015-12-07,서울,가을,4000.0
631,2015-12-07,부산,가을,4500.0
632,2015-12-07,대구,가을,5500.0
633,2015-12-07,광주,가을,4000.0
634,2015-12-07,대전,가을,4000.0
635,2015-12-08,서울,가을,4000.0
636,2015-12-08,부산,가을,4500.0
637,2015-12-08,대구,가을,5500.0
638,2015-12-08,광주,가을,4000.0
639,2015-12-08,대전,가을,4000.0
640,2015-12-09,서울,가을,4000.0
641,2015-12-09,부산,가을,4500.0
642,2015-12-09,대구,가을,5500.0
643,2015-12-09,광주,가을,4000.0
644,2015-12-09,대전,가을,4000.0
645,2015-12-10,서울,가을,4000.0
646,2015-12-10,부산,가을,4500.0
647,2015-12-10,대구,가을,5500.0
648,2015-12-10,광주,가을,4000.0
649,2015-12-10,대전,가을,4000.0
650,2015-12-11,서울,가을,4000.0
651,2015-12-11,부산,가을,4000.0
652,2015-12-11,대구,가을,4000.0
653,2015-12-11,광주,가을,4000.0
654,2015-12-11,대전,가을,4000.0
655,2015-12-14,서울,가을,4000.0
656,2015-12-14,부산,가을,4000.0
657,2015-12-14,대구,가을,4000.0
658,2015-12-14,광주,가을,4000.0
659,2015-12-14,대전,가을,4000.0
660,2015-12-15,서울,가을,5000.0
661,2015-12-15,부산,가을,4000.0
662,2015-12-15,대구,가을,4000.0
663,2015-12-15,광주,가을,4000.0
664,2015-12-15,대전,가을,4000.0
665,2015-12-16,서울,가을,5000.0
666,2015-12-16,부산,가을,4000.0
667,2015-12-16,대구,가을,4000.0
668,2015-12-16,광주,가을,4000.0
669,2015-12-16,대전,가을,4000.0
670,2015-12-17,서울,가을,5000.0
671,2015-12-17,부산,가을,4000.0
672,2015-12-17,대구,가을,4000.0
673,2015-12-17,광주,가을,4000.0
674,2015-12-17,대전,가을,4000.0
675,2015-12-18,서울,가을,5000.0
676,2015-12-18,부산,가을,4000.0
677,2015-12-18,대구,가을,4000.0
678,2015-12-18,광주,가을,4000.0
679,2015-12-18,대전,가을,4000.0
680,2015-12-21,서울,가을,5000.0
681,2015-12-21,부산,가을,4000.0
682,2015-12-21,대구,가을,4000.0
683,2015-12-21,광주,가을,3500.0
684,2015-12-21,대전,가을,4000.0
685,2015-12-22,서울,가을,5000.0
686,2015-12-22,부산,가을,4000.0
687,2015-12-22,대구,가을,4000.0
688,2015-12-22,광주,가을,3500.0
689,2015-12-22,대전,가을,4500.0
690,2015-12-23,서울,가을,4500.0
691,2015-12-23,부산,가을,4000.0
692,2015-12-23,대구,가을,4000.0
693,2015-12-23,광주,가을,3500.0
694,2015-12-23,대전,가을,4500.0
695,2015-12-24,서울,가을,4500.0
696,2015-12-24,부산,가을,4000.0
697,2015-12-24,대구,가을,4000.0
