,날짜,지역,품명,가격
132,2013-02-07,대구,겨울,12000.0
133,2013-02-07,광주,겨울,12000.0
134,2013-02-07,대전,겨울,13000.0
135,2013-02-08,서울,겨울,12000.0
136,2013-02-08,부산,겨울,11000.0
137,2013-02-08,대구,겨울,12000.0
138,2013-02-08,광주,겨울,12000.0
139,2013-02-08,대전,겨울,13000.0
140,2013-02-12,서울,겨울,12000.0
141,2013-02-12,부산,겨울,11000.0
142,2013-02-12,대구,겨울,12000.0
143,2013-02-12,광주,겨울,12000.0
144,2013-02-12,대전,겨울,13000.0
145,2013-02-13,서울,겨울,14000.0
146,2013-02-13,부산,겨울,11000.0
147,2013-02-13,대구,겨울,12000.0
148,2013-02-13,광주,겨울,12000.0
149,2013-02-13,대전,겨울,13000.0
150,2013-02-14,서울,겨울,14000.0
151,2013-02-14,부산,겨울,12000.0
152,2013-02-14,대구,겨울,12000.0
153,2013-02-14,광주,겨울,12000.0
154,2013-02-14,대전,겨울,13000.0
155,2013-02-15,서울,겨울,14000.0
156,2013-02-15,부산,겨울,12000.0
157,2013-02-15,대구,겨울,12000.0
158,2013-02-15,광주,겨울,12000.0
159,2013-02-15,대전,겨울,13000.0
160,2013-02-18,서울,겨울,14000.0
161,2013-02-18,부산,겨울,12000.0
162,2013-02-18,대구,겨울,12000.0
163,2013-02-18,광주,겨울,12000.0
164,2013-02-18,대전,겨울,13000.0
165,2013-02-19,서울,겨울,14000.0
166,2013-02-19,부산,겨울,12000.0
167,2013-02-19,대구,겨울,12000.0
168,2013-02-19,광주,겨울,12000.0
169,2013-02-19,대전,겨울,13000.0
170,2013-02-20,서울,겨울,14000.0
171,2013-02-20,부산,겨울,12000.0
172,2013-02-20,대구,겨울,13000.0
173,2013-02-20,광주,겨울,12000.0
174,2013-02-20,대전,겨울,13000.0
175,2013-02-21,서울,겨울,14000.0
176,2013-02-21,부산,겨울,12000.0
177,2013-02-21,대구,겨울,13000.0
178,2013-02-21,광주,겨울,12000.0
179,2013-02-21,대전,겨울,13000.0
180,2013-02-22,서울,겨울,14000.0
181,2013-02-22,부산,겨울,12000.0
182,2013-02-22,대구,겨울,13000.0
183,2013-02-22,광주,겨울,12000.0
184,2013-02-22,대전,겨울,13000.0
185,2013-02-25,서울,겨울,14000.0
186,2013-02-25,부산,겨울,12000.0
187,2013-02-25,대구,겨울,13000.0
188,2013-02-25,광주,겨울,12000.0
189,2013-02-25,대전,겨울,13000.0
190,2013-02-26,서울,겨울,14000.0
191,2013-02-26,부산,겨울,12000.0
192,2013-02-26,대구,겨울,13000.0
193,2013-02-26,광주,겨울,12000.0
194,2013-02-26,대전,겨울,13000.0
195,2013-02-27,서울,겨울,13000.0
196,2013-02-27,부산,겨울,12000.0
197,2013-02-27,대구,겨울,12000.0
198,2013-02-27,광주,겨울,12000.0
199,2013-02-27,대전,겨울,13000.0
200,2013-02-28,서울,겨울,13000.0
201,2013-02-28,부산,겨울,12000.0
202,2013-02-28,대구,겨울,12000.0
203,2013-02-28,광주,겨울,12000.0
204,2013-02-28,대전,겨울,13000.0
205,2013-03-04,서울,겨울,14000.0
206,2013-03-04,부산,겨울,12000.0
207,2013-03-04,대구,겨울,12000.0
208,2013-03-04,광주,겨울,12000.0
209,2013-03-04,대전,겨울,13000.0
210,2013-03-05,서울,겨울,14000.0
211,2013-03-05,부산,겨울,12000.0
212,2013-03-05,대구,겨울,12000.0
213,2013-03-05,광주,겨울,12000.0
214,2013-03-05,대전,겨울,13000.0
215,2013-03-06,서울,겨울,14000.0
216,2013-03-06,부산,겨울,12000.0
217,2013-03-06,대구,겨울,12000.0
218,2013-03-06,광주,겨울,13000.0
219,2013-03-06,대전,겨울,13000.0
220,2013-03-07,서울,겨울,13000.0
221,2013-03-07,부산,겨울,12000.0
222,2013-03-07,대구,겨울,12000.0
223,2013-03-07,광주,겨울,13000.0
224,2013-03-07,대전,겨울,13000.0
225,2013-03-08,서울,겨울,12000.0
226,2013-03-08,부산,겨울,12000.0
227,2013-03-08,대구,겨울,12000.0
228,2013-03-08,광주,겨울,13000.0
229,2013-03-08,대전,겨울,13000.0
230,2013-03-11,서울,겨울,12000.0
231,2013-03-11,부산,겨울,12000.0
232,2013-03-11,대구,겨울,12000.0
233,2013-03-11,광주,겨울,13000.0
234,2013-03-11,대전,겨울,13000.0
235,2013-03-12,서울,겨울,12000.0
236,2013-03-12,부산,겨울,12000.0
237,2013-03-12,대구,겨울,12000.0
238,2013-03-12,광주,겨울,13000.0
239,2013-03-12,대전,겨울,13000.0
240,2013-03-13,서울,겨울,12000.0
241,2013-03-13,부산,겨울,12000.0
242,2013-03-13,대구,겨울,12000.0
243,2013-03-13,광주,겨울,13000.0
244,2013-03-13,대전,겨울,13000.0
245,2013-03-14,서울,겨울,13000.0
246,2013-03-14,부산,겨울,12000.0
247,2013-03-14,대구,겨울,12000.0
248,2013-03-14,광주,겨울,13000.0
249,2013-03-14,대전,겨울,13000.0
250,2013-03-15,서울,겨울,14000.0
251,2013-03-15,부산,겨울,12000.0
252,2013-03-15,대구,겨울,12000.0
253,2013-03-15,광주,겨울,13000.0
254,2013-03-15,대전,겨울,13000.0
255,2013-03-18,서울,겨울,13000.0
256,2013-03-18,부산,겨울,12000.0
257,2013-03-18,대구,겨울,12000.0
258,2013-03-18,광주,겨울,13000.0
259,2013-03-18,대전,겨울,13000.0
260,2013-03-19,서울,겨울,13000.0
261,2013-03-19,부산,겨울,12000.0
262,2013-03-19,대구,겨울,12000.0
263,2013-03-19,광주,겨울,12000.0
264,2013-03-19,대전,겨울,13000.0
265,2013-03-20,서울,겨울,13000.0
266,2013-03-20,부산,겨울,12000.0
267,2013-03-20,대구,겨울,12000.0
268,2013-03-20,광주,겨울,12000.0
269,2013-03-20,대전,겨울,13000.0
270,2013-03-21,서울,겨울,13000.0
271,2013-03-21,부산,겨울,12000.0
