,날짜,지역,일반유가
0,2015-05-06,전남,1318.55
0,2015-05-06,경북,1306.97
0,2015-05-06,경남,1313.1
0,2015-05-06,제주,1360.56
0,2015-05-06,세종,1328.76
0,2015-05-07,서울,1420.13
0,2015-05-07,부산,1318.94
0,2015-05-07,대구,1302.74
0,2015-05-07,인천,1327.62
0,2015-05-07,광주,1311.73
0,2015-05-07,대전,1322.27
0,2015-05-07,울산,1316.79
0,2015-05-07,경기,1331.03
0,2015-05-07,강원,1331.79
0,2015-05-07,충북,1323.82
0,2015-05-07,충남,1327.27
0,2015-05-07,전북,1314.7
0,2015-05-07,전남,1319.58
0,2015-05-07,경북,1307.83
0,2015-05-07,경남,1314.43
0,2015-05-07,제주,1364.59
0,2015-05-07,세종,1329.58
0,2015-05-08,서울,1422.54
0,2015-05-08,부산,1321.65
0,2015-05-08,대구,1305.11
0,2015-05-08,인천,1331.1
0,2015-05-08,광주,1312.73
0,2015-05-08,대전,1325.63
0,2015-05-08,울산,1319.27
0,2015-05-08,경기,1333.55
0,2015-05-08,강원,1332.95
0,2015-05-08,충북,1325.23
0,2015-05-08,충남,1329.01
0,2015-05-08,전북,1316.96
0,2015-05-08,전남,1320.96
0,2015-05-08,경북,1308.79
0,2015-05-08,경남,1315.28
0,2015-05-08,제주,1390.12
0,2015-05-08,세종,1331.22
0,2015-05-09,서울,1424.03
0,2015-05-09,부산,1323.05
0,2015-05-09,대구,1308.8
0,2015-05-09,인천,1333.67
0,2015-05-09,광주,1314.32
0,2015-05-09,대전,1327.21
0,2015-05-09,울산,1319.63
0,2015-05-09,경기,1335.6
0,2015-05-09,강원,1333.27
0,2015-05-09,충북,1326.77
0,2015-05-09,충남,1330.69
0,2015-05-09,전북,1318.94
0,2015-05-09,전남,1322.56
0,2015-05-09,경북,1311.3
0,2015-05-09,경남,1316.61
0,2015-05-09,제주,1390.23
0,2015-05-09,세종,1335.64
0,2015-05-10,서울,1424.52
0,2015-05-10,부산,1323.51
0,2015-05-10,대구,1309.67
0,2015-05-10,인천,1334.08
0,2015-05-10,광주,1315.13
0,2015-05-10,대전,1328.03
0,2015-05-10,울산,1319.82
0,2015-05-10,경기,1336.1
0,2015-05-10,강원,1334.79
0,2015-05-10,충북,1327.53
0,2015-05-10,충남,1331.72
0,2015-05-10,전북,1319.49
0,2015-05-10,전남,1322.81
0,2015-05-10,경북,1312.03
0,2015-05-10,경남,1317.06
0,2015-05-10,제주,1390.87
0,2015-05-10,세종,1338.25
0,2015-05-11,서울,1426.31
0,2015-05-11,부산,1325.81
0,2015-05-11,대구,1311.73
0,2015-05-11,인천,1336.75
0,2015-05-11,광주,1316.79
0,2015-05-11,대전,1330.37
0,2015-05-11,울산,1321.8
0,2015-05-11,경기,1337.76
0,2015-05-11,강원,1335.73
0,2015-05-11,충북,1328.91
0,2015-05-11,충남,1333.35
0,2015-05-11,전북,1321.78
0,2015-05-11,전남,1324.28
0,2015-05-11,경북,1313.04
0,2015-05-11,경남,1319.55
0,2015-05-11,제주,1391.76
0,2015-05-11,세종,1340.78
0,2015-05-12,서울,1432.86
0,2015-05-12,부산,1328.46
0,2015-05-12,대구,1316.55
0,2015-05-12,인천,1340.37
0,2015-05-12,광주,1320.38
0,2015-05-12,대전,1333.15
0,2015-05-12,울산,1322.9
0,2015-05-12,경기,1341.5
0,2015-05-12,강원,1339.93
0,2015-05-12,충북,1331.3
0,2015-05-12,충남,1336.06
0,2015-05-12,전북,1324.58
0,2015-05-12,전남,1325.8
0,2015-05-12,경북,1314.83
0,2015-05-12,경남,1321.89
0,2015-05-12,제주,1391.66
0,2015-05-12,세종,1343.69
0,2015-05-13,서울,1434.99
0,2015-05-13,부산,1331.11
0,2015-05-13,대구,1319.83
0,2015-05-13,인천,1343.23
0,2015-05-13,광주,1324.6
0,2015-05-13,대전,1335.39
0,2015-05-13,울산,1325.62
0,2015-05-13,경기,1344.25
0,2015-05-13,강원,1341.3
0,2015-05-13,충북,1332.94
0,2015-05-13,충남,1338.8
0,2015-05-13,전북,1325.81
0,2015-05-13,전남,1327.21
0,2015-05-13,경북,1317.41
0,2015-05-13,경남,1322.97
0,2015-05-13,제주,1399.96
0,2015-05-13,세종,1348.55
0,2015-05-14,서울,1437.92
0,2015-05-14,부산,1335.56
0,2015-05-14,대구,1322.34
0,2015-05-14,인천,1344.41
0,2015-05-14,광주,1327.61
0,2015-05-14,대전,1336.12
0,2015-05-14,울산,1327.06
0,2015-05-14,경기,1347.07
0,2015-05-14,강원,1343.04
0,2015-05-14,충북,1334.75
0,2015-05-14,충남,1340.61
0,2015-05-14,전북,1327.21
0,2015-05-14,전남,1329.03
0,2015-05-14,경북,1319.34
0,2015-05-14,경남,1325.22
0,2015-05-14,제주,1402.37
0,2015-05-14,세종,1346.7
0,2015-05-15,서울,1439.22
0,2015-05-15,부산,1339.15
0,2015-05-15,대구,1326.96
0,2015-05-15,인천,1347.36
0,2015-05-15,광주,1330.77
0,2015-05-15,대전,1339.07
0,2015-05-15,울산,1329.55
0,2015-05-15,경기,1349.87
0,2015-05-15,강원,1345.67
0,2015-05-15,충북,1336.72
0,2015-05-15,충남,1342.38
0,2015-05-15,전북,1329.9
0,2015-05-15,전남,1330.79
0,2015-05-15,경북,1321.52
0,2015-05-15,경남,1327.4
0,2015-05-15,제주,1402.31
0,2015-05-15,세종,1350.52
0,2015-05-16,서울,1440.97
0,2015-05-16,부산,1343.07
0,2015-05-16,대구,1331.02
0,2015-05-16,인천,1349.73
0,2015-05-16,광주,1333.76
0,2015-05-16,대전,1341.86
0,2015-05-16,울산,1334.07
0,2015-05-16,경기,1351.78
0,2015-05-16,강원,1347.32
0,2015-05-16,충북,1339.26
0,2015-05-16,충남,1344.66
0,2015-05-16,전북,1332.15
0,2015-05-16,전남,1333.18
0,2015-05-16,경북,1323.89
0,2015-05-16,경남,1329.92
0,2015-05-16,제주,1402.96
0,2015-05-16,세종,1351.01
0,2015-05-17,서울,1441.37
0,2015-05-17,부산,1344.06
0,2015-05-17,대구,1332.02
0,2015-05-17,인천,1349.46
0,2015-05-17,광주,1333.64
0,2015-05-17,대전,1342.0
0,2015-05-17,울산,1336.43
0,2015-05-17,경기,1352.29
0,2015-05-17,강원,1348.69
0,2015-05-17,충북,1340.35
0,2015-05-17,충남,1345.2
0,2015-05-17,전북,1332.98
0,2015-05-17,전남,1333.71
0,2015-05-17,경북,1324.99
0,2015-05-17,경남,1331.11
0,2015-05-17,제주,1402.96
0,2015-05-17,세종,1351.4
0,2015-05-18,서울,1444.07
0,2015-05-18,부산,1346.49
0,2015-05-18,대구,1335.83
0,2015-05-18,인천,1351.35
0,2015-05-18,광주,1335.65
0,2015-05-18,대전,1345.86
0,2015-05-18,울산,1341.35
0,2015-05-18,경기,1355.8
0,2015-05-18,강원,1350.84
0,2015-05-18,충북,1344.07
0,2015-05-18,충남,1349.33
0,2015-05-18,전북,1336.59
0,2015-05-18,전남,1335.6
0,2015-05-18,경북,1327.92
0,2015-05-18,경남,1334.33
0,2015-05-18,제주,1403.44
0,2015-05-18,세종,1355.8
0,2015-05-19,서울,1448.48
0,2015-05-19,부산,1349.81
0,2015-05-19,대구,1338.77
0,2015-05-19,인천,1353.77
0,2015-05-19,광주,1336.69
0,2015-05-19,대전,1347.54
0,2015-05-19,울산,1343.46
0,2015-05-19,경기,1358.1
0,2015-05-19,강원,1352.98
0,2015-05-19,충북,1345.12
0,2015-05-19,충남,1349.46
0,2015-05-19,전북,1337.47
0,2015-05-19,전남,1337.48
0,2015-05-19,경북,1329.46
0,2015-05-19,경남,1336.74
0,2015-05-19,제주,1403.1
0,2015-05-19,세종,1355.43
0,2015-05-20,서울,1450.47
0,2015-05-20,부산,1352.15
0,2015-05-20,대구,1340.33
0,2015-05-20,인천,1356.84
0,2015-05-20,광주,1338.42
0,2015-05-20,대전,1349.12
0,2015-05-20,울산,1345.28
0,2015-05-20,경기,1360.27
0,2015-05-20,강원,1354.66
0,2015-05-20,충북,1346.97
0,2015-05-20,충남,1350.96
0,2015-05-20,전북,1339.47
0,2015-05-20,전남,1339.4
0,2015-05-20,경북,1330.24
0,2015-05-20,경남,1339.16
0,2015-05-20,제주,1409.39
0,2015-05-20,세종,1358.24
0,2015-05-21,서울,1451.8
0,2015-05-21,부산,1354.13
0,2015-05-21,대구,1341.87
0,2015-05-21,인천,1357.01
0,2015-05-21,광주,1340.18
0,2015-05-21,대전,1349.56
0,2015-05-21,울산,1346.75
0,2015-05-21,경기,1362.07
0,2015-05-21,강원,1356.64
0,2015-05-21,충북,1347.61
0,2015-05-21,충남,1352.17
0,2015-05-21,전북,1341.54
0,2015-05-21,전남,1341.33
0,2015-05-21,경북,1332.37
0,2015-05-21,경남,1340.96
0,2015-05-21,제주,1411.43
0,2015-05-21,세종,1359.12
0,2015-05-22,서울,1453.71
0,2015-05-22,부산,1355.46
0,2015-05-22,대구,1344.88
0,2015-05-22,인천,1359.7
0,2015-05-22,광주,1341.73
0,2015-05-22,대전,1351.79
0,2015-05-22,울산,1347.5
0,2015-05-22,경기,1363.69
0,2015-05-22,강원,1358.16
0,2015-05-22,충북,1349.4
0,2015-05-22,충남,1354.09
0,2015-05-22,전북,1343.55
0,2015-05-22,전남,1343.04
0,2015-05-22,경북,1334.54
0,2015-05-22,경남,1342.55
0,2015-05-22,제주,1411.49
0,2015-05-22,세종,1359.82
0,2015-05-23,서울,1454.4
0,2015-05-23,부산,1357.67
0,2015-05-23,대구,1347.44
0,2015-05-23,인천,1360.32
0,2015-05-23,광주,1343.97
0,2015-05-23,대전,1353.25
0,2015-05-23,울산,1348.61
0,2015-05-23,경기,1364.89
0,2015-05-23,강원,1359.73
0,2015-05-23,충북,1350.91
0,2015-05-23,충남,1355.45
0,2015-05-23,전북,1345.88
0,2015-05-23,전남,1345.33
0,2015-05-23,경북,1336.3
0,2015-05-23,경남,1344.18
0,2015-05-23,제주,1411.7
0,2015-05-23,세종,1361.57
0,2015-05-24,서울,1454.72
0,2015-05-24,부산,1357.23
0,2015-05-24,대구,1348.37
0,2015-05-24,인천,1361.04
0,2015-05-24,광주,1345.06
0,2015-05-24,대전,1353.09
0,2015-05-24,울산,1348.91
0,2015-05-24,경기,1365.1
0,2015-05-24,강원,1360.33
0,2015-05-24,충북,1351.97
0,2015-05-24,충남,1356.38
0,2015-05-24,전북,1346.68
0,2015-05-24,전남,1345.89
0,2015-05-24,경북,1337.62
0,2015-05-24,경남,1345.05
0,2015-05-24,제주,1411.6
0,2015-05-24,세종,1361.59
0,2015-05-25,서울,1455.27
0,2015-05-25,부산,1357.78
0,2015-05-25,대구,1349.71
0,2015-05-25,인천,1362.41
0,2015-05-25,광주,1345.67
0,2015-05-25,대전,1354.0
0,2015-05-25,울산,1349.61
0,2015-05-25,경기,1366.19
0,2015-05-25,강원,1361.4
0,2015-05-25,충북,1353.3
0,2015-05-25,충남,1357.41
0,2015-05-25,전북,1348.18
0,2015-05-25,전남,1346.9
0,2015-05-25,경북,1339.12
0,2015-05-25,경남,1346.37
0,2015-05-25,제주,1410.92
0,2015-05-25,세종,1361.85
0,2015-05-26,서울,1455.34
0,2015-05-26,부산,1359.11
0,2015-05-26,대구,1350.52
0,2015-05-26,인천,1364.5
0,2015-05-26,광주,1347.48
0,2015-05-26,대전,1356.07
0,2015-05-26,울산,1351.56
0,2015-05-26,경기,1367.48
0,2015-05-26,강원,1363.22
0,2015-05-26,충북,1355.49
0,2015-05-26,충남,1358.38
0,2015-05-26,전북,1349.44
0,2015-05-26,전남,1348.26
0,2015-05-26,경북,1340.48
0,2015-05-26,경남,1347.56
0,2015-05-26,제주,1411.14
0,2015-05-26,세종,1362.38
0,2015-05-27,서울,1456.47
0,2015-05-27,부산,1360.91
0,2015-05-27,대구,1351.57
0,2015-05-27,인천,1364.39
0,2015-05-27,광주,1348.1
0,2015-05-27,대전,1356.68
0,2015-05-27,울산,1350.57
0,2015-05-27,경기,1368.36
0,2015-05-27,강원,1363.72
0,2015-05-27,충북,1356.42
0,2015-05-27,충남,1359.77
0,2015-05-27,전북,1350.52
0,2015-05-27,전남,1349.71
0,2015-05-27,경북,1342.53
0,2015-05-27,경남,1349.05
0,2015-05-27,제주,1410.6
0,2015-05-27,세종,1362.15
0,2015-05-28,서울,1456.73
0,2015-05-28,부산,1361.38
0,2015-05-28,대구,1353.02
0,2015-05-28,인천,1364.77
0,2015-05-28,광주,1348.83
0,2015-05-28,대전,1358.5
0,2015-05-28,울산,1351.63
0,2015-05-28,경기,1368.96
0,2015-05-28,강원,1364.67
0,2015-05-28,충북,1356.83
0,2015-05-28,충남,1360.5
0,2015-05-28,전북,1351.52
0,2015-05-28,전남,1351.1
0,2015-05-28,경북,1343.32
0,2015-05-28,경남,1349.88
0,2015-05-28,제주,1410.8
0,2015-05-28,세종,1362.73
0,2015-05-29,서울,1457.33
0,2015-05-29,부산,1361.05
0,2015-05-29,대구,1353.2
0,2015-05-29,인천,1365.7
0,2015-05-29,광주,1349.34
0,2015-05-29,대전,1358.73
0,2015-05-29,울산,1351.78
0,2015-05-29,경기,1369.51
0,2015-05-29,강원,1365.45
0,2015-05-29,충북,1357.57
0,2015-05-29,충남,1361.2
0,2015-05-29,전북,1352.48
0,2015-05-29,전남,1352.12
0,2015-05-29,경북,1344.46
0,2015-05-29,경남,1351.13
0,2015-05-29,제주,1410.44
0,2015-05-29,세종,1362.91
0,2015-05-30,서울,1457.39
0,2015-05-30,부산,1361.12
0,2015-05-30,대구,1354.42
0,2015-05-30,인천,1365.4
0,2015-05-30,광주,1349.98
0,2015-05-30,대전,1359.23
0,2015-05-30,울산,1351.84
0,2015-05-30,경기,1369.72
0,2015-05-30,강원,1365.42
0,2015-05-30,충북,1357.24
0,2015-05-30,충남,1361.91
0,2015-05-30,전북,1352.89
0,2015-05-30,전남,1352.84
0,2015-05-30,경북,1345.65
0,2015-05-30,경남,1351.3
0,2015-05-30,제주,1410.05
0,2015-05-30,세종,1362.49
0,2015-05-31,서울,1457.83
0,2015-05-31,부산,1361.21
0,2015-05-31,대구,1354.22
0,2015-05-31,인천,1365.09
0,2015-05-31,광주,1350.15
0,2015-05-31,대전,1358.69
0,2015-05-31,울산,1351.49
0,2015-05-31,경기,1369.74
0,2015-05-31,강원,1366.48
0,2015-05-31,충북,1357.88
0,2015-05-31,충남,1362.28
0,2015-05-31,전북,1353.33
0,2015-05-31,전남,1353.29
0,2015-05-31,경북,1346.07
0,2015-05-31,경남,1351.38
0,2015-05-31,제주,1410.21
0,2015-05-31,세종,1363.4
0,2015-06-01,서울,1457.4
0,2015-06-01,부산,1361.43
0,2015-06-01,대구,1355.62
0,2015-06-01,인천,1365.85
0,2015-06-01,광주,1352.04
0,2015-06-01,대전,1360.01
0,2015-06-01,울산,1354.05
0,2015-06-01,경기,1370.85
0,2015-06-01,강원,1367.96
0,2015-06-01,충북,1359.09
0,2015-06-01,충남,1363.56
0,2015-06-01,전북,1355.15
0,2015-06-01,전남,1355.17
0,2015-06-01,경북,1347.59
0,2015-06-01,경남,1353.23
0,2015-06-01,제주,1410.62
0,2015-06-01,세종,1364.33
0,2015-06-02,서울,1457.5
0,2015-06-02,부산,1361.03
0,2015-06-02,대구,1356.3
0,2015-06-02,인천,1365.79
0,2015-06-02,광주,1352.58
0,2015-06-02,대전,1360.29
0,2015-06-02,울산,1353.14
0,2015-06-02,경기,1371.36
0,2015-06-02,강원,1368.48
0,2015-06-02,충북,1360.07
0,2015-06-02,충남,1364.52
0,2015-06-02,전북,1355.41
0,2015-06-02,전남,1356.15
0,2015-06-02,경북,1347.92
0,2015-06-02,경남,1353.78
0,2015-06-02,제주,1410.36
0,2015-06-02,세종,1364.91
0,2015-06-03,서울,1458.03
0,2015-06-03,부산,1361.26
0,2015-06-03,대구,1356.67
0,2015-06-03,인천,1366.17
0,2015-06-03,광주,1352.37
0,2015-06-03,대전,1360.73
0,2015-06-03,울산,1352.68
0,2015-06-03,경기,1371.47
0,2015-06-03,강원,1368.61
0,2015-06-03,충북,1360.4
0,2015-06-03,충남,1364.97
0,2015-06-03,전북,1356.02
0,2015-06-03,전남,1356.8
0,2015-06-03,경북,1348.93
0,2015-06-03,경남,1354.3
0,2015-06-03,제주,1430.64
0,2015-06-03,세종,1365.08
0,2015-06-04,서울,1458.1
0,2015-06-04,부산,1361.99
0,2015-06-04,대구,1358.08
0,2015-06-04,인천,1365.91
0,2015-06-04,광주,1353.58
0,2015-06-04,대전,1361.72
0,2015-06-04,울산,1353.92
0,2015-06-04,경기,1371.58
0,2015-06-04,강원,1369.35
0,2015-06-04,충북,1361.22
0,2015-06-04,충남,1365.54
0,2015-06-04,전북,1356.39
0,2015-06-04,전남,1357.21
0,2015-06-04,경북,1349.52
0,2015-06-04,경남,1354.58
0,2015-06-04,제주,1435.47
0,2015-06-04,세종,1365.96
0,2015-06-05,서울,1458.32
0,2015-06-05,부산,1362.49
0,2015-06-05,대구,1358.04
0,2015-06-05,인천,1366.19
0,2015-06-05,광주,1353.6
0,2015-06-05,대전,1362.03
0,2015-06-05,울산,1353.7
0,2015-06-05,경기,1372.14
0,2015-06-05,강원,1369.98
0,2015-06-05,충북,1361.48
0,2015-06-05,충남,1366.09
0,2015-06-05,전북,1357.08
0,2015-06-05,전남,1358.23
0,2015-06-05,경북,1350.0
0,2015-06-05,경남,1354.75
0,2015-06-05,제주,1435.13
0,2015-06-05,세종,1365.96
0,2015-06-06,서울,1458.5
0,2015-06-06,부산,1361.43
0,2015-06-06,대구,1359.05
0,2015-06-06,인천,1366.41
0,2015-06-06,광주,1353.84
0,2015-06-06,대전,1362.43
0,2015-06-06,울산,1353.68
0,2015-06-06,경기,1372.01
0,2015-06-06,강원,1369.75
0,2015-06-06,충북,1361.99
0,2015-06-06,충남,1366.28
0,2015-06-06,전북,1357.18
0,2015-06-06,전남,1358.68
0,2015-06-06,경북,1350.94
0,2015-06-06,경남,1354.8
0,2015-06-06,제주,1430.16
0,2015-06-06,세종,1366.31
0,2015-06-07,서울,1458.46
0,2015-06-07,부산,1361.03
0,2015-06-07,대구,1359.3
0,2015-06-07,인천,1365.65
0,2015-06-07,광주,1353.65
0,2015-06-07,대전,1361.9
0,2015-06-07,울산,1354.07
0,2015-06-07,경기,1371.93
0,2015-06-07,강원,1369.76
0,2015-06-07,충북,1362.02
0,2015-06-07,충남,1366.34
0,2015-06-07,전북,1357.46
0,2015-06-07,전남,1358.76
0,2015-06-07,경북,1350.61
0,2015-06-07,경남,1355.12
0,2015-06-07,제주,1428.34
0,2015-06-07,세종,1366.33
0,2015-06-08,서울,1458.33
0,2015-06-08,부산,1361.94
0,2015-06-08,대구,1358.69
0,2015-06-08,인천,1365.89
0,2015-06-08,광주,1353.3
0,2015-06-08,대전,1362.73
0,2015-06-08,울산,1354.17
0,2015-06-08,경기,1372.5
0,2015-06-08,강원,1370.48
0,2015-06-08,충북,1362.99
0,2015-06-08,충남,1366.95
0,2015-06-08,전북,1358.07
0,2015-06-08,전남,1359.12
0,2015-06-08,경북,1351.4
0,2015-06-08,경남,1355.42
0,2015-06-08,제주,1426.59
0,2015-06-08,세종,1366.49
0,2015-06-09,서울,1458.33
0,2015-06-09,부산,1362.42
0,2015-06-09,대구,1359.32
0,2015-06-09,인천,1365.85
0,2015-06-09,광주,1353.19
0,2015-06-09,대전,1363.26
0,2015-06-09,울산,1353.51
0,2015-06-09,경기,1372.7
0,2015-06-09,강원,1371.18
0,2015-06-09,충북,1363.72
0,2015-06-09,충남,1367.13
0,2015-06-09,전북,1357.96
0,2015-06-09,전남,1359.38
0,2015-06-09,경북,1351.42
0,2015-06-09,경남,1355.5
0,2015-06-09,제주,1425.57
0,2015-06-09,세종,1366.54
0,2015-06-10,서울,1458.31
0,2015-06-10,부산,1362.56
0,2015-06-10,대구,1358.45
0,2015-06-10,인천,1366.35
0,2015-06-10,광주,1353.43
0,2015-06-10,대전,1363.39
0,2015-06-10,울산,1354.3
0,2015-06-10,경기,1373.13
0,2015-06-10,강원,1371.39
0,2015-06-10,충북,1363.84
0,2015-06-10,충남,1367.43
0,2015-06-10,전북,1358.02
0,2015-06-10,전남,1359.33
0,2015-06-10,경북,1351.82
0,2015-06-10,경남,1355.98
0,2015-06-10,제주,1429.17
0,2015-06-10,세종,1366.15
0,2015-06-11,서울,1458.02
0,2015-06-11,부산,1362.5
0,2015-06-11,대구,1358.75
0,2015-06-11,인천,1366.8
0,2015-06-11,광주,1353.47
0,2015-06-11,대전,1363.38
0,2015-06-11,울산,1354.63
0,2015-06-11,경기,1372.92
0,2015-06-11,강원,1371.89
0,2015-06-11,충북,1364.1
0,2015-06-11,충남,1367.96
0,2015-06-11,전북,1358.18
0,2015-06-11,전남,1359.48
0,2015-06-11,경북,1351.78
0,2015-06-11,경남,1356.04
0,2015-06-11,제주,1428.75
0,2015-06-11,세종,1366.15
0,2015-06-12,서울,1458.1
0,2015-06-12,부산,1362.95
0,2015-06-12,대구,1359.48
0,2015-06-12,인천,1366.65
0,2015-06-12,광주,1353.61
0,2015-06-12,대전,1363.23
0,2015-06-12,울산,1355.44
0,2015-06-12,경기,1373.3
0,2015-06-12,강원,1372.2
0,2015-06-12,충북,1364.49
0,2015-06-12,충남,1368.26
0,2015-06-12,전북,1358.35
0,2015-06-12,전남,1359.55
0,2015-06-12,경북,1351.88
0,2015-06-12,경남,1356.14
0,2015-06-12,제주,1428.81
0,2015-06-12,세종,1367.31
0,2015-06-13,서울,1458.27
0,2015-06-13,부산,1363.57
0,2015-06-13,대구,1359.89
0,2015-06-13,인천,1365.67
0,2015-06-13,광주,1354.19
0,2015-06-13,대전,1363.49
0,2015-06-13,울산,1354.5
0,2015-06-13,경기,1373.26
0,2015-06-13,강원,1371.99
0,2015-06-13,충북,1364.67
0,2015-06-13,충남,1368.22
0,2015-06-13,전북,1358.76
0,2015-06-13,전남,1359.66
0,2015-06-13,경북,1352.25
0,2015-06-13,경남,1356.35
0,2015-06-13,제주,1429.87
0,2015-06-13,세종,1366.78
0,2015-06-14,서울,1458.07
0,2015-06-14,부산,1363.12
0,2015-06-14,대구,1360.18
0,2015-06-14,인천,1364.88
0,2015-06-14,광주,1354.21
0,2015-06-14,대전,1363.15
0,2015-06-14,울산,1353.68
0,2015-06-14,경기,1372.99
0,2015-06-14,강원,1371.96
0,2015-06-14,충북,1364.89
0,2015-06-14,충남,1368.02
0,2015-06-14,전북,1359.0
0,2015-06-14,전남,1359.61
0,2015-06-14,경북,1351.92
0,2015-06-14,경남,1356.4
0,2015-06-14,제주,1428.68
0,2015-06-14,세종,1366.78
0,2015-06-15,서울,1457.82
0,2015-06-15,부산,1364.19
0,2015-06-15,대구,1359.75
0,2015-06-15,인천,1365.26
0,2015-06-15,광주,1354.35
0,2015-06-15,대전,1363.72
0,2015-06-15,울산,1355.02
0,2015-06-15,경기,1373.72
0,2015-06-15,강원,1372.74
0,2015-06-15,충북,1365.15
0,2015-06-15,충남,1368.34
0,2015-06-15,전북,1359.22
0,2015-06-15,전남,1360.2
0,2015-06-15,경북,1352.88
0,2015-06-15,경남,1357.17
0,2015-06-15,제주,1428.15
0,2015-06-15,세종,1367.54
0,2015-06-16,서울,1458.48
0,2015-06-16,부산,1364.62
0,2015-06-16,대구,1359.81
0,2015-06-16,인천,1365.62
0,2015-06-16,광주,1355.97
0,2015-06-16,대전,1364.55
0,2015-06-16,울산,1356.3
0,2015-06-16,경기,1374.23
0,2015-06-16,강원,1373.04
0,2015-06-16,충북,1365.58
0,2015-06-16,충남,1368.69
0,2015-06-16,전북,1360.15
0,2015-06-16,전남,1360.41
0,2015-06-16,경북,1352.88
0,2015-06-16,경남,1357.65
0,2015-06-16,제주,1427.4
0,2015-06-16,세종,1367.31
0,2015-06-17,서울,1459.02
0,2015-06-17,부산,1364.98
0,2015-06-17,대구,1360.56
0,2015-06-17,인천,1366.17
0,2015-06-17,광주,1355.56
0,2015-06-17,대전,1364.4
0,2015-06-17,울산,1357.57
0,2015-06-17,경기,1374.34
0,2015-06-17,강원,1373.26
0,2015-06-17,충북,1365.8
0,2015-06-17,충남,1369.11
0,2015-06-17,전북,1360.34
0,2015-06-17,전남,1360.8
0,2015-06-17,경북,1353.03
0,2015-06-17,경남,1357.94
0,2015-06-17,제주,1425.11
0,2015-06-17,세종,1368.1
0,2015-06-18,서울,1459.39
0,2015-06-18,부산,1364.62
0,2015-06-18,대구,1359.87
0,2015-06-18,인천,1365.52
0,2015-06-18,광주,1355.48
0,2015-06-18,대전,1365.0
0,2015-06-18,울산,1357.77
0,2015-06-18,경기,1374.59
0,2015-06-18,강원,1373.46
0,2015-06-18,충북,1366.0
0,2015-06-18,충남,1369.38
0,2015-06-18,전북,1360.4
0,2015-06-18,전남,1360.88
0,2015-06-18,경북,1353.22
0,2015-06-18,경남,1358.02
0,2015-06-18,제주,1425.72
0,2015-06-18,세종,1367.98
0,2015-06-19,서울,1459.64
0,2015-06-19,부산,1364.55
0,2015-06-19,대구,1360.34
0,2015-06-19,인천,1365.33
0,2015-06-19,광주,1356.77
0,2015-06-19,대전,1365.47
0,2015-06-19,울산,1358.88
0,2015-06-19,경기,1374.8
0,2015-06-19,강원,1373.42
0,2015-06-19,충북,1366.24
0,2015-06-19,충남,1369.72
0,2015-06-19,전북,1360.1
0,2015-06-19,전남,1361.12
0,2015-06-19,경북,1353.52
0,2015-06-19,경남,1358.24
0,2015-06-19,제주,1424.93
0,2015-06-19,세종,1370.6
0,2015-06-20,서울,1459.85
0,2015-06-20,부산,1364.36
0,2015-06-20,대구,1360.2
0,2015-06-20,인천,1365.01
0,2015-06-20,광주,1356.55
0,2015-06-20,대전,1365.02
0,2015-06-20,울산,1359.08
0,2015-06-20,경기,1374.5
0,2015-06-20,강원,1373.72
0,2015-06-20,충북,1365.97
0,2015-06-20,충남,1369.85
0,2015-06-20,전북,1360.21
0,2015-06-20,전남,1361.33
0,2015-06-20,경북,1353.46
0,2015-06-20,경남,1358.47
0,2015-06-20,제주,1424.53
0,2015-06-20,세종,1368.6
0,2015-06-21,서울,1459.99
0,2015-06-21,부산,1364.02
0,2015-06-21,대구,1360.13
0,2015-06-21,인천,1364.18
0,2015-06-21,광주,1356.93
0,2015-06-21,대전,1364.81
0,2015-06-21,울산,1358.55
0,2015-06-21,경기,1374.35
0,2015-06-21,강원,1373.69
0,2015-06-21,충북,1365.94
0,2015-06-21,충남,1369.74
0,2015-06-21,전북,1360.29
0,2015-06-21,전남,1361.26
0,2015-06-21,경북,1353.02
0,2015-06-21,경남,1358.06
0,2015-06-21,제주,1425.08
0,2015-06-21,세종,1369.05
0,2015-06-22,서울,1460.22
0,2015-06-22,부산,1364.52
0,2015-06-22,대구,1359.57
0,2015-06-22,인천,1365.69
0,2015-06-22,광주,1356.56
0,2015-06-22,대전,1365.76
0,2015-06-22,울산,1360.39
0,2015-06-22,경기,1374.81
0,2015-06-22,강원,1373.98
0,2015-06-22,충북,1366.11
0,2015-06-22,충남,1370.02
0,2015-06-22,전북,1360.48
0,2015-06-22,전남,1361.33
0,2015-06-22,경북,1353.39
0,2015-06-22,경남,1358.81
0,2015-06-22,제주,1424.8
0,2015-06-22,세종,1369.3
0,2015-06-23,서울,1459.59
0,2015-06-23,부산,1364.67
0,2015-06-23,대구,1359.18
0,2015-06-23,인천,1364.9
0,2015-06-23,광주,1356.57
0,2015-06-23,대전,1365.23
0,2015-06-23,울산,1359.07
0,2015-06-23,경기,1374.51
0,2015-06-23,강원,1374.67
0,2015-06-23,충북,1366.11
0,2015-06-23,충남,1369.9
0,2015-06-23,전북,1360.13
0,2015-06-23,전남,1361.34
0,2015-06-23,경북,1353.05
0,2015-06-23,경남,1358.32
0,2015-06-23,제주,1424.59
0,2015-06-23,세종,1369.18
0,2015-06-24,서울,1459.3
