발표일자,지점명,지점코드,spi1,spi3,edi
2015-12-07,속초,90,2.64,1.17,1.11
2015-12-07,대관령,100,1.71,-0.37,-1.53
2015-12-07,춘천,101,2.17,0.58,-1.99
2015-12-07,강릉,105,2.25,0.33,0.00
2015-12-07,서울,108,1.68,0.40,-2.23
2015-12-07,인천,112,1.77,0.50,-2.23
2015-12-07,원주,114,2.07,0.28,-1.32
2015-12-07,수원,119,2.13,0.45,-1.70
2015-12-07,충주,127,1.75,0.09,-1.50
2015-12-07,서산,129,2.20,0.63,-0.99
2015-12-07,울진,130,2.03,0.14,-0.01
2015-12-07,청주,131,1.66,0.33,-1.64
2015-12-07,대전,133,1.78,0.45,-1.32
2015-12-07,추풍령,135,1.91,0.42,-0.94
2015-12-07,포항,138,1.65,-0.04,-0.44
2015-12-07,군산,140,1.80,0.80,-0.69
2015-12-07,대구,143,1.19,-0.43,-0.50
2015-12-07,전주,146,1.52,0.33,-1.38
2015-12-07,울산,152,1.37,0.01,-0.57
2015-12-07,광주,156,1.67,0.41,-0.52
2015-12-07,부산,159,1.35,0.73,-0.30
2015-12-07,통영,162,1.13,0.52,-0.14
2015-12-07,목포,165,1.48,0.43,-0.30
2015-12-07,여수,168,0.87,-0.15,-0.72
2015-12-07,완도,170,0.87,0.09,-0.18
2015-12-07,제주,184,1.63,0.27,0.53
2015-12-07,성산,188,1.72,1.01,1.20
2015-12-07,서귀포,189,1.72,1.38,1.30
2015-12-07,진주,192,1.40,-0.04,-0.48
2015-12-07,강화,201,1.92,0.44,-2.65
2015-12-07,양평,202,2.13,0.43,-2.14
2015-12-07,이천,203,2.24,0.56,-1.41
2015-12-07,인제,211,2.16,0.40,-1.76
2015-12-07,홍천,212,2.09,0.25,-2.39
2015-12-07,제천,221,1.88,0.17,-1.67
2015-12-07,보은,226,1.76,0.34,-1.12
2015-12-07,천안,232,1.97,0.35,-1.39
2015-12-07,보령,235,1.90,0.67,-1.31
2015-12-07,부여,236,1.64,0.50,-1.21
2015-12-07,금산,238,1.65,0.43,-1.09
2015-12-07,부안,243,1.49,0.39,-0.76
2015-12-07,임실,244,1.53,0.45,-1.11
2015-12-07,정읍,245,1.37,0.49,-0.79
2015-12-07,남원,247,1.50,0.35,-0.97
2015-12-07,장흥,260,0.91,-0.02,-0.86
2015-12-07,해남,261,0.80,-0.12,-0.57
2015-12-07,고흥,262,0.66,-0.16,-0.48
2015-12-07,영주,272,1.66,-0.13,-1.32
2015-12-07,문경,273,1.91,0.29,-1.26
2015-12-07,영덕,277,2.10,0.41,0.06
2015-12-07,의성,278,1.54,-0.35,-1.36
2015-12-07,구미,279,1.58,-0.27,-0.83
2015-12-07,영천,281,1.32,-0.18,-0.66
2015-12-07,거창,284,1.60,0.03,-0.60
2015-12-07,합천,285,1.41,-0.25,-0.58
2015-12-07,밀양,288,1.06,-0.08,-0.72
2015-12-07,산청,289,1.36,-0.20,-0.38
2015-12-07,거제,294,1.51,0.71,-0.07
2015-12-07,남해,295,1.35,0.17,-0.32
