발표일자,지점명,지점코드,spi1,spi3,edi
2016-03-06,속초,90,0.21,-0.89,-0.42
2016-03-06,대관령,100,0.09,-0.79,-1.74
2016-03-06,춘천,101,1.85,1.10,-2.09
2016-03-06,강릉,105,0.00,-0.43,-0.77
2016-03-06,서울,108,1.54,0.77,-2.53
2016-03-06,인천,112,1.69,0.93,-2.64
2016-03-06,원주,114,1.49,0.62,-1.62
2016-03-06,수원,119,1.78,1.27,-1.99
2016-03-06,충주,127,0.99,0.34,-1.65
2016-03-06,서산,129,1.54,1.09,-1.37
2016-03-06,울진,130,0.18,-0.59,-0.68
2016-03-06,청주,131,0.75,0.26,-2.06
2016-03-06,대전,133,1.05,0.61,-1.58
2016-03-06,추풍령,135,1.39,1.20,-0.81
2016-03-06,포항,138,0.12,0.51,-0.41
2016-03-06,군산,140,0.81,1.02,-0.41
2016-03-06,대구,143,0.88,1.04,-0.28
2016-03-06,전주,146,1.27,1.14,-1.77
2016-03-06,울산,152,0.71,1.04,0.43
2016-03-06,광주,156,1.00,1.26,0.01
2016-03-06,부산,159,1.13,1.37,0.74
2016-03-06,통영,162,1.61,1.90,1.34
2016-03-06,목포,165,0.78,1.84,0.65
2016-03-06,여수,168,1.21,1.46,0.23
2016-03-06,완도,170,0.99,1.83,0.64
2016-03-06,제주,184,0.19,1.55,0.71
2016-03-06,성산,188,1.69,2.29,3.32
2016-03-06,서귀포,189,1.63,1.88,1.92
2016-03-06,진주,192,1.64,1.68,0.58
2016-03-06,강화,201,1.92,1.12,-3.07
2016-03-06,양평,202,0.76,-0.11,-2.66
2016-03-06,이천,203,1.75,1.19,-1.65
2016-03-06,인제,211,1.68,0.82,-2.06
2016-03-06,홍천,212,1.25,0.43,-2.48
2016-03-06,제천,221,1.35,0.71,-1.67
2016-03-06,보은,226,1.22,0.78,-1.29
2016-03-06,천안,232,0.97,0.37,-1.90
2016-03-06,보령,235,1.15,0.84,-1.59
2016-03-06,부여,236,0.85,0.60,-1.37
2016-03-06,금산,238,1.29,0.81,-1.13
2016-03-06,부안,243,1.08,1.58,-0.47
2016-03-06,임실,244,1.28,1.31,-1.17
2016-03-06,정읍,245,1.32,1.57,-0.81
2016-03-06,남원,247,1.57,1.40,-0.03
2016-03-06,장흥,260,1.23,1.67,-0.07
2016-03-06,해남,261,0.92,1.48,0.20
2016-03-06,고흥,262,0.99,1.33,0.11
2016-03-06,영주,272,1.26,0.77,-1.41
2016-03-06,문경,273,1.19,0.88,-1.24
2016-03-06,영덕,277,0.04,-0.26,-0.72
2016-03-06,의성,278,1.11,0.66,-1.62
2016-03-06,구미,279,1.06,1.12,-0.93
2016-03-06,영천,281,1.13,1.15,-0.51
2016-03-06,거창,284,1.23,1.25,-0.06
2016-03-06,합천,285,1.35,1.49,-0.08
2016-03-06,밀양,288,1.37,1.53,0.23
2016-03-06,산청,289,1.18,1.28,-0.08
2016-03-06,거제,294,1.34,1.69,0.87
2016-03-06,남해,295,1.57,1.68,0.91
