발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2013-08-12,속초,90,0.51,-0.15,104.60,-0.59
2013-08-12,철원,95,-,-,100.00,-
2013-08-12,대관령,100,0.58,-0.04,106.00,-0.68
2013-08-12,춘천,101,1.29,1.46,165.80,1.39
2013-08-12,강릉,105,0.42,-0.58,97.90,-0.89
2013-08-12,서울,108,0.72,0.78,119.50,0.21
2013-08-12,인천,112,0.54,0.49,109.30,0.02
2013-08-12,원주,114,1.58,1.32,174.70,1.14
2013-08-12,수원,119,0.61,0.40,115.70,0.20
2013-08-12,충주,127,0.33,-0.09,97.60,-0.19
2013-08-12,서산,129,-0.12,-0.49,72.40,-0.69
2013-08-12,울진,130,0.34,0.24,80.10,-0.44
2013-08-12,청주,131,-0.01,0.59,87.60,0.24
2013-08-12,대전,133,-0.31,-0.16,65.70,-0.40
2013-08-12,추풍령,135,-0.83,-0.56,53.70,-0.71
2013-08-12,안동,136,-,-,52.05,-
2013-08-12,포항,138,-1.06,-0.47,24.90,-0.79
2013-08-12,군산,140,-0.30,-0.25,75.20,-0.33
2013-08-12,대구,143,-0.47,0.24,69.60,0.02
2013-08-12,전주,146,0.28,0.21,100.60,0.18
2013-08-12,울산,152,-2.00,-0.75,15.20,-1.01
2013-08-12,창원,155,-,-,11.10,-
2013-08-12,광주,156,-1.23,-0.23,37.50,-0.61
2013-08-12,부산,159,-2.29,-0.50,4.70,-0.91
2013-08-12,통영,162,-3.09,-0.14,4.20,-0.81
2013-08-12,목포,165,-1.44,-0.19,23.70,-0.69
2013-08-12,여수,168,-1.50,-0.63,17.90,-0.97
2013-08-12,완도,170,-2.02,-0.36,5.20,-0.86
2013-08-12,제주,184,-2.05,-1.62,11.30,-1.23
2013-08-12,고산,185,-,-,9.42,-
2013-08-12,성산,188,-2.00,-1.56,4.90,-1.58
2013-08-12,서귀포,189,-2.25,-3.09,2.40,-1.73
2013-08-12,진주,192,-1.34,-0.22,25.00,-0.82
2013-08-12,강화,201,0.49,0.72,105.40,0.23
2013-08-12,양평,202,1.40,1.21,171.20,0.96
2013-08-12,이천,203,1.15,0.83,148.00,0.51
2013-08-12,인제,211,1.22,1.21,159.50,1.09
2013-08-12,홍천,212,0.93,0.71,130.10,0.09
2013-08-12,태백,216,-,-,66.57,-
2013-08-12,제천,221,1.07,0.67,147.70,0.56
2013-08-12,보은,226,-0.45,-0.11,65.30,-0.38
2013-08-12,천안,232,0.61,0.30,116.30,-0.01
2013-08-12,보령,235,-0.17,0.27,71.50,0.01
2013-08-12,부여,236,-0.13,0.13,76.60,-0.20
2013-08-12,금산,238,-0.67,-0.62,62.70,-0.71
2013-08-12,부안,243,-0.62,-0.02,64.80,-0.33
2013-08-12,임실,244,0.14,0.49,97.90,0.27
2013-08-12,정읍,245,-1.44,-0.43,36.50,-0.75
2013-08-12,남원,247,-0.66,0.20,60.90,-0.11
2013-08-12,장수,248,-,-,93.71,-
2013-08-12,장흥,260,-1.25,-0.50,33.50,-0.92
2013-08-12,해남,261,-1.83,-0.69,6.60,-1.07
2013-08-12,고흥,262,-1.54,-0.55,12.60,-0.99
2013-08-12,봉화,271,-,-,69.10,-
2013-08-12,영주,272,-0.73,0.03,49.10,-0.47
2013-08-12,문경,273,-0.17,0.41,73.60,-0.08
2013-08-12,영덕,277,-1.39,-0.47,28.90,-0.83
2013-08-12,의성,278,-0.83,-0.19,47.70,-0.58
2013-08-12,구미,279,-0.22,-0.18,79.60,-0.26
2013-08-12,영천,281,-0.23,0.16,73.20,-0.09
2013-08-12,거창,284,-0.94,-0.53,45.70,-0.76
2013-08-12,합천,285,-0.56,0.20,60.60,-0.16
2013-08-12,밀양,288,-0.75,-0.22,52.80,-0.55
2013-08-12,산청,289,-1.36,-0.34,20.70,-0.80
2013-08-12,거제,294,-3.09,-0.95,2.50,-1.13
2013-08-12,남해,295,-1.68,-0.51,5.50,-0.97
