발표일자,지점명,지점코드,spi1,spi3,edi
2015-11-21,속초,90,2.09,0.01,0.50
2015-11-21,대관령,100,1.17,0.20,-1.49
2015-11-21,춘천,101,1.89,-0.58,-2.01
2015-11-21,강릉,105,1.49,0.12,-0.61
2015-11-21,서울,108,1.63,-0.47,-2.26
2015-11-21,인천,112,1.86,-0.41,-2.29
2015-11-21,원주,114,2.00,-0.47,-1.36
2015-11-21,수원,119,1.71,-0.76,-2.09
2015-11-21,충주,127,1.75,-0.76,-1.55
2015-11-21,서산,129,2.17,-0.47,-1.22
2015-11-21,울진,130,1.29,-0.44,-0.56
2015-11-21,청주,131,1.89,-0.53,-1.71
2015-11-21,대전,133,1.95,-0.26,-1.24
2015-11-21,추풍령,135,2.07,0.06,-0.83
2015-11-21,포항,138,1.45,0.11,-0.24
2015-11-21,군산,140,1.90,0.03,-0.77
2015-11-21,대구,143,1.36,-0.17,-0.25
2015-11-21,전주,146,1.68,-0.53,-1.50
2015-11-21,울산,152,1.09,0.18,-0.41
2015-11-21,광주,156,1.75,-0.26,-0.49
2015-11-21,부산,159,1.25,0.36,0.00
2015-11-21,통영,162,1.06,0.09,0.14
2015-11-21,목포,165,1.56,0.03,-0.07
2015-11-21,여수,168,0.79,-0.54,-0.57
2015-11-21,완도,170,0.78,-0.22,0.02
2015-11-21,제주,184,1.19,-0.04,0.59
2015-11-21,성산,188,1.63,0.65,1.94
2015-11-21,서귀포,189,1.49,1.02,1.67
2015-11-21,진주,192,1.49,-0.05,-0.24
2015-11-21,강화,201,1.65,-0.29,-2.63
2015-11-21,양평,202,1.93,-0.36,-2.22
2015-11-21,이천,203,2.20,-0.56,-1.54
2015-11-21,인제,211,1.70,-0.27,-1.82
2015-11-21,홍천,212,1.77,-0.27,-2.33
2015-11-21,제천,221,1.81,-0.55,-1.60
2015-11-21,보은,226,1.86,-0.12,-1.14
2015-11-21,천안,232,2.10,-0.52,-1.53
2015-11-21,보령,235,2.20,-0.38,-1.41
2015-11-21,부여,236,1.70,-0.34,-1.25
2015-11-21,금산,238,1.86,-0.18,-1.00
2015-11-21,부안,243,2.46,-0.21,-0.79
2015-11-21,임실,244,1.11,-0.40,-1.34
2015-11-21,정읍,245,1.65,-0.63,-0.94
2015-11-21,남원,247,1.18,-0.38,-1.11
2015-11-21,장흥,260,0.86,-0.47,-0.69
2015-11-21,해남,261,0.93,-0.50,-0.39
2015-11-21,고흥,262,0.59,-0.50,-0.31
2015-11-21,영주,272,1.60,-0.45,-1.25
2015-11-21,문경,273,2.09,-0.15,-1.21
2015-11-21,영덕,277,1.64,0.15,-0.37
2015-11-21,의성,278,1.60,-0.41,-1.22
2015-11-21,구미,279,1.59,-0.09,-0.69
2015-11-21,영천,281,1.44,-0.05,-0.40
2015-11-21,거창,284,1.64,-0.26,-0.45
2015-11-21,합천,285,1.45,-0.32,-0.41
2015-11-21,밀양,288,1.18,-0.08,-0.55
2015-11-21,산청,289,1.49,-0.30,-0.19
2015-11-21,거제,294,1.41,0.32,0.18
2015-11-21,남해,295,1.45,-0.18,-0.04
