발표일자,지점명,지점코드,spi1,spi3,edi
2015-11-20,속초,90,2.12,-0.02,0.58
2015-11-20,대관령,100,1.13,0.19,-1.47
2015-11-20,춘천,101,1.92,-0.62,-1.98
2015-11-20,강릉,105,1.50,0.11,-0.57
2015-11-20,서울,108,1.63,-0.50,-2.24
2015-11-20,인천,112,1.89,-0.43,-2.25
2015-11-20,원주,114,2.06,-0.52,-1.33
2015-11-20,수원,119,1.74,-0.79,-2.04
2015-11-20,충주,127,1.57,-0.79,-1.54
2015-11-20,서산,129,2.19,-0.49,-1.17
2015-11-20,울진,130,1.22,-0.46,-0.52
2015-11-20,청주,131,1.67,-0.54,-1.71
2015-11-20,대전,133,1.82,-0.27,-1.25
2015-11-20,추풍령,135,2.02,0.03,-0.82
2015-11-20,포항,138,1.42,0.09,-0.21
2015-11-20,군산,140,1.87,0.00,-0.76
2015-11-20,대구,143,1.32,-0.20,-0.23
2015-11-20,전주,146,1.64,-0.56,-1.50
2015-11-20,울산,152,1.05,0.16,-0.38
2015-11-20,광주,156,1.74,-0.32,-0.47
2015-11-20,부산,159,1.19,0.32,0.03
2015-11-20,통영,162,1.02,0.03,0.18
2015-11-20,목포,165,1.52,-0.02,-0.05
2015-11-20,여수,168,0.72,-0.59,-0.56
2015-11-20,완도,170,0.78,-0.27,-0.02
2015-11-20,제주,184,1.15,-0.13,0.47
2015-11-20,성산,188,1.63,0.56,1.71
2015-11-20,서귀포,189,1.46,0.91,1.60
2015-11-20,진주,192,1.36,-0.09,-0.22
2015-11-20,강화,201,1.66,-0.32,-2.59
2015-11-20,양평,202,1.98,-0.39,-2.19
2015-11-20,이천,203,2.27,-0.60,-1.51
2015-11-20,인제,211,1.73,-0.30,-1.80
2015-11-20,홍천,212,1.81,-0.30,-2.32
2015-11-20,제천,221,1.69,-0.60,-1.58
2015-11-20,보은,226,1.61,-0.17,-1.15
2015-11-20,천안,232,2.02,-0.53,-1.50
2015-11-20,보령,235,2.19,-0.40,-1.38
2015-11-20,부여,236,1.63,-0.39,-1.22
2015-11-20,금산,238,1.75,-0.21,-1.01
2015-11-20,부안,243,2.41,-0.25,-0.77
2015-11-20,임실,244,1.08,-0.43,-1.34
2015-11-20,정읍,245,1.60,-0.68,-0.91
2015-11-20,남원,247,1.14,-0.43,-1.11
2015-11-20,장흥,260,0.85,-0.49,-0.69
2015-11-20,해남,261,0.89,-0.55,-0.42
2015-11-20,고흥,262,0.56,-0.57,-0.31
2015-11-20,영주,272,1.43,-0.51,-1.25
2015-11-20,문경,273,1.80,-0.18,-1.22
2015-11-20,영덕,277,1.56,0.13,-0.33
2015-11-20,의성,278,1.57,-0.45,-1.19
2015-11-20,구미,279,1.51,-0.14,-0.67
2015-11-20,영천,281,1.41,-0.10,-0.37
2015-11-20,거창,284,1.63,-0.30,-0.43
2015-11-20,합천,285,1.38,-0.35,-0.39
2015-11-20,밀양,288,1.16,-0.09,-0.53
2015-11-20,산청,289,1.42,-0.34,-0.17
2015-11-20,거제,294,1.35,0.26,0.21
2015-11-20,남해,295,1.34,-0.24,-0.02
