발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2019-06-03,속초,90,-2.06,-0.92,5.60,-0.77
2019-06-03,철원,95,-1.57,-1.94,22.70,-1.69
2019-06-03,대관령,100,-2.60,-1.65,4.50,-1.25
2019-06-03,춘천,101,-1.53,-1.32,25.20,-1.32
2019-06-03,강릉,105,-2.41,-1.00,4.90,-1.22
2019-06-03,서울,108,-1.04,-1.32,34.40,-1.47
2019-06-03,인천,112,-1.11,-1.31,32.50,-1.64
2019-06-03,원주,114,-2.42,-1.76,10.70,-1.90
2019-06-03,수원,119,-1.36,-1.28,26.40,-1.62
2019-06-03,충주,127,-1.83,-1.37,17.20,-1.36
2019-06-03,서산,129,-1.63,-1.46,18.60,-1.99
2019-06-03,울진,130,-1.32,-0.32,24.50,-0.28
2019-06-03,청주,131,-1.64,-1.48,22.60,-1.71
2019-06-03,대전,133,-1.24,-0.86,36.00,-0.86
2019-06-03,추풍령,135,-0.69,-0.51,54.30,-0.40
2019-06-03,안동,136,-0.60,-0.50,55.20,-0.52
2019-06-03,포항,138,-1.74,-1.32,17.60,-0.80
2019-06-03,군산,140,-0.85,-0.77,48.80,-0.57
2019-06-03,대구,143,-1.54,-1.05,32.10,-0.56
2019-06-03,전주,146,-0.97,-0.68,48.40,-0.90
2019-06-03,울산,152,-1.26,-1.33,32.20,-0.85
2019-06-03,창원,155,0.07,-0.65,88.90,-0.55
2019-06-03,광주,156,-0.15,-0.55,77.50,-0.53
2019-06-03,부산,159,-0.78,-1.10,48.00,-0.83
2019-06-03,통영,162,-0.51,-0.84,59.50,-0.38
2019-06-03,목포,165,0.67,0.19,130.70,0.46
2019-06-03,여수,168,-0.01,-0.41,87.40,-0.38
2019-06-03,완도,170,0.69,-0.06,138.10,0.19
2019-06-03,제주,184,-0.88,-1.28,45.50,-0.84
2019-06-03,고산,185,0.29,-0.96,120.50,-0.45
2019-06-03,성산,188,0.93,0.44,153.50,0.70
2019-06-03,서귀포,189,1.24,0.02,185.70,0.65
2019-06-03,진주,192,0.13,-0.37,100.00,-0.09
2019-06-03,강화,201,-0.94,-1.60,37.80,-1.82
2019-06-03,양평,202,-1.49,-1.18,25.10,-1.28
2019-06-03,이천,203,-1.84,-1.38,18.10,-1.40
2019-06-03,인제,211,-2.01,-1.58,12.20,-1.38
2019-06-03,홍천,212,-2.02,-1.35,13.70,-1.34
2019-06-03,태백,216,-1.26,-1.38,28.20,-1.23
2019-06-03,제천,221,-1.64,-1.29,24.90,-1.50
2019-06-03,보은,226,-0.99,-0.57,44.20,-0.50
2019-06-03,천안,232,-1.84,-1.66,17.30,-1.81
2019-06-03,보령,235,-1.28,-1.26,34.80,-1.49
2019-06-03,부여,236,-1.03,-1.05,42.90,-1.09
2019-06-03,금산,238,-0.83,-0.70,47.90,-0.63
2019-06-03,부안,243,-0.45,-0.30,66.10,-0.49
2019-06-03,임실,244,-0.46,-0.74,67.70,-0.62
2019-06-03,정읍,245,-0.62,-0.70,56.30,-0.86
2019-06-03,남원,247,-0.75,-0.95,49.90,-0.82
2019-06-03,장수,248,-0.52,-0.63,66.60,-0.52
2019-06-03,장흥,260,0.32,-0.21,108.30,-0.11
2019-06-03,해남,261,0.08,-0.64,88.80,-0.51
2019-06-03,고흥,262,0.09,-0.50,95.20,-0.44
2019-06-03,봉화,271,-0.94,-1.17,47.40,-1.07
2019-06-03,영주,272,-0.68,-0.82,51.30,-0.55
2019-06-03,문경,273,-0.77,-0.55,53.70,-0.42
2019-06-03,영덕,277,-1.07,-0.76,32.70,-0.37
2019-06-03,의성,278,-0.82,-0.62,50.70,-0.67
2019-06-03,구미,279,-0.34,-0.11,69.20,-0.02
2019-06-03,영천,281,-1.72,-1.36,26.70,-1.09
2019-06-03,거창,284,-0.29,-0.31,71.00,-0.44
2019-06-03,합천,285,-0.56,-0.38,65.40,-0.19
2019-06-03,밀양,288,-1.07,-1.28,44.20,-0.85
2019-06-03,산청,289,0.41,0.00,110.80,0.10
2019-06-03,거제,294,-0.10,-0.57,76.30,-0.28
2019-06-03,남해,295,0.30,-0.25,106.30,0.07
