발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2016-06-07,속초,90,-0.80,-0.99,29.60,-0.99
2016-06-07,대관령,100,-1.10,-1.48,30.10,-1.96
2016-06-07,춘천,101,-0.25,-0.05,64.10,-0.29
2016-06-07,강릉,105,-0.84,-1.21,36.40,-1.29
2016-06-07,서울,108,0.32,0.15,100.20,-0.07
2016-06-07,인천,112,0.29,0.37,97.20,0.27
2016-06-07,원주,114,-0.20,-0.76,69.80,-1.35
2016-06-07,수원,119,0.27,0.24,102.10,0.41
2016-06-07,충주,127,-0.41,-0.43,64.90,-1.12
2016-06-07,서산,129,0.14,0.17,94.50,0.22
2016-06-07,울진,130,-1.37,-0.68,20.90,-1.02
2016-06-07,청주,131,-0.27,0.16,73.30,-0.39
2016-06-07,대전,133,-0.34,0.18,66.40,-0.21
2016-06-07,추풍령,135,-0.44,0.20,63.10,0.17
2016-06-07,포항,138,-0.67,0.02,48.40,-0.06
2016-06-07,군산,140,-0.26,0.72,75.40,0.65
2016-06-07,대구,143,-0.27,0.50,71.70,0.45
2016-06-07,전주,146,-0.19,0.16,78.80,0.10
2016-06-07,울산,152,-0.72,0.48,52.00,0.34
2016-06-07,광주,156,0.05,0.65,93.60,0.90
2016-06-07,부산,159,-0.74,-0.21,53.20,0.16
2016-06-07,통영,162,-0.85,0.25,49.10,0.79
2016-06-07,목포,165,-0.18,1.10,83.60,1.45
2016-06-07,여수,168,-0.58,0.95,64.50,0.88
2016-06-07,완도,170,-1.00,0.21,45.20,0.71
2016-06-07,제주,184,0.75,0.31,135.50,0.92
2016-06-07,성산,188,-0.28,0.93,75.00,2.22
2016-06-07,서귀포,189,-0.56,-0.05,62.70,0.85
2016-06-07,진주,192,-0.53,1.13,67.30,1.48
2016-06-07,강화,201,0.13,0.69,90.00,0.54
2016-06-07,양평,202,-0.12,-0.25,71.90,-0.70
2016-06-07,이천,203,-0.40,-0.48,65.80,-0.48
2016-06-07,인제,211,-0.12,-0.15,62.80,-0.44
2016-06-07,홍천,212,-0.15,-0.49,66.70,-2.43
2016-06-07,제천,221,-0.65,-0.49,51.90,-1.02
2016-06-07,보은,226,-0.31,0.24,65.20,0.02
2016-06-07,천안,232,0.01,0.33,89.10,0.00
2016-06-07,보령,235,0.33,0.50,110.20,0.50
2016-06-07,부여,236,-0.18,0.54,75.10,0.20
2016-06-07,금산,238,-0.49,0.32,63.50,0.06
2016-06-07,부안,243,-0.15,0.82,84.20,0.89
2016-06-07,임실,244,-0.02,0.83,90.30,0.89
2016-06-07,정읍,245,0.36,1.06,105.10,1.08
2016-06-07,남원,247,0.25,0.41,97.70,0.50
2016-06-07,장흥,260,-0.21,0.47,79.80,0.82
2016-06-07,해남,261,-0.11,0.17,84.40,0.60
2016-06-07,고흥,262,-0.58,0.37,67.60,0.64
2016-06-07,영주,272,-1.00,0.07,37.20,-0.28
2016-06-07,문경,273,-0.97,0.05,40.70,-0.16
2016-06-07,영덕,277,-0.97,-0.03,33.70,-0.33
2016-06-07,의성,278,-0.32,0.47,75.60,0.06
2016-06-07,구미,279,-0.17,0.60,77.60,0.38
2016-06-07,영천,281,-0.36,0.62,70.40,0.74
2016-06-07,거창,284,-0.41,0.18,68.50,0.24
2016-06-07,합천,285,-0.25,0.96,78.30,0.99
2016-06-07,밀양,288,-0.44,0.56,64.20,0.73
2016-06-07,산청,289,-0.37,0.79,69.10,0.73
2016-06-07,거제,294,-0.51,0.18,61.80,0.46
2016-06-07,남해,295,-0.86,1.10,54.90,1.21
