발표일자,지점명,지점코드,spi1,spi3,edi
2016-02-16,속초,90,-0.05,0.93,0.23
2016-02-16,대관령,100,-0.56,-0.09,-1.74
2016-02-16,춘천,101,1.50,1.20,-1.79
2016-02-16,강릉,105,0.27,0.68,-0.56
2016-02-16,서울,108,1.20,0.89,-2.30
2016-02-16,인천,112,1.23,0.98,-2.33
2016-02-16,원주,114,0.57,0.46,-1.52
2016-02-16,수원,119,1.27,1.59,-1.52
2016-02-16,충주,127,0.54,0.58,-1.53
2016-02-16,서산,129,1.56,1.67,-0.94
2016-02-16,울진,130,-0.61,0.61,-0.78
2016-02-16,청주,131,0.58,0.62,-1.79
2016-02-16,대전,133,0.54,0.33,-1.48
2016-02-16,추풍령,135,0.51,0.65,-1.01
2016-02-16,포항,138,0.70,0.62,-0.18
2016-02-16,군산,140,1.80,1.73,0.06
2016-02-16,대구,143,0.96,0.66,-0.04
2016-02-16,전주,146,0.55,1.00,-1.54
2016-02-16,울산,152,1.55,1.13,0.34
2016-02-16,광주,156,1.85,1.56,0.18
2016-02-16,부산,159,2.09,1.29,1.09
2016-02-16,통영,162,2.87,1.82,2.18
2016-02-16,목포,165,2.43,1.95,1.44
2016-02-16,여수,168,2.15,1.45,0.81
2016-02-16,완도,170,2.23,1.71,1.47
2016-02-16,제주,184,2.17,2.04,1.55
2016-02-16,성산,188,2.84,2.14,3.83
2016-02-16,서귀포,189,2.36,1.86,3.68
2016-02-16,진주,192,1.90,1.49,0.94
2016-02-16,강화,201,1.35,0.98,-2.77
2016-02-16,양평,202,0.41,0.65,-2.38
2016-02-16,이천,203,0.79,1.10,-1.45
2016-02-16,인제,211,1.30,0.77,-1.83
2016-02-16,홍천,212,0.77,0.41,-2.39
2016-02-16,제천,221,1.18,0.82,-1.40
2016-02-16,보은,226,0.52,0.50,-1.22
2016-02-16,천안,232,0.69,0.91,-1.57
2016-02-16,보령,235,1.11,1.58,-1.21
2016-02-16,부여,236,0.92,1.05,-1.12
2016-02-16,금산,238,0.60,0.42,-1.13
2016-02-16,부안,243,1.74,1.66,0.07
2016-02-16,임실,244,1.28,1.42,-1.01
2016-02-16,정읍,245,1.54,1.46,-0.51
2016-02-16,남원,247,1.35,1.27,-0.80
2016-02-16,장흥,260,2.32,1.57,0.29
2016-02-16,해남,261,1.54,1.27,0.23
2016-02-16,고흥,262,2.28,1.21,0.66
2016-02-16,영주,272,1.12,0.80,-1.16
2016-02-16,문경,273,0.71,0.87,-1.23
2016-02-16,영덕,277,-0.14,0.95,-0.36
2016-02-16,의성,278,0.37,0.08,-1.47
2016-02-16,구미,279,0.75,0.88,-0.71
2016-02-16,영천,281,0.86,0.57,-0.40
2016-02-16,거창,284,1.26,1.24,0.01
2016-02-16,합천,285,1.51,1.20,0.13
2016-02-16,밀양,288,1.72,1.03,0.17
2016-02-16,산청,289,1.66,1.20,0.31
2016-02-16,거제,294,2.45,1.81,1.72
2016-02-16,남해,295,2.23,1.75,1.80
