발표일자,지점명,지점코드,spi1,spi3,edi
2014-10-31,속초,90,-0.33,-0.06,-1.24
2014-10-31,대관령,100,0.94,0.09,-0.94
2014-10-31,춘천,101,0.74,-0.55,-1.93
2014-10-31,강릉,105,0.42,0.48,-0.29
2014-10-31,서울,108,0.50,-0.48,-1.55
2014-10-31,인천,112,0.64,-0.61,-1.45
2014-10-31,원주,114,1.32,-0.04,-1.42
2014-10-31,수원,119,0.95,0.16,-0.66
2014-10-31,충주,127,1.51,0.53,-0.36
2014-10-31,서산,129,1.16,0.17,-0.57
2014-10-31,울진,130,1.31,1.19,0.85
2014-10-31,청주,131,1.19,0.07,-0.83
2014-10-31,대전,133,1.35,0.12,-0.39
2014-10-31,추풍령,135,1.08,0.93,-0.03
2014-10-31,포항,138,1.00,1.18,0.57
2014-10-31,군산,140,0.64,0.53,-0.27
2014-10-31,대구,143,0.90,1.10,0.33
2014-10-31,전주,146,0.70,0.51,-0.18
2014-10-31,울산,152,0.85,1.46,0.66
2014-10-31,광주,156,0.72,0.53,-0.07
2014-10-31,부산,159,1.18,1.64,0.91
2014-10-31,통영,162,1.43,1.72,1.13
2014-10-31,목포,165,0.72,0.30,-0.43
2014-10-31,여수,168,1.15,1.64,0.79
2014-10-31,완도,170,0.11,1.23,0.65
2014-10-31,제주,184,0.34,0.51,-0.04
2014-10-31,성산,188,1.26,0.82,0.60
2014-10-31,서귀포,189,-0.31,1.01,0.82
2014-10-31,진주,192,1.60,1.30,0.77
2014-10-31,강화,201,0.68,-1.06,-2.06
2014-10-31,양평,202,0.76,-0.39,-1.58
2014-10-31,이천,203,1.29,-0.29,-1.43
2014-10-31,인제,211,0.95,-0.10,-1.35
2014-10-31,홍천,212,0.52,-0.51,-1.79
2014-10-31,제천,221,1.43,0.28,-0.96
2014-10-31,보은,226,1.62,0.49,-0.11
2014-10-31,천안,232,1.07,0.09,-0.25
2014-10-31,보령,235,1.48,0.09,-0.33
2014-10-31,부여,236,0.95,0.23,-0.36
2014-10-31,금산,238,1.11,0.93,-0.16
2014-10-31,부안,243,0.20,0.69,-0.27
2014-10-31,임실,244,1.06,0.58,0.24
2014-10-31,정읍,245,1.10,0.70,0.17
2014-10-31,남원,247,0.56,0.55,-0.10
2014-10-31,장흥,260,0.20,1.03,0.31
2014-10-31,해남,261,0.46,0.44,-0.52
2014-10-31,고흥,262,0.83,1.45,1.08
2014-10-31,영주,272,1.73,1.23,0.41
2014-10-31,문경,273,1.88,0.70,-0.18
2014-10-31,영덕,277,1.58,1.39,0.96
2014-10-31,의성,278,1.02,1.10,-0.17
2014-10-31,구미,279,0.99,1.13,0.66
2014-10-31,영천,281,1.26,1.69,1.02
2014-10-31,거창,284,0.86,0.87,0.08
2014-10-31,합천,285,1.08,1.01,0.32
2014-10-31,밀양,288,0.89,1.19,0.31
2014-10-31,산청,289,1.03,1.03,0.20
2014-10-31,거제,294,0.98,1.88,1.05
2014-10-31,남해,295,1.10,1.55,0.80
