발표일자,지점명,지점코드,spi1,spi3,edi
2015-11-24,속초,90,2.52,0.36,1.64
2015-11-24,대관령,100,1.35,-0.75,-1.46
2015-11-24,춘천,101,2.24,-0.41,-1.87
2015-11-24,강릉,105,1.95,-0.14,0.42
2015-11-24,서울,108,1.76,-0.33,-2.23
2015-11-24,인천,112,1.99,-0.28,-2.24
2015-11-24,원주,114,2.21,-0.22,-1.24
2015-11-24,수원,119,2.04,-0.57,-1.96
2015-11-24,충주,127,2.01,-0.65,-1.50
2015-11-24,서산,129,2.40,-0.35,-1.14
2015-11-24,울진,130,1.54,-0.82,-0.35
2015-11-24,청주,131,2.18,-0.57,-1.62
2015-11-24,대전,133,2.11,-0.24,-1.20
2015-11-24,추풍령,135,2.20,0.00,-0.81
2015-11-24,포항,138,1.61,-0.16,-0.20
2015-11-24,군산,140,2.01,0.17,-0.72
2015-11-24,대구,143,1.50,-0.37,-0.31
2015-11-24,전주,146,1.65,-0.38,-1.52
2015-11-24,울산,152,1.23,0.10,-0.40
2015-11-24,광주,156,1.77,-0.15,-0.57
2015-11-24,부산,159,1.32,0.41,-0.07
2015-11-24,통영,162,1.15,0.11,0.04
2015-11-24,목포,165,1.62,0.08,-0.19
2015-11-24,여수,168,0.88,-0.46,-0.60
2015-11-24,완도,170,0.88,-0.17,-0.07
2015-11-24,제주,184,1.38,-0.10,0.45
2015-11-24,성산,188,1.69,0.64,1.61
2015-11-24,서귀포,189,1.61,1.12,1.52
2015-11-24,진주,192,1.61,0.08,-0.29
2015-11-24,강화,201,1.72,-0.15,-2.65
2015-11-24,양평,202,2.26,-0.10,-2.13
2015-11-24,이천,203,2.36,-0.30,-1.42
2015-11-24,인제,211,2.31,-0.29,-1.77
2015-11-24,홍천,212,2.23,-0.07,-2.28
2015-11-24,제천,221,2.14,-0.40,-1.57
2015-11-24,보은,226,2.34,-0.07,-1.06
2015-11-24,천안,232,2.32,-0.38,-1.45
2015-11-24,보령,235,2.18,-0.32,-1.33
2015-11-24,부여,236,1.87,-0.21,-1.21
2015-11-24,금산,238,2.06,-0.05,-0.97
2015-11-24,부안,243,2.22,0.00,-0.76
2015-11-24,임실,244,1.14,-0.26,-1.38
2015-11-24,정읍,245,1.59,-0.48,-0.97
2015-11-24,남원,247,1.21,-0.21,-1.16
2015-11-24,장흥,260,0.88,-0.53,-0.75
2015-11-24,해남,261,0.96,-0.49,-0.46
2015-11-24,고흥,262,0.64,-0.45,-0.36
2015-11-24,영주,272,1.93,-0.35,-1.17
2015-11-24,문경,273,2.44,0.01,-1.15
2015-11-24,영덕,277,2.06,0.07,0.50
2015-11-24,의성,278,1.73,-0.41,-1.22
2015-11-24,구미,279,1.77,-0.20,-0.69
2015-11-24,영천,281,1.50,-0.26,-0.45
2015-11-24,거창,284,1.73,-0.33,-0.50
2015-11-24,합천,285,1.58,-0.31,-0.45
2015-11-24,밀양,288,1.28,0.00,-0.58
2015-11-24,산청,289,1.58,-0.23,-0.23
2015-11-24,거제,294,1.55,0.40,0.11
2015-11-24,남해,295,1.51,-0.10,-0.12
