발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2018-03-16,속초,90,1.11,-0.05,179.20,-0.30
2018-03-16,철원,95,0.63,-0.31,121.50,-0.46
2018-03-16,대관령,100,0.65,-0.20,120.90,-1.48
2018-03-16,춘천,101,1.13,0.56,179.40,0.02
2018-03-16,강릉,105,1.23,0.01,195.60,-0.72
2018-03-16,서울,108,1.28,0.94,188.40,0.35
2018-03-16,인천,112,2.00,1.47,295.50,1.62
2018-03-16,원주,114,1.26,0.45,185.40,-0.64
2018-03-16,수원,119,1.84,1.39,269.80,2.30
2018-03-16,충주,127,1.51,0.93,209.60,0.31
2018-03-16,서산,129,1.76,1.24,225.60,-0.79
2018-03-16,울진,130,1.23,0.07,195.50,-0.19
2018-03-16,청주,131,1.32,0.84,190.20,0.96
2018-03-16,대전,133,1.48,1.11,199.30,0.53
2018-03-16,추풍령,135,2.19,1.78,252.80,1.03
2018-03-16,안동,136,1.41,0.80,211.70,0.63
2018-03-16,포항,138,1.31,0.45,183.50,-0.31
2018-03-16,군산,140,1.34,1.22,185.10,0.03
2018-03-16,대구,143,1.43,1.15,205.20,0.05
2018-03-16,전주,146,1.08,0.75,164.50,-0.73
2018-03-16,울산,152,1.62,0.95,206.10,-0.22
2018-03-16,창원,155,2.09,1.39,259.20,1.16
2018-03-16,광주,156,0.92,0.77,141.10,-0.65
2018-03-16,부산,159,2.31,1.65,255.70,1.90
2018-03-16,통영,162,2.48,1.87,267.50,2.90
2018-03-16,목포,165,1.58,1.95,202.00,1.74
2018-03-16,여수,168,2.81,2.17,323.50,3.90
2018-03-16,완도,170,1.68,1.32,199.90,0.94
2018-03-16,제주,184,1.05,0.57,151.40,-1.33
2018-03-16,고산,185,1.38,1.14,202.60,1.42
2018-03-16,성산,188,1.32,1.28,171.60,2.62
2018-03-16,서귀포,189,-0.12,-0.32,76.50,-1.13
2018-03-16,진주,192,1.70,1.18,219.80,0.39
2018-03-16,강화,201,1.16,0.51,178.30,-1.58
2018-03-16,양평,202,1.69,1.13,246.50,0.89
2018-03-16,이천,203,1.58,1.05,239.70,0.42
2018-03-16,인제,211,0.68,0.13,129.60,-0.07
2018-03-16,홍천,212,1.04,0.43,163.40,-0.29
2018-03-16,태백,216,0.75,-0.02,149.10,-0.99
2018-03-16,제천,221,1.04,0.34,158.90,-0.68
2018-03-16,보은,226,1.34,0.92,186.40,0.89
2018-03-16,천안,232,1.16,0.56,178.10,0.72
2018-03-16,보령,235,1.80,1.19,222.30,0.08
2018-03-16,부여,236,1.38,1.11,191.60,0.65
2018-03-16,금산,238,1.24,0.93,176.50,-0.18
2018-03-16,부안,243,1.28,1.15,179.90,-0.04
2018-03-16,임실,244,0.97,0.75,157.20,-0.75
2018-03-16,정읍,245,1.14,1.03,166.40,-0.70
2018-03-16,남원,247,1.10,1.02,162.90,0.01
2018-03-16,장수,248,0.50,0.18,117.20,-0.38
2018-03-16,장흥,260,1.42,1.24,174.40,0.37
2018-03-16,해남,261,1.71,1.47,201.00,1.04
2018-03-16,고흥,262,2.37,1.94,257.90,2.98
2018-03-16,봉화,271,0.42,-0.15,118.50,-1.63
2018-03-16,영주,272,1.35,0.78,188.00,0.17
2018-03-16,문경,273,1.79,1.24,246.00,1.42
2018-03-16,영덕,277,1.09,0.14,171.00,0.01
2018-03-16,의성,278,1.74,1.22,236.10,0.03
2018-03-16,구미,279,1.97,1.47,251.70,0.31
2018-03-16,영천,281,1.60,1.19,234.40,0.42
2018-03-16,거창,284,1.46,0.92,190.40,-0.82
2018-03-16,합천,285,1.61,1.26,220.20,0.17
2018-03-16,밀양,288,1.68,1.37,217.30,-0.94
2018-03-16,산청,289,1.13,0.76,157.60,-1.50
2018-03-16,거제,294,2.49,1.83,286.60,2.42
2018-03-16,남해,295,2.61,1.86,295.30,2.54
