발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2014-12-13,속초,90,-0.08,-1.25,68.00,-1.38
2014-12-13,대관령,100,-0.21,-0.09,62.60,-1.17
2014-12-13,춘천,101,0.07,-0.61,82.40,-2.32
2014-12-13,강릉,105,-0.19,0.14,57.50,-0.47
2014-12-13,서울,108,0.27,-0.34,93.90,-1.79
2014-12-13,인천,112,0.72,-0.14,126.70,-1.65
2014-12-13,원주,114,-0.54,0.33,58.50,-1.80
2014-12-13,수원,119,0.35,0.14,104.80,-0.88
2014-12-13,충주,127,-0.41,1.11,62.50,-0.67
2014-12-13,서산,129,1.14,0.70,171.40,-0.44
2014-12-13,울진,130,-0.43,1.22,46.50,0.61
2014-12-13,청주,131,0.10,1.20,93.80,-0.65
2014-12-13,대전,133,0.51,1.16,125.30,-0.25
2014-12-13,추풍령,135,1.40,1.37,233.50,0.64
2014-12-13,포항,138,0.62,0.73,151.60,0.58
2014-12-13,군산,140,1.19,1.11,175.80,0.45
2014-12-13,대구,143,0.89,0.99,186.70,0.46
2014-12-13,전주,146,1.36,1.08,196.50,0.43
2014-12-13,울산,152,0.53,0.67,132.60,0.66
2014-12-13,광주,156,1.59,1.18,243.60,0.49
2014-12-13,부산,159,0.37,0.66,97.90,0.76
2014-12-13,통영,162,0.73,1.09,157.30,1.16
2014-12-13,목포,165,1.71,0.87,296.10,0.45
2014-12-13,여수,168,0.84,1.00,174.60,0.93
2014-12-13,완도,170,1.16,1.46,224.10,1.27
2014-12-13,제주,184,0.97,0.22,196.50,0.39
2014-12-13,성산,188,0.90,0.89,181.60,0.87
2014-12-13,서귀포,189,0.77,0.33,155.50,1.17
2014-12-13,진주,192,1.16,1.43,234.50,1.00
2014-12-13,강화,201,0.55,-0.24,115.20,-2.21
2014-12-13,양평,202,0.05,-0.35,80.90,-1.81
2014-12-13,이천,203,0.02,0.33,80.70,-1.79
2014-12-13,인제,211,-0.18,-0.40,65.70,-1.60
2014-12-13,홍천,212,-0.35,-0.49,63.50,-2.00
2014-12-13,제천,221,-0.54,0.96,56.50,-1.24
2014-12-13,보은,226,0.35,1.47,113.00,-0.01
2014-12-13,천안,232,0.01,0.79,87.00,-0.37
2014-12-13,보령,235,0.99,1.35,157.10,-0.19
2014-12-13,부여,236,0.86,1.32,149.60,0.09
2014-12-13,금산,238,1.14,1.37,172.00,0.36
2014-12-13,부안,243,1.80,0.86,262.30,0.72
2014-12-13,임실,244,1.15,1.10,193.20,0.65
2014-12-13,정읍,245,1.22,1.00,177.90,0.62
2014-12-13,남원,247,1.47,0.92,232.50,0.30
2014-12-13,장흥,260,0.89,1.36,164.20,0.59
2014-12-13,해남,261,1.31,1.00,228.70,0.16
2014-12-13,고흥,262,1.07,0.96,213.00,1.39
2014-12-13,영주,272,0.10,1.67,79.50,0.37
2014-12-13,문경,273,0.24,1.58,96.60,-0.15
2014-12-13,영덕,277,0.50,1.77,134.90,0.93
2014-12-13,의성,278,1.27,1.32,232.50,0.12
2014-12-13,구미,279,1.18,1.23,227.20,1.13
2014-12-13,영천,281,0.85,1.25,176.40,1.07
2014-12-13,거창,284,1.24,1.14,238.30,0.39
2014-12-13,합천,285,1.26,1.16,259.90,0.61
2014-12-13,밀양,288,0.74,0.29,151.60,0.28
2014-12-13,산청,289,1.12,0.95,223.80,0.41
2014-12-13,거제,294,0.87,0.76,179.30,1.13
2014-12-13,남해,295,1.04,1.16,217.20,1.05
