발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2019-02-19,속초,90,-0.26,-1.52,75.60,0.80
2019-02-19,철원,95,0.05,-1.28,92.30,-0.03
2019-02-19,대관령,100,-1.20,-3.09,22.10,-0.72
2019-02-19,춘천,101,0.47,-0.45,136.80,0.00
2019-02-19,강릉,105,-0.58,-1.37,52.10,-0.46
2019-02-19,서울,108,0.23,-0.62,102.80,-0.79
2019-02-19,인천,112,0.46,-0.28,135.40,-0.66
2019-02-19,원주,114,0.01,-0.55,85.80,-0.78
2019-02-19,수원,119,0.51,-0.24,139.30,-0.38
2019-02-19,충주,127,0.21,0.19,98.40,0.27
2019-02-19,서산,129,0.00,-0.72,84.10,-0.65
2019-02-19,울진,130,-0.96,-1.48,29.30,0.36
2019-02-19,청주,131,-0.34,-0.77,57.50,0.01
2019-02-19,대전,133,0.14,-0.36,99.80,0.29
2019-02-19,추풍령,135,-0.33,-0.80,66.90,0.00
2019-02-19,안동,136,-0.16,-0.59,60.30,-0.33
2019-02-19,포항,138,-1.04,-0.89,24.00,-0.11
2019-02-19,군산,140,-0.05,-0.65,88.60,0.88
2019-02-19,대구,143,-0.41,-0.41,56.60,0.49
2019-02-19,전주,146,0.00,-0.70,90.30,-0.28
2019-02-19,울산,152,-0.60,-0.71,52.80,-0.02
2019-02-19,창원,155,-0.37,-0.62,60.00,-0.43
2019-02-19,광주,156,-0.33,-0.76,74.60,-0.20
2019-02-19,부산,159,-0.01,0.17,90.10,0.49
2019-02-19,통영,162,0.26,0.40,113.70,1.79
2019-02-19,목포,165,-0.76,-0.59,55.40,-0.09
2019-02-19,여수,168,-0.03,0.08,82.20,0.02
2019-02-19,완도,170,-0.42,-0.57,63.90,-0.62
2019-02-19,제주,184,-0.82,-0.51,56.10,0.31
2019-02-19,고산,185,-0.46,-0.23,68.90,-0.17
2019-02-19,성산,188,-0.93,-2.21,53.70,-0.62
2019-02-19,서귀포,189,-0.58,-1.01,56.80,-0.05
2019-02-19,진주,192,-0.28,-0.42,66.70,-0.03
2019-02-19,강화,201,0.35,-0.60,134.90,-1.14
2019-02-19,양평,202,0.43,-0.32,125.80,-0.46
2019-02-19,이천,203,0.45,0.06,126.90,-0.01
2019-02-19,인제,211,0.58,-0.46,147.40,-0.17
2019-02-19,홍천,212,-0.01,-0.88,77.00,-0.52
2019-02-19,태백,216,-0.98,-1.04,29.20,0.16
2019-02-19,제천,221,0.08,-0.29,89.90,-0.01
2019-02-19,보은,226,0.07,-0.23,90.30,0.18
2019-02-19,천안,232,-0.22,-0.95,69.90,-0.59
2019-02-19,보령,235,-1.00,-1.35,35.50,-0.25
2019-02-19,부여,236,0.12,-0.55,95.80,-0.06
2019-02-19,금산,238,0.04,-0.62,90.00,0.05
2019-02-19,부안,243,-0.89,-2.18,45.00,-0.43
2019-02-19,임실,244,-0.60,-1.49,54.30,-0.18
2019-02-19,정읍,245,-0.45,-1.44,72.40,-0.58
2019-02-19,남원,247,0.17,-0.14,102.10,-0.04
2019-02-19,장수,248,-0.05,-1.33,60.90,0.25
2019-02-19,장흥,260,-0.46,-0.55,65.50,-0.40
2019-02-19,해남,261,-0.80,-1.08,46.30,-0.47
2019-02-19,고흥,262,-0.42,-0.51,66.10,-0.35
2019-02-19,봉화,271,-0.14,-0.50,52.80,-0.22
2019-02-19,영주,272,-0.12,-0.43,61.30,0.69
2019-02-19,문경,273,0.02,-0.20,73.10,0.06
2019-02-19,영덕,277,-1.08,-1.29,9.40,0.41
2019-02-19,의성,278,-0.25,-0.38,54.40,-0.37
2019-02-19,구미,279,-0.56,-0.58,39.70,0.46
2019-02-19,영천,281,-0.63,-0.45,44.70,-0.09
2019-02-19,거창,284,-0.31,-0.66,65.10,-0.43
2019-02-19,합천,285,-0.27,-0.29,67.80,0.43
2019-02-19,밀양,288,-0.14,-0.32,77.80,0.19
2019-02-19,산청,289,-0.27,-0.50,69.50,0.08
2019-02-19,거제,294,0.33,0.19,109.20,0.84
2019-02-19,남해,295,-0.09,-0.06,72.50,0.50
