발표일자,지점명,지점코드,spi1,spi3,edi
2019-10-31,속초,90,1.22,0.66,0.10
2019-10-31,철원,95,-0.31,-0.14,-1.14
2019-10-31,대관령,100,0.95,-0.07,-0.95
2019-10-31,춘천,101,0.40,0.02,-1.38
2019-10-31,강릉,105,2.50,1.66,1.60
2019-10-31,서울,108,0.44,-0.04,-1.49
2019-10-31,인천,112,-0.17,0.24,-1.17
2019-10-31,원주,114,0.05,-0.46,-2.05
2019-10-31,수원,119,0.70,-0.12,-1.47
2019-10-31,충주,127,0.46,-0.50,-1.39
2019-10-31,서산,129,0.78,-0.11,-1.12
2019-10-31,울진,130,3.12,2.39,3.36
2019-10-31,청주,131,0.89,-0.60,-1.28
2019-10-31,대전,133,1.14,-0.41,-0.94
2019-10-31,추풍령,135,2.03,0.94,0.55
2019-10-31,안동,136,1.76,0.43,-0.22
2019-10-31,포항,138,2.54,1.82,1.91
2019-10-31,군산,140,1.16,-0.02,-0.46
2019-10-31,대구,143,1.85,0.51,0.32
2019-10-31,전주,146,0.59,-0.28,-0.92
2019-10-31,울산,152,1.71,1.11,1.27
2019-10-31,창원,155,1.94,0.47,0.53
2019-10-31,광주,156,1.55,-0.50,-0.44
2019-10-31,부산,159,1.03,0.57,0.72
2019-10-31,통영,162,1.74,0.53,1.18
2019-10-31,목포,165,1.58,0.96,0.80
2019-10-31,여수,168,1.86,0.47,0.78
2019-10-31,완도,170,1.82,0.63,0.72
2019-10-31,제주,184,1.19,1.73,1.87
2019-10-31,고산,185,1.51,2.63,2.60
2019-10-31,성산,188,1.29,1.99,2.39
2019-10-31,서귀포,189,0.87,1.31,1.14
2019-10-31,진주,192,1.51,0.43,0.40
2019-10-31,강화,201,-0.46,0.30,-0.54
2019-10-31,양평,202,0.67,0.29,-1.08
2019-10-31,이천,203,0.94,0.07,-0.96
2019-10-31,인제,211,0.41,-0.12,-1.32
2019-10-31,홍천,212,0.51,-0.06,-1.46
2019-10-31,태백,216,1.16,0.56,0.21
2019-10-31,제천,221,0.59,-0.61,-1.57
2019-10-31,보은,226,1.22,-0.06,-0.53
2019-10-31,천안,232,0.84,-0.85,-1.31
2019-10-31,보령,235,0.46,-0.48,-1.41
2019-10-31,부여,236,0.76,-0.26,-0.89
2019-10-31,금산,238,1.11,0.11,-0.64
2019-10-31,부안,243,0.84,0.23,-0.11
2019-10-31,임실,244,1.25,-0.19,-0.45
2019-10-31,정읍,245,0.93,0.71,0.37
2019-10-31,남원,247,1.87,0.11,0.30
2019-10-31,장수,248,1.01,0.18,0.20
2019-10-31,장흥,260,2.27,0.35,0.44
2019-10-31,해남,261,2.06,1.14,0.59
2019-10-31,고흥,262,2.40,0.83,1.21
2019-10-31,봉화,271,1.11,0.43,-0.02
2019-10-31,영주,272,1.78,-0.10,-0.61
2019-10-31,문경,273,1.56,0.30,-0.18
2019-10-31,영덕,277,2.68,1.74,2.48
2019-10-31,의성,278,1.81,0.36,-0.25
2019-10-31,구미,279,2.29,0.99,0.96
2019-10-31,영천,281,1.70,0.63,0.46
2019-10-31,거창,284,1.68,0.46,0.27
2019-10-31,합천,285,2.27,0.78,1.04
2019-10-31,밀양,288,1.72,0.46,0.39
2019-10-31,산청,289,2.27,0.71,1.04
2019-10-31,거제,294,1.43,0.90,1.35
2019-10-31,남해,295,1.55,0.59,1.13
