발표일자,지점명,지점코드,spi1,spi3,edi
2016-04-03,속초,90,-0.60,-1.23,-0.64
2016-04-03,대관령,100,-1.23,-1.27,-1.91
2016-04-03,춘천,101,0.71,0.73,-1.37
2016-04-03,강릉,105,-0.87,-0.76,-1.11
2016-04-03,서울,108,0.06,0.17,-2.68
2016-04-03,인천,112,0.51,0.53,-1.59
2016-04-03,원주,114,-0.29,-0.23,-1.64
2016-04-03,수원,119,0.59,0.66,-1.22
2016-04-03,충주,127,-1.47,-0.76,-2.08
2016-04-03,서산,129,-0.64,0.32,-1.30
2016-04-03,울진,130,-0.83,-1.22,-1.04
2016-04-03,청주,131,-1.35,-0.82,-2.64
2016-04-03,대전,133,-0.30,-0.31,-1.85
2016-04-03,추풍령,135,0.29,0.06,-1.01
2016-04-03,포항,138,0.28,-0.02,-0.51
2016-04-03,군산,140,-0.84,0.19,-0.90
2016-04-03,대구,143,0.76,0.41,-0.24
2016-04-03,전주,146,0.52,0.18,-1.26
2016-04-03,울산,152,0.73,0.65,-0.04
2016-04-03,광주,156,-0.07,0.20,-0.58
2016-04-03,부산,159,1.12,1.33,0.55
2016-04-03,통영,162,1.02,1.86,1.08
2016-04-03,목포,165,0.01,0.80,0.00
2016-04-03,여수,168,0.32,0.98,-0.35
2016-04-03,완도,170,-0.33,0.34,-0.29
2016-04-03,제주,184,0.43,0.62,0.36
2016-04-03,성산,188,1.07,1.67,1.72
2016-04-03,서귀포,189,0.06,0.85,0.96
2016-04-03,진주,192,1.18,1.21,0.30
2016-04-03,강화,201,0.85,0.67,-1.42
2016-04-03,양평,202,-0.58,-1.03,-2.73
2016-04-03,이천,203,0.57,0.52,-0.97
2016-04-03,인제,211,0.51,0.39,-1.10
2016-04-03,홍천,212,0.16,-0.17,-2.56
2016-04-03,제천,221,-1.17,-0.08,-1.90
2016-04-03,보은,226,-0.03,-0.15,-1.28
2016-04-03,천안,232,-1.12,-0.55,-2.18
2016-04-03,보령,235,-1.01,-0.47,-1.96
2016-04-03,부여,236,-1.09,-0.49,-1.74
2016-04-03,금산,238,0.18,0.03,-1.15
2016-04-03,부안,243,0.15,0.58,-0.47
2016-04-03,임실,244,0.22,0.35,-0.97
2016-04-03,정읍,245,0.71,0.72,-0.29
2016-04-03,남원,247,0.71,0.58,-0.62
2016-04-03,장흥,260,0.54,0.84,-0.47
2016-04-03,해남,261,0.64,0.51,-0.35
2016-04-03,고흥,262,0.15,0.66,-0.48
2016-04-03,영주,272,-0.31,-0.11,-1.68
2016-04-03,문경,273,-0.15,-0.10,-1.28
2016-04-03,영덕,277,-0.87,-1.47,-1.22
2016-04-03,의성,278,0.54,-0.10,-1.63
2016-04-03,구미,279,0.27,0.09,-1.00
2016-04-03,영천,281,0.95,0.53,-0.28
2016-04-03,거창,284,0.13,0.24,-0.64
2016-04-03,합천,285,1.15,0.89,-0.06
2016-04-03,밀양,288,1.13,1.06,-0.04
2016-04-03,산청,289,0.26,0.45,-0.46
2016-04-03,거제,294,0.53,1.24,0.50
2016-04-03,남해,295,0.40,1.16,0.21
