발표일자,지점명,지점코드,spi1,spi3,edi
2014-10-28,속초,90,-0.14,-0.05,-1.14
2014-10-28,대관령,100,0.94,0.28,-0.86
2014-10-28,춘천,101,0.82,-0.64,-1.90
2014-10-28,강릉,105,0.69,0.52,-0.21
2014-10-28,서울,108,0.63,-0.53,-1.52
2014-10-28,인천,112,0.78,-0.67,-1.41
2014-10-28,원주,114,1.19,-0.09,-1.34
2014-10-28,수원,119,0.97,0.11,-0.59
2014-10-28,충주,127,1.40,0.48,-0.24
2014-10-28,서산,129,1.19,0.17,-0.51
2014-10-28,울진,130,1.21,1.21,0.97
2014-10-28,청주,131,1.07,0.12,-0.74
2014-10-28,대전,133,1.15,0.12,-0.29
2014-10-28,추풍령,135,0.93,0.93,0.10
2014-10-28,포항,138,0.79,1.12,0.66
2014-10-28,군산,140,0.73,0.52,-0.19
2014-10-28,대구,143,0.77,1.09,0.43
2014-10-28,전주,146,0.74,0.45,-0.06
2014-10-28,울산,152,0.76,1.39,0.76
2014-10-28,광주,156,0.71,0.47,0.05
2014-10-28,부산,159,0.99,1.56,1.02
2014-10-28,통영,162,1.15,1.58,1.29
2014-10-28,목포,165,0.70,0.27,-0.34
2014-10-28,여수,168,0.94,1.65,0.90
2014-10-28,완도,170,0.21,1.22,0.70
2014-10-28,제주,184,0.32,0.53,-0.02
2014-10-28,성산,188,1.26,0.82,0.69
2014-10-28,서귀포,189,0.09,1.04,0.86
2014-10-28,진주,192,1.20,1.23,0.86
2014-10-28,강화,201,0.77,-1.14,-2.04
2014-10-28,양평,202,0.71,-0.43,-1.55
2014-10-28,이천,203,1.25,-0.29,-1.37
2014-10-28,인제,211,1.00,-0.13,-1.32
2014-10-28,홍천,212,0.61,-0.56,-1.79
2014-10-28,제천,221,1.34,0.23,-0.88
2014-10-28,보은,226,1.50,0.52,0.00
2014-10-28,천안,232,1.05,0.05,-0.17
2014-10-28,보령,235,1.45,0.03,-0.22
2014-10-28,부여,236,0.90,0.20,-0.27
2014-10-28,금산,238,0.93,0.96,-0.03
2014-10-28,부안,243,0.43,0.74,-0.20
2014-10-28,임실,244,0.97,0.54,0.38
2014-10-28,정읍,245,1.00,0.63,0.32
2014-10-28,남원,247,0.55,0.48,-0.01
2014-10-28,장흥,260,0.32,1.00,0.38
2014-10-28,해남,261,0.45,0.39,-0.45
2014-10-28,고흥,262,0.63,1.46,1.16
2014-10-28,영주,272,1.56,1.28,0.54
2014-10-28,문경,273,1.60,0.69,-0.05
2014-10-28,영덕,277,1.34,1.34,1.11
2014-10-28,의성,278,0.91,1.06,-0.07
2014-10-28,구미,279,0.83,1.26,0.77
2014-10-28,영천,281,1.07,1.66,1.16
2014-10-28,거창,284,0.72,0.84,0.16
2014-10-28,합천,285,0.84,0.90,0.41
2014-10-28,밀양,288,0.72,1.09,0.38
2014-10-28,산청,289,0.80,0.95,0.27
2014-10-28,거제,294,0.83,1.73,1.14
2014-10-28,남해,295,0.91,1.51,0.90
