발표일자,지점명,지점코드,spi1,spi3,edi
2015-11-09,속초,90,0.51,-1.26,-1.64
2015-11-09,대관령,100,0.00,-0.50,-1.74
2015-11-09,춘천,101,0.91,-1.82,-2.32
2015-11-09,강릉,105,0.62,-0.56,-0.97
2015-11-09,서울,108,1.02,-1.07,-2.22
2015-11-09,인천,112,1.13,-1.06,-2.29
2015-11-09,원주,114,0.58,-1.27,-1.64
2015-11-09,수원,119,0.86,-1.30,-2.19
2015-11-09,충주,127,0.50,-1.40,-1.73
2015-11-09,서산,129,1.39,-1.00,-1.26
2015-11-09,울진,130,0.22,-1.24,-1.14
2015-11-09,청주,131,0.94,-1.23,-1.92
2015-11-09,대전,133,0.85,-1.17,-1.63
2015-11-09,추풍령,135,1.07,-0.76,-1.16
2015-11-09,포항,138,0.52,-0.27,-0.52
2015-11-09,군산,140,1.35,-0.48,-0.90
2015-11-09,대구,143,0.55,-0.03,-0.47
2015-11-09,전주,146,0.99,-0.97,-1.57
2015-11-09,울산,152,0.07,-0.14,-0.51
2015-11-09,광주,156,0.58,-0.61,-0.74
2015-11-09,부산,159,0.71,0.25,0.14
2015-11-09,통영,162,0.51,0.24,0.17
2015-11-09,목포,165,0.25,-0.30,-0.46
2015-11-09,여수,168,0.00,-0.48,-0.62
2015-11-09,완도,170,0.37,-0.06,-0.08
2015-11-09,제주,184,-0.58,0.02,-0.03
2015-11-09,성산,188,-0.70,0.22,0.25
2015-11-09,서귀포,189,-0.32,0.38,0.76
2015-11-09,진주,192,0.52,-0.27,-0.46
2015-11-09,강화,201,1.28,-0.76,-2.55
2015-11-09,양평,202,0.83,-1.02,-2.45
2015-11-09,이천,203,0.94,-1.35,-1.84
2015-11-09,인제,211,0.74,-0.80,-2.07
2015-11-09,홍천,212,0.79,-1.00,-2.51
2015-11-09,제천,221,0.69,-1.26,-1.82
2015-11-09,보은,226,0.44,-0.97,-1.45
2015-11-09,천안,232,0.88,-1.16,-1.69
2015-11-09,보령,235,1.24,-1.13,-1.64
2015-11-09,부여,236,0.90,-1.03,-1.39
2015-11-09,금산,238,1.02,-0.90,-1.24
2015-11-09,부안,243,1.31,-0.63,-0.90
2015-11-09,임실,244,0.48,-0.79,-1.44
2015-11-09,정읍,245,0.88,-0.96,-0.96
2015-11-09,남원,247,0.57,-0.64,-1.14
2015-11-09,장흥,260,-0.20,-0.48,-0.85
2015-11-09,해남,261,0.05,-0.32,-0.52
2015-11-09,고흥,262,-0.21,-0.30,-0.39
2015-11-09,영주,272,0.43,-1.34,-1.58
2015-11-09,문경,273,0.49,-1.03,-1.68
2015-11-09,영덕,277,0.33,-0.72,-0.91
2015-11-09,의성,278,0.79,-0.84,-1.46
2015-11-09,구미,279,0.67,-0.47,-0.98
2015-11-09,영천,281,0.60,-0.39,-0.63
2015-11-09,거창,284,0.37,-0.45,-0.75
2015-11-09,합천,285,0.35,-0.18,-0.66
2015-11-09,밀양,288,0.52,-0.20,-0.64
2015-11-09,산청,289,0.25,-0.45,-0.47
2015-11-09,거제,294,0.67,0.32,0.17
2015-11-09,남해,295,0.55,-0.28,-0.10
