발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2018-05-29,속초,90,0.75,1.60,126.50,0.51
2018-05-29,철원,95,1.79,2.21,235.00,2.74
2018-05-29,대관령,100,1.20,1.42,162.40,0.22
2018-05-29,춘천,101,1.67,2.53,193.80,2.16
2018-05-29,강릉,105,1.39,2.22,182.70,1.05
2018-05-29,서울,108,1.85,2.37,205.00,2.03
2018-05-29,인천,112,1.07,2.13,152.60,1.60
2018-05-29,원주,114,1.66,2.00,200.50,1.90
2018-05-29,수원,119,1.35,2.19,180.80,2.47
2018-05-29,충주,127,1.29,1.88,179.70,1.84
2018-05-29,서산,129,0.79,1.70,136.50,0.95
2018-05-29,울진,130,-0.45,1.95,63.10,0.63
2018-05-29,청주,131,0.15,1.51,101.50,1.14
2018-05-29,대전,133,0.05,1.80,95.90,1.21
2018-05-29,추풍령,135,0.04,1.93,92.70,1.04
2018-05-29,안동,136,0.42,2.06,109.40,1.17
2018-05-29,포항,138,-0.24,2.17,78.10,0.35
2018-05-29,군산,140,1.09,1.97,156.60,1.57
2018-05-29,대구,143,0.24,1.92,107.00,0.86
2018-05-29,전주,146,0.77,1.54,131.30,0.73
2018-05-29,울산,152,-0.52,1.39,69.00,0.05
2018-05-29,창원,155,-0.01,1.01,96.00,0.11
2018-05-29,광주,156,-0.15,1.17,89.10,0.32
2018-05-29,부산,159,0.07,1.40,99.80,0.66
2018-05-29,통영,162,0.66,1.87,134.60,1.44
2018-05-29,목포,165,0.03,2.10,103.40,1.46
2018-05-29,여수,168,-0.08,1.42,92.00,0.80
2018-05-29,완도,170,-0.36,1.41,89.50,0.66
2018-05-29,제주,184,0.20,1.15,111.90,0.18
2018-05-29,고산,185,1.80,2.29,282.60,3.28
2018-05-29,성산,188,0.18,1.24,110.20,1.45
2018-05-29,서귀포,189,1.78,1.80,202.30,2.21
2018-05-29,진주,192,-0.49,0.71,74.30,-0.07
2018-05-29,강화,201,0.73,1.31,136.50,0.51
2018-05-29,양평,202,1.62,2.31,206.20,2.11
2018-05-29,이천,203,1.11,1.92,160.20,1.51
2018-05-29,인제,211,1.42,2.16,181.90,1.72
2018-05-29,홍천,212,2.12,2.75,253.90,2.64
2018-05-29,태백,216,0.85,1.64,140.60,0.75
2018-05-29,제천,221,1.13,1.44,152.60,0.93
2018-05-29,보은,226,0.23,1.53,102.40,1.07
2018-05-29,천안,232,0.06,1.12,96.40,0.66
2018-05-29,보령,235,0.38,1.51,116.50,0.95
2018-05-29,부여,236,0.34,1.64,114.50,1.40
2018-05-29,금산,238,0.56,1.88,120.40,1.02
2018-05-29,부안,243,0.58,1.60,126.90,0.88
2018-05-29,임실,244,0.21,1.38,109.50,0.59
2018-05-29,정읍,245,-0.09,1.26,92.80,0.36
2018-05-29,남원,247,-0.06,1.69,91.70,0.70
2018-05-29,장수,248,0.29,1.07,106.80,0.51
2018-05-29,장흥,260,-0.58,0.28,66.70,-0.44
2018-05-29,해남,261,-0.45,0.77,73.00,-0.03
2018-05-29,고흥,262,-0.49,0.80,76.30,0.06
2018-05-29,봉화,271,0.63,1.43,137.40,0.82
2018-05-29,영주,272,0.78,2.05,140.30,1.35
2018-05-29,문경,273,0.48,1.98,118.00,1.39
2018-05-29,영덕,277,-0.12,2.12,87.30,0.84
2018-05-29,의성,278,0.64,2.00,128.70,1.21
2018-05-29,구미,279,-0.07,2.11,88.90,0.95
2018-05-29,영천,281,-0.12,1.99,89.80,0.80
2018-05-29,거창,284,-0.16,1.74,88.50,0.41
2018-05-29,합천,285,-0.20,1.77,94.50,0.70
2018-05-29,밀양,288,-0.23,1.09,88.20,-0.03
2018-05-29,산청,289,-0.44,0.96,77.00,-0.31
2018-05-29,거제,294,0.98,1.81,156.60,1.47
2018-05-29,남해,295,0.03,1.37,99.20,0.67
