발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2020-10-19,속초,90,-1.01,1.84,16.19,2.11
2020-10-19,철원,95,-1.88,1.80,3.75,1.09
2020-10-19,대관령,100,-0.09,1.08,53.39,0.08
2020-10-19,춘천,101,-2.98,1.70,0.29,0.50
2020-10-19,강릉,105,-0.64,1.37,30.45,1.04
2020-10-19,서울,108,-0.18,1.31,46.41,0.37
2020-10-19,인천,112,-0.59,1.23,25.57,0.09
2020-10-19,원주,114,-0.80,1.38,19.52,0.09
2020-10-19,수원,119,-0.15,2.06,51.00,1.09
2020-10-19,충주,127,-0.50,1.63,30.30,0.63
2020-10-19,서산,129,-0.89,1.24,15.32,0.48
2020-10-19,울진,130,-0.95,1.17,23.77,0.52
2020-10-19,청주,131,-1.37,1.23,7.40,0.36
2020-10-19,대전,133,-1.33,1.32,9.30,0.53
2020-10-19,추풍령,135,-1.65,1.64,2.74,1.17
2020-10-19,안동,136,-1.67,1.44,1.08,0.53
2020-10-19,포항,138,-1.21,0.63,8.37,0.04
2020-10-19,군산,140,-1.30,1.57,6.73,1.29
2020-10-19,대구,143,-1.56,1.27,1.60,0.44
2020-10-19,전주,146,-1.59,2.01,4.00,1.33
2020-10-19,울산,152,-1.72,0.78,1.83,0.38
2020-10-19,창원,155,-1.53,0.61,0.00,0.06
2020-10-19,광주,156,-1.80,2.29,2.00,1.65
2020-10-19,부산,159,-2.38,1.70,0.22,1.44
2020-10-19,통영,162,-1.92,1.34,0.25,1.57
2020-10-19,목포,165,-1.19,0.59,6.80,0.63
2020-10-19,여수,168,-1.92,0.61,0.25,0.47
2020-10-19,완도,170,-1.88,0.03,0.75,-0.06
2020-10-19,제주,184,-1.30,0.25,10.50,-0.18
2020-10-19,고산,185,-1.59,0.07,9.73,0.29
2020-10-19,성산,188,-1.38,0.32,9.36,0.41
2020-10-19,서귀포,189,-1.18,0.31,10.71,0.33
2020-10-19,진주,192,-1.67,1.01,0.24,0.49
2020-10-19,강화,201,-1.66,1.04,4.45,0.20
2020-10-19,양평,202,-1.35,1.04,5.73,-0.19
2020-10-19,이천,203,-0.83,1.85,18.93,0.87
2020-10-19,인제,211,-1.92,1.70,2.89,0.60
2020-10-19,홍천,212,-1.87,1.54,2.12,0.19
2020-10-19,태백,216,-0.10,1.79,66.47,1.17
2020-10-19,제천,221,-0.84,1.84,19.82,0.55
2020-10-19,보은,226,-1.64,2.12,3.94,1.39
2020-10-19,천안,232,-0.67,1.48,23.49,0.62
2020-10-19,보령,235,-0.81,0.96,21.77,0.21
2020-10-19,부여,236,-1.33,1.28,5.84,0.65
2020-10-19,금산,238,-1.55,1.76,3.72,1.28
2020-10-19,부안,243,-1.23,1.69,8.75,1.09
2020-10-19,임실,244,-1.33,2.13,8.75,1.39
2020-10-19,정읍,245,-1.48,1.80,4.17,1.18
2020-10-19,남원,247,-1.46,2.36,4.79,1.65
2020-10-19,장수,248,-1.72,2.19,3.56,1.87
2020-10-19,장흥,260,-1.61,0.69,1.92,0.31
2020-10-19,해남,261,-2.20,0.42,0.41,0.38
2020-10-19,고흥,262,-1.63,0.26,0.77,0.08
2020-10-19,봉화,271,-1.70,1.56,1.53,0.52
2020-10-19,영주,272,-1.72,1.47,2.46,0.47
2020-10-19,문경,273,-1.59,2.07,2.09,1.24
2020-10-19,영덕,277,-1.24,1.17,9.62,0.55
2020-10-19,의성,278,-1.63,0.96,1.04,0.05
2020-10-19,구미,279,-1.50,1.51,0.93,0.98
2020-10-19,영천,281,-1.54,1.26,1.77,0.48
2020-10-19,거창,284,-1.39,1.45,2.63,0.83
2020-10-19,합천,285,-1.37,1.49,1.66,1.06
2020-10-19,밀양,288,-1.55,0.85,1.04,0.25
2020-10-19,산청,289,-1.24,1.55,1.27,1.06
2020-10-19,거제,294,-1.66,1.28,0.37,1.01
2020-10-19,남해,295,-1.55,0.69,2.00,0.43
