발표일자,지점명,지점코드,spi1,spi3,edi
2016-04-01,속초,90,-0.57,-1.10,-0.55
2016-04-01,대관령,100,-1.17,-1.27,-1.88
2016-04-01,춘천,101,0.68,0.76,-1.25
2016-04-01,강릉,105,-0.85,-0.72,-1.03
2016-04-01,서울,108,0.14,0.26,-2.65
2016-04-01,인천,112,0.47,0.55,-1.47
2016-04-01,원주,114,-0.21,-0.12,-1.52
2016-04-01,수원,119,0.57,0.72,-1.07
2016-04-01,충주,127,-1.41,-0.67,-2.00
2016-04-01,서산,129,-0.52,0.39,-1.05
2016-04-01,울진,130,-0.80,-1.16,-0.92
2016-04-01,청주,131,-1.32,-0.71,-2.56
2016-04-01,대전,133,-0.29,-0.19,-1.85
2016-04-01,추풍령,135,0.36,0.11,-0.82
2016-04-01,포항,138,0.38,-0.03,-0.37
2016-04-01,군산,140,-0.78,0.30,-0.74
2016-04-01,대구,143,0.82,0.46,-0.06
2016-04-01,전주,146,0.58,0.25,-1.17
2016-04-01,울산,152,0.79,0.66,0.16
2016-04-01,광주,156,-0.07,0.28,-0.46
2016-04-01,부산,159,1.23,1.47,0.80
2016-04-01,통영,162,1.12,2.02,1.35
2016-04-01,목포,165,0.05,0.88,0.20
2016-04-01,여수,168,0.42,1.10,-0.17
2016-04-01,완도,170,-0.35,0.44,-0.07
2016-04-01,제주,184,0.51,0.67,0.61
2016-04-01,성산,188,1.24,1.83,2.29
2016-04-01,서귀포,189,0.22,0.93,1.22
2016-04-01,진주,192,1.31,1.27,0.47
2016-04-01,강화,201,0.80,0.69,-1.38
2016-04-01,양평,202,-0.48,-0.98,-2.71
2016-04-01,이천,203,0.57,0.60,-0.83
2016-04-01,인제,211,0.54,0.48,-1.01
2016-04-01,홍천,212,0.20,-0.11,-2.52
2016-04-01,제천,221,-1.08,0.03,-1.78
2016-04-01,보은,226,0.01,-0.05,-1.24
2016-04-01,천안,232,-1.02,-0.46,-2.05
2016-04-01,보령,235,-0.96,-0.37,-1.81
2016-04-01,부여,236,-1.05,-0.42,-1.67
2016-04-01,금산,238,0.26,0.13,-1.07
2016-04-01,부안,243,0.16,0.64,-0.35
2016-04-01,임실,244,0.29,0.43,-0.83
2016-04-01,정읍,245,0.83,0.79,-0.11
2016-04-01,남원,247,0.81,0.66,-0.51
2016-04-01,장흥,260,0.65,0.91,-0.31
2016-04-01,해남,261,0.74,0.60,-0.20
2016-04-01,고흥,262,0.21,0.79,-0.34
2016-04-01,영주,272,-0.27,-0.01,-1.63
2016-04-01,문경,273,-0.08,0.01,-1.18
2016-04-01,영덕,277,-0.80,-1.33,-1.09
2016-04-01,의성,278,0.61,-0.01,-1.51
2016-04-01,구미,279,0.37,0.14,-0.78
2016-04-01,영천,281,0.97,0.59,-0.09
2016-04-01,거창,284,0.24,0.28,-0.49
2016-04-01,합천,285,1.17,0.96,0.10
2016-04-01,밀양,288,1.24,1.17,0.16
2016-04-01,산청,289,0.38,0.50,-0.30
2016-04-01,거제,294,0.60,1.34,0.69
2016-04-01,남해,295,0.50,1.25,0.39
