발표일자,지점명,지점코드,spi1,spi3,edi
2016-11-04,속초,90,-0.04,-0.59,-0.43
2016-11-04,대관령,100,-0.01,-0.79,-1.31
2016-11-04,춘천,101,0.41,-1.08,-0.42
2016-11-04,강릉,105,-0.18,-0.41,-0.69
2016-11-04,서울,108,0.47,-1.24,-1.41
2016-11-04,인천,112,0.45,-1.30,-1.58
2016-11-04,원주,114,0.78,-1.37,-1.79
2016-11-04,수원,119,0.94,-0.83,-1.29
2016-11-04,충주,127,0.93,-1.13,-1.13
2016-11-04,서산,129,0.49,-1.17,-1.16
2016-11-04,울진,130,0.54,0.10,0.18
2016-11-04,청주,131,0.79,-1.04,-1.25
2016-11-04,대전,133,1.34,-0.22,-0.33
2016-11-04,추풍령,135,1.64,0.14,-0.02
2016-11-04,포항,138,2.16,2.24,1.94
2016-11-04,군산,140,1.46,-0.19,-0.24
2016-11-04,대구,143,1.56,0.70,0.80
2016-11-04,전주,146,1.80,-0.39,-0.60
2016-11-04,울산,152,2.62,1.54,1.85
2016-11-04,광주,156,2.20,0.51,0.59
2016-11-04,부산,159,1.54,1.20,0.72
2016-11-04,통영,162,1.80,1.79,1.55
2016-11-04,목포,165,1.99,0.42,0.78
2016-11-04,여수,168,1.55,0.38,0.20
2016-11-04,완도,170,1.81,0.26,0.06
2016-11-04,제주,184,1.79,0.14,0.07
2016-11-04,성산,188,1.59,0.26,0.35
2016-11-04,서귀포,189,2.56,0.77,1.08
2016-11-04,진주,192,1.89,0.73,0.51
2016-11-04,강화,201,0.83,-0.50,-0.73
2016-11-04,양평,202,0.67,-1.23,-1.59
2016-11-04,이천,203,0.92,-1.20,-1.64
2016-11-04,인제,211,0.20,-0.74,-0.38
2016-11-04,홍천,212,0.45,-1.29,-1.45
2016-11-04,제천,221,1.07,-0.93,-0.99
2016-11-04,보은,226,1.61,-0.26,0.03
2016-11-04,천안,232,0.86,-0.99,-0.86
2016-11-04,보령,235,1.17,-1.10,-1.38
2016-11-04,부여,236,1.25,-0.67,-0.61
2016-11-04,금산,238,1.80,0.10,0.19
2016-11-04,부안,243,1.55,-0.40,-0.57
2016-11-04,임실,244,1.71,0.31,0.04
2016-11-04,정읍,245,1.59,0.18,-0.07
2016-11-04,남원,247,2.43,0.61,0.38
2016-11-04,장흥,260,2.33,0.15,0.02
2016-11-04,해남,261,2.58,0.29,0.26
2016-11-04,고흥,262,2.01,0.47,0.31
2016-11-04,영주,272,1.10,-0.83,-0.38
2016-11-04,문경,273,1.48,-0.40,-0.24
2016-11-04,영덕,277,1.28,0.87,0.48
2016-11-04,의성,278,1.65,0.51,0.15
2016-11-04,구미,279,1.90,0.82,0.77
2016-11-04,영천,281,1.50,1.10,0.76
2016-11-04,거창,284,1.91,0.27,0.06
2016-11-04,합천,285,2.17,0.89,0.88
2016-11-04,밀양,288,1.85,1.34,1.26
2016-11-04,산청,289,1.95,0.39,0.06
2016-11-04,거제,294,1.70,1.15,0.83
2016-11-04,남해,295,1.87,1.31,1.06
