발표일자,지점명,지점코드,spi1,spi3,edi
2015-02-18,속초,90,-0.17,-0.89,-1.57
2015-02-18,대관령,100,-0.55,-0.53,-1.33
2015-02-18,춘천,101,0.44,0.37,-2.09
2015-02-18,강릉,105,-0.71,-1.29,-1.08
2015-02-18,서울,108,-0.07,0.06,-1.86
2015-02-18,인천,112,0.20,0.56,-1.69
2015-02-18,원주,114,-0.26,-0.35,-1.94
2015-02-18,수원,119,0.22,0.46,-0.74
2015-02-18,충주,127,0.12,-0.07,-0.67
2015-02-18,서산,129,0.00,1.14,-0.66
2015-02-18,울진,130,-0.07,-1.14,0.03
2015-02-18,청주,131,0.26,0.35,-0.67
2015-02-18,대전,133,0.15,0.77,0.00
2015-02-18,추풍령,135,0.67,1.73,1.12
2015-02-18,포항,138,-0.54,-0.12,0.03
2015-02-18,군산,140,0.41,1.47,0.65
2015-02-18,대구,143,0.44,0.80,0.49
2015-02-18,전주,146,-0.03,1.23,0.33
2015-02-18,울산,152,-0.49,-0.02,0.25
2015-02-18,광주,156,0.03,1.58,0.49
2015-02-18,부산,159,-0.40,0.44,0.72
2015-02-18,통영,162,0.46,0.97,1.31
2015-02-18,목포,165,0.63,2.10,0.89
2015-02-18,여수,168,0.28,0.90,1.12
2015-02-18,완도,170,0.46,1.45,1.60
2015-02-18,제주,184,-0.13,0.96,0.23
2015-02-18,성산,188,0.15,1.12,1.15
2015-02-18,서귀포,189,1.10,1.42,2.27
2015-02-18,진주,192,0.32,1.00,1.13
2015-02-18,강화,201,0.22,0.07,-2.39
2015-02-18,양평,202,-0.03,-0.05,-1.83
2015-02-18,이천,203,0.44,0.27,-1.62
2015-02-18,인제,211,0.17,-0.18,-1.57
2015-02-18,홍천,212,-0.41,-0.65,-2.00
2015-02-18,제천,221,0.26,-0.07,-1.21
2015-02-18,보은,226,0.67,0.68,0.39
2015-02-18,천안,232,0.20,0.28,-0.34
2015-02-18,보령,235,0.17,1.26,0.01
2015-02-18,부여,236,0.46,1.23,0.47
2015-02-18,금산,238,0.15,1.18,0.57
2015-02-18,부안,243,-0.03,1.76,0.74
2015-02-18,임실,244,-0.58,0.81,0.21
2015-02-18,정읍,245,-0.40,1.11,0.52
2015-02-18,남원,247,-0.02,1.38,0.22
2015-02-18,장흥,260,-0.12,0.80,0.56
2015-02-18,해남,261,0.04,1.60,0.13
2015-02-18,고흥,262,0.26,1.00,1.41
2015-02-18,영주,272,0.35,-0.07,0.47
2015-02-18,문경,273,0.24,0.20,0.05
2015-02-18,영덕,277,-0.72,-0.56,0.10
2015-02-18,의성,278,0.38,1.14,0.15
2015-02-18,구미,279,0.65,1.19,1.35
2015-02-18,영천,281,-0.16,0.49,0.79
2015-02-18,거창,284,0.06,0.99,0.28
2015-02-18,합천,285,0.19,0.96,0.49
2015-02-18,밀양,288,0.13,0.73,0.36
2015-02-18,산청,289,0.19,0.86,0.42
2015-02-18,거제,294,-0.26,0.70,0.96
2015-02-18,남해,295,0.35,1.02,1.25
