발표일자,지점명,지점코드,spi1,spi3,edi
2019-11-02,속초,90,1.15,0.70,-0.04
2019-11-02,철원,95,-0.38,-0.20,-1.18
2019-11-02,대관령,100,0.91,-0.06,-1.04
2019-11-02,춘천,101,0.39,-0.25,-1.40
2019-11-02,강릉,105,2.49,1.68,1.49
2019-11-02,서울,108,0.41,-0.38,-1.54
2019-11-02,인천,112,-0.23,-0.05,-1.22
2019-11-02,원주,114,0.02,-0.47,-2.13
2019-11-02,수원,119,0.69,-0.16,-1.53
2019-11-02,충주,127,0.43,-0.45,-1.46
2019-11-02,서산,129,0.77,-0.10,-1.15
2019-11-02,울진,130,3.15,2.39,3.09
2019-11-02,청주,131,0.89,-0.57,-1.35
2019-11-02,대전,133,1.12,-0.38,-1.01
2019-11-02,추풍령,135,2.06,0.95,0.49
2019-11-02,안동,136,1.78,0.46,-0.28
2019-11-02,포항,138,2.52,1.88,1.87
2019-11-02,군산,140,1.16,0.00,-0.52
2019-11-02,대구,143,1.88,0.56,0.26
2019-11-02,전주,146,0.58,-0.25,-0.98
2019-11-02,울산,152,1.73,1.16,1.22
2019-11-02,창원,155,1.86,0.52,0.49
2019-11-02,광주,156,0.97,-0.44,-0.48
2019-11-02,부산,159,0.93,0.58,0.67
2019-11-02,통영,162,1.57,0.55,1.10
2019-11-02,목포,165,1.23,0.99,0.75
2019-11-02,여수,168,1.41,0.51,0.72
2019-11-02,완도,170,1.62,0.64,0.64
2019-11-02,제주,184,0.92,1.76,1.84
2019-11-02,고산,185,1.05,2.59,2.49
2019-11-02,성산,188,1.11,2.02,2.32
2019-11-02,서귀포,189,0.60,1.30,1.10
2019-11-02,진주,192,1.42,0.49,0.35
2019-11-02,강화,201,-0.49,0.20,-0.60
2019-11-02,양평,202,0.66,0.15,-1.13
2019-11-02,이천,203,0.94,-0.20,-1.01
2019-11-02,인제,211,0.41,-0.18,-1.36
2019-11-02,홍천,212,0.51,-0.44,-1.48
2019-11-02,태백,216,1.11,0.57,0.14
2019-11-02,제천,221,0.57,-0.58,-1.62
2019-11-02,보은,226,1.17,-0.03,-0.59
2019-11-02,천안,232,0.82,-0.83,-1.36
2019-11-02,보령,235,0.46,-0.47,-1.48
2019-11-02,부여,236,0.75,-0.24,-0.94
2019-11-02,금산,238,1.10,0.12,-0.71
2019-11-02,부안,243,0.81,0.27,-0.17
2019-11-02,임실,244,1.20,-0.15,-0.53
2019-11-02,정읍,245,0.74,0.77,0.30
2019-11-02,남원,247,1.39,0.17,0.24
2019-11-02,장수,248,1.05,0.21,0.13
2019-11-02,장흥,260,2.00,0.39,0.40
2019-11-02,해남,261,2.02,1.22,0.54
2019-11-02,고흥,262,2.18,0.88,1.15
2019-11-02,봉화,271,1.05,0.45,-0.07
2019-11-02,영주,272,1.73,-0.06,-0.65
2019-11-02,문경,273,1.54,0.33,-0.23
2019-11-02,영덕,277,2.72,1.78,2.43
2019-11-02,의성,278,1.80,0.38,-0.31
2019-11-02,구미,279,2.29,1.02,0.91
2019-11-02,영천,281,1.65,0.67,0.39
2019-11-02,거창,284,1.66,0.50,0.22
2019-11-02,합천,285,2.26,0.84,1.00
2019-11-02,밀양,288,1.71,0.52,0.35
2019-11-02,산청,289,2.32,0.78,1.00
2019-11-02,거제,294,1.30,0.92,1.28
2019-11-02,남해,295,1.26,0.63,1.08
