발표일자,지점명,지점코드,spi1,spi3,edi
2016-03-13,속초,90,0.30,-0.72,0.00
2016-03-13,대관령,100,-0.01,-0.94,-1.72
2016-03-13,춘천,101,1.80,1.09,-0.53
2016-03-13,강릉,105,-0.11,-0.51,-0.71
2016-03-13,서울,108,1.45,0.72,-2.31
2016-03-13,인천,112,1.68,0.91,-0.64
2016-03-13,원주,114,1.32,0.61,-0.69
2016-03-13,수원,119,1.79,1.24,-0.18
2016-03-13,충주,127,0.94,0.15,-1.60
2016-03-13,서산,129,1.51,0.99,-0.30
2016-03-13,울진,130,0.08,-0.90,-0.69
2016-03-13,청주,131,0.60,0.00,-2.07
2016-03-13,대전,133,0.99,0.38,-1.40
2016-03-13,추풍령,135,1.34,0.78,0.07
2016-03-13,포항,138,0.47,0.27,0.11
2016-03-13,군산,140,0.70,0.81,-0.29
2016-03-13,대구,143,1.03,0.75,0.46
2016-03-13,전주,146,1.18,0.84,-0.31
2016-03-13,울산,152,0.84,0.61,0.29
2016-03-13,광주,156,1.02,0.98,0.24
2016-03-13,부산,159,1.85,1.47,1.28
2016-03-13,통영,162,2.30,2.18,2.07
2016-03-13,목포,165,0.95,1.62,1.14
2016-03-13,여수,168,1.71,1.50,0.59
2016-03-13,완도,170,1.16,1.45,0.93
2016-03-13,제주,184,0.90,1.19,1.52
2016-03-13,성산,188,2.04,2.12,4.39
2016-03-13,서귀포,189,1.73,1.70,2.89
2016-03-13,진주,192,1.85,1.46,1.16
2016-03-13,강화,201,1.85,1.08,-0.63
2016-03-13,양평,202,0.63,-0.15,-2.54
2016-03-13,이천,203,1.77,1.13,-0.01
2016-03-13,인제,211,1.58,0.87,-0.34
2016-03-13,홍천,212,1.21,0.40,-2.31
2016-03-13,제천,221,1.39,0.59,-1.55
2016-03-13,보은,226,1.24,0.54,-0.55
2016-03-13,천안,232,0.78,0.12,-1.70
2016-03-13,보령,235,1.04,0.59,-1.37
2016-03-13,부여,236,0.70,0.28,-1.38
2016-03-13,금산,238,1.29,0.60,-0.43
2016-03-13,부안,243,0.99,1.28,0.19
2016-03-13,임실,244,1.25,0.92,-0.03
2016-03-13,정읍,245,1.24,1.27,0.58
2016-03-13,남원,247,1.64,1.14,0.22
2016-03-13,장흥,260,1.53,1.61,0.61
2016-03-13,해남,261,1.26,1.30,0.92
2016-03-13,고흥,262,1.37,1.57,0.64
2016-03-13,영주,272,1.30,0.60,-1.20
2016-03-13,문경,273,1.22,0.67,-0.48
2016-03-13,영덕,277,-0.21,-0.72,-0.70
2016-03-13,의성,278,1.16,0.38,-1.17
2016-03-13,구미,279,1.04,0.62,-0.11
2016-03-13,영천,281,1.34,0.92,0.65
2016-03-13,거창,284,1.21,0.79,0.10
2016-03-13,합천,285,1.46,1.27,0.69
2016-03-13,밀양,288,1.57,1.37,0.75
2016-03-13,산청,289,1.22,0.98,0.44
2016-03-13,거제,294,1.91,1.64,1.41
2016-03-13,남해,295,1.90,1.61,1.26
