발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2015-10-02,속초,90,-1.46,-1.79,12.90,-1.93
2015-10-02,대관령,100,-0.82,-1.12,30.00,-1.62
2015-10-02,춘천,101,-0.96,-1.93,24.00,-2.30
2015-10-02,강릉,105,-0.90,-1.48,32.10,-1.67
2015-10-02,서울,108,-0.27,-1.67,38.90,-2.09
2015-10-02,인천,112,-0.42,-1.85,35.20,-2.16
2015-10-02,원주,114,-0.40,-1.66,41.00,-1.61
2015-10-02,수원,119,-0.93,-1.96,22.20,-2.12
2015-10-02,충주,127,-0.63,-1.62,38.50,-1.68
2015-10-02,서산,129,-1.03,-2.11,17.30,-1.72
2015-10-02,울진,130,-1.31,-1.19,24.20,-1.34
2015-10-02,청주,131,-0.70,-2.08,44.00,-1.89
2015-10-02,대전,133,-0.55,-2.07,45.00,-1.59
2015-10-02,추풍령,135,-0.40,-1.43,51.90,-1.32
2015-10-02,포항,138,-0.35,-0.57,61.60,-0.65
2015-10-02,군산,140,0.02,-1.67,83.50,-1.17
2015-10-02,대구,143,-0.53,-0.25,50.90,-0.59
2015-10-02,전주,146,-0.30,-1.73,61.30,-1.65
2015-10-02,울산,152,-0.13,-0.31,83.20,-0.52
2015-10-02,광주,156,-0.01,-1.02,85.20,-0.73
2015-10-02,부산,159,0.63,-0.30,140.80,-0.13
2015-10-02,통영,162,0.50,-0.17,133.30,0.15
2015-10-02,목포,165,0.35,-0.54,104.20,-0.26
2015-10-02,여수,168,0.06,-0.65,83.60,-0.60
2015-10-02,완도,170,0.33,-0.21,94.90,0.00
2015-10-02,제주,184,0.33,0.53,91.80,0.33
2015-10-02,성산,188,0.84,0.68,131.30,0.97
2015-10-02,서귀포,189,1.28,0.81,179.50,1.42
2015-10-02,진주,192,0.20,-0.65,98.60,-0.52
2015-10-02,강화,201,-0.13,-2.47,47.40,-2.61
2015-10-02,양평,202,-0.43,-1.78,36.40,-2.30
2015-10-02,이천,203,-0.82,-1.95,23.50,-1.96
2015-10-02,인제,211,-0.46,-1.42,40.30,-2.04
2015-10-02,홍천,212,-0.47,-1.76,36.30,-2.42
2015-10-02,제천,221,-0.57,-1.51,41.30,-1.79
2015-10-02,보은,226,-0.30,-1.74,65.60,-1.36
2015-10-02,천안,232,-0.64,-2.40,38.60,-1.72
2015-10-02,보령,235,-0.67,-1.89,37.50,-1.97
2015-10-02,부여,236,-0.29,-2.09,55.90,-1.45
2015-10-02,금산,238,-0.53,-1.55,46.80,-1.43
2015-10-02,부안,243,-0.15,-1.58,58.60,-1.10
2015-10-02,임실,244,-0.03,-1.55,78.90,-1.29
2015-10-02,정읍,245,-0.30,-1.35,58.60,-0.94
2015-10-02,남원,247,0.06,-1.40,93.10,-1.05
2015-10-02,장흥,260,0.07,-0.66,72.50,-0.63
2015-10-02,해남,261,0.01,-0.38,72.90,-0.39
2015-10-02,고흥,262,0.19,-0.43,82.20,-0.24
2015-10-02,영주,272,-0.53,-1.76,57.20,-1.55
2015-10-02,문경,273,-0.47,-1.74,59.00,-1.59
2015-10-02,영덕,277,-0.52,-1.11,58.60,-1.17
2015-10-02,의성,278,-0.66,-1.72,45.50,-1.59
2015-10-02,구미,279,-0.18,-1.05,67.40,-1.00
2015-10-02,영천,281,-0.51,-0.58,61.30,-0.78
2015-10-02,거창,284,-0.21,-0.71,63.30,-0.68
2015-10-02,합천,285,-0.28,-0.65,70.80,-0.66
2015-10-02,밀양,288,0.06,-0.49,93.50,-0.69
2015-10-02,산청,289,-0.23,-0.17,60.60,-0.46
2015-10-02,거제,294,0.54,-0.11,136.50,0.03
2015-10-02,남해,295,-0.02,-0.33,77.30,-
