발표일자,지점명,지점코드,spi1,spi3,edi
2015-11-13,속초,90,1.56,-0.87,-0.19
2015-11-13,대관령,100,0.24,-0.43,-1.78
2015-11-13,춘천,101,0.96,-1.49,-2.33
2015-11-13,강릉,105,1.06,-0.45,-0.90
2015-11-13,서울,108,1.01,-0.82,-2.33
2015-11-13,인천,112,1.14,-0.88,-2.42
2015-11-13,원주,114,0.66,-1.21,-1.72
2015-11-13,수원,119,0.71,-1.14,-2.35
2015-11-13,충주,127,0.55,-1.38,-1.89
2015-11-13,서산,129,1.45,-0.96,-1.49
2015-11-13,울진,130,0.39,-1.18,-1.12
2015-11-13,청주,131,0.69,-1.17,-2.07
2015-11-13,대전,133,0.66,-1.14,-1.72
2015-11-13,추풍령,135,1.17,-0.66,-1.27
2015-11-13,포항,138,0.76,-0.28,-0.57
2015-11-13,군산,140,1.02,-0.47,-1.12
2015-11-13,대구,143,0.78,-0.49,-0.50
2015-11-13,전주,146,0.86,-0.92,-1.69
2015-11-13,울산,152,0.24,-0.09,-0.67
2015-11-13,광주,156,0.59,-0.65,-0.86
2015-11-13,부산,159,0.92,0.34,-0.09
2015-11-13,통영,162,0.71,0.29,-0.01
2015-11-13,목포,165,0.29,-0.38,-0.59
2015-11-13,여수,168,0.13,-0.37,-0.76
2015-11-13,완도,170,0.11,-0.05,-0.20
2015-11-13,제주,184,-0.85,-0.35,-0.14
2015-11-13,성산,188,-0.62,-0.03,0.16
2015-11-13,서귀포,189,-0.21,0.20,0.59
2015-11-13,진주,192,0.67,-0.26,-0.56
2015-11-13,강화,201,1.22,-0.78,-2.66
2015-11-13,양평,202,0.80,-0.97,-2.47
2015-11-13,이천,203,1.03,-1.27,-1.96
2015-11-13,인제,211,0.78,-1.00,-2.04
2015-11-13,홍천,212,0.85,-0.86,-2.48
2015-11-13,제천,221,0.75,-1.17,-1.91
2015-11-13,보은,226,0.31,-0.89,-1.52
2015-11-13,천안,232,0.57,-1.11,-1.90
2015-11-13,보령,235,1.09,-1.09,-1.88
2015-11-13,부여,236,0.71,-1.00,-1.58
2015-11-13,금산,238,0.73,-0.84,-1.37
2015-11-13,부안,243,1.35,-0.59,-1.04
2015-11-13,임실,244,0.35,-0.77,-1.50
2015-11-13,정읍,245,0.87,-0.96,-1.10
2015-11-13,남원,247,0.38,-0.65,-1.24
2015-11-13,장흥,260,-0.24,-0.51,-0.94
2015-11-13,해남,261,0.07,-0.32,-0.64
2015-11-13,고흥,262,-0.06,-0.34,-0.50
2015-11-13,영주,272,0.59,-1.21,-1.63
2015-11-13,문경,273,0.66,-0.99,-1.71
2015-11-13,영덕,277,0.73,-0.56,-0.84
2015-11-13,의성,278,0.78,-0.87,-1.50
2015-11-13,구미,279,0.78,-0.62,-1.00
2015-11-13,영천,281,0.77,-0.50,-0.67
2015-11-13,거창,284,0.47,-0.58,-0.81
2015-11-13,합천,285,0.67,-0.36,-0.68
2015-11-13,밀양,288,0.73,-0.16,-0.67
2015-11-13,산청,289,0.40,-0.46,-0.54
2015-11-13,거제,294,0.96,0.37,-0.02
2015-11-13,남해,295,0.82,-0.23,-0.27
