발표일자,지점명,지점코드,spi1,spi3,edi
2016-01-05,속초,90,-1.07,1.96,0.35
2016-01-05,대관령,100,-3.09,0.26,-1.69
2016-01-05,춘천,101,-0.82,1.63,-2.28
2016-01-05,강릉,105,-0.51,1.25,-0.53
2016-01-05,서울,108,-0.81,1.11,-2.50
2016-01-05,인천,112,-0.70,1.22,-2.63
2016-01-05,원주,114,-0.58,1.17,-1.63
2016-01-05,수원,119,-0.40,1.32,-2.00
2016-01-05,충주,127,0.12,1.04,-1.67
2016-01-05,서산,129,0.02,1.62,-1.33
2016-01-05,울진,130,-0.31,1.09,-0.38
2016-01-05,청주,131,0.21,1.31,-1.80
2016-01-05,대전,133,0.42,1.43,-1.42
2016-01-05,추풍령,135,0.81,1.63,-0.94
2016-01-05,포항,138,0.80,0.93,-0.33
2016-01-05,군산,140,0.51,1.81,-0.73
2016-01-05,대구,143,1.18,0.84,-0.30
2016-01-05,전주,146,1.01,1.43,-1.36
2016-01-05,울산,152,1.03,0.60,-0.35
2016-01-05,광주,156,0.90,1.46,-0.47
2016-01-05,부산,159,0.97,0.65,-0.12
2016-01-05,통영,162,1.04,0.52,0.07
2016-01-05,목포,165,1.49,1.27,0.08
2016-01-05,여수,168,0.86,0.20,-0.58
2016-01-05,완도,170,1.70,0.94,0.23
2016-01-05,제주,184,1.14,1.03,0.67
2016-01-05,성산,188,1.02,1.20,1.47
2016-01-05,서귀포,189,1.30,1.34,1.71
2016-01-05,진주,192,1.29,1.03,-0.28
2016-01-05,강화,201,-0.54,1.26,-2.95
2016-01-05,양평,202,-0.63,1.37,-2.41
2016-01-05,이천,203,-0.36,1.57,-1.68
2016-01-05,인제,211,-1.18,1.42,-1.98
2016-01-05,홍천,212,-0.85,1.17,-2.48
2016-01-05,제천,221,-0.22,1.08,-1.88
2016-01-05,보은,226,0.50,1.23,-1.18
2016-01-05,천안,232,-0.19,1.38,-1.59
2016-01-05,보령,235,0.97,1.82,-1.30
2016-01-05,부여,236,0.88,1.40,-1.22
2016-01-05,금산,238,0.43,1.32,-1.13
2016-01-05,부안,243,1.44,1.75,-0.56
2016-01-05,임실,244,0.94,1.19,-1.10
2016-01-05,정읍,245,1.04,1.41,-0.70
2016-01-05,남원,247,0.57,1.17,-1.00
2016-01-05,장흥,260,1.24,0.62,-0.69
2016-01-05,해남,261,1.22,0.74,-0.30
2016-01-05,고흥,262,0.46,-0.05,-0.38
2016-01-05,영주,272,0.19,0.85,-1.47
2016-01-05,문경,273,0.85,1.49,-1.33
2016-01-05,영덕,277,0.40,1.58,-0.10
2016-01-05,의성,278,0.40,0.99,-1.41
2016-01-05,구미,279,1.20,1.21,-0.73
2016-01-05,영천,281,1.09,0.95,-0.48
2016-01-05,거창,284,1.39,1.28,-0.46
2016-01-05,합천,285,1.33,1.00,-0.40
2016-01-05,밀양,288,1.16,0.64,-0.58
2016-01-05,산청,289,1.17,0.94,-0.26
2016-01-05,거제,294,1.20,0.86,0.12
2016-01-05,남해,295,1.05,0.78,-0.16
