발표일자,지점명,지점코드,spi1,spi3,edi
2015-11-18,속초,90,2.00,-0.22,0.53
2015-11-18,대관령,100,0.85,-0.01,-1.59
2015-11-18,춘천,101,1.87,-0.74,-1.93
2015-11-18,강릉,105,1.38,-0.05,-0.63
2015-11-18,서울,108,1.55,-0.56,-2.25
2015-11-18,인천,112,1.69,-0.50,-2.30
2015-11-18,원주,114,1.74,-0.62,-1.30
2015-11-18,수원,119,1.50,-0.90,-2.10
2015-11-18,충주,127,1.44,-0.87,-1.53
2015-11-18,서산,129,1.99,-0.59,-1.19
2015-11-18,울진,130,1.12,-0.60,-0.59
2015-11-18,청주,131,1.56,-0.64,-1.66
2015-11-18,대전,133,1.68,-0.39,-1.15
2015-11-18,추풍령,135,1.88,-0.06,-0.81
2015-11-18,포항,138,1.27,0.09,-0.27
2015-11-18,군산,140,1.69,-0.04,-0.75
2015-11-18,대구,143,1.23,-0.04,-0.25
2015-11-18,전주,146,1.42,-0.53,-1.47
2015-11-18,울산,152,0.94,0.26,-0.40
2015-11-18,광주,156,1.50,-0.25,-0.56
2015-11-18,부산,159,1.16,0.59,0.06
2015-11-18,통영,162,0.97,0.55,0.14
2015-11-18,목포,165,1.29,0.02,-0.22
2015-11-18,여수,168,0.73,-0.08,-0.57
2015-11-18,완도,170,0.57,0.17,-0.05
2015-11-18,제주,184,0.40,-0.34,0.19
2015-11-18,성산,188,0.67,0.21,0.85
2015-11-18,서귀포,189,1.44,0.88,1.61
2015-11-18,진주,192,1.33,0.14,-0.22
2015-11-18,강화,201,1.52,-0.40,-2.64
2015-11-18,양평,202,1.79,-0.52,-2.18
2015-11-18,이천,203,1.98,-0.68,-1.52
2015-11-18,인제,211,1.70,-0.39,-1.73
2015-11-18,홍천,212,1.71,-0.43,-2.31
2015-11-18,제천,221,1.57,-0.67,-1.55
2015-11-18,보은,226,1.50,-0.25,-1.08
2015-11-18,천안,232,1.73,-0.58,-1.49
2015-11-18,보령,235,1.89,-0.48,-1.37
2015-11-18,부여,236,1.45,-0.44,-1.20
2015-11-18,금산,238,1.56,-0.28,-0.98
2015-11-18,부안,243,1.97,-0.18,-0.80
2015-11-18,임실,244,0.87,-0.39,-1.35
2015-11-18,정읍,245,1.30,-0.59,-0.95
2015-11-18,남원,247,1.12,-0.21,-1.08
2015-11-18,장흥,260,0.56,-0.21,-0.76
2015-11-18,해남,261,0.73,0.04,-0.46
2015-11-18,고흥,262,0.49,-0.09,-0.33
2015-11-18,영주,272,1.32,-0.62,-1.25
2015-11-18,문경,273,1.66,-0.33,-1.17
2015-11-18,영덕,277,1.39,-0.03,-0.43
2015-11-18,의성,278,1.40,-0.59,-1.22
2015-11-18,구미,279,1.35,-0.21,-0.72
2015-11-18,영천,281,1.29,-0.02,-0.38
2015-11-18,거창,284,1.49,-0.19,-0.48
2015-11-18,합천,285,1.33,-0.04,-0.38
2015-11-18,밀양,288,1.19,0.15,-0.49
2015-11-18,산청,289,1.29,-0.13,-0.24
2015-11-18,거제,294,1.35,0.69,0.21
2015-11-18,남해,295,1.32,0.09,-0.07
