발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2015-07-19,속초,90,-0.14,-1.16,86.00,-1.10
2015-07-19,대관령,100,-1.07,-2.63,42.10,-1.75
2015-07-19,춘천,101,-1.83,-3.09,26.80,-1.47
2015-07-19,강릉,105,0.14,-1.08,94.80,-0.89
2015-07-19,서울,108,-1.21,-2.11,33.50,-1.91
2015-07-19,인천,112,-1.09,-2.13,37.10,-1.80
2015-07-19,원주,114,-0.95,-1.38,44.10,-1.08
2015-07-19,수원,119,-3.09,-3.09,21.80,-1.53
2015-07-19,충주,127,-1.36,-3.09,35.40,-1.55
2015-07-19,서산,129,-1.00,-2.88,42.00,-1.37
2015-07-19,울진,130,0.22,-1.01,101.80,-0.51
2015-07-19,청주,131,-1.08,-1.95,45.80,-1.36
2015-07-19,대전,133,-0.78,-1.59,57.30,-1.26
2015-07-19,추풍령,135,-0.39,-1.14,74.80,-0.84
2015-07-19,포항,138,0.11,-0.77,94.40,-0.47
2015-07-19,군산,140,-0.43,-0.95,69.10,-0.85
2015-07-19,대구,143,-0.02,-0.66,88.50,-0.55
2015-07-19,전주,146,-1.06,-1.36,45.30,-1.41
2015-07-19,울산,152,0.01,-0.62,86.00,-0.48
2015-07-19,광주,156,-0.52,-0.78,69.00,-0.76
2015-07-19,부산,159,-0.79,-1.06,48.60,-0.63
2015-07-19,통영,162,-0.39,-0.56,66.60,-0.32
2015-07-19,목포,165,-0.07,-0.27,88.40,-0.25
2015-07-19,여수,168,-0.13,-0.23,79.20,-0.18
2015-07-19,완도,170,0.32,0.76,104.00,0.53
2015-07-19,제주,184,1.04,1.12,153.20,1.11
2015-07-19,성산,188,0.76,0.91,126.70,0.92
2015-07-19,서귀포,189,0.99,1.25,143.10,1.33
2015-07-19,진주,192,-0.19,-0.31,81.20,-0.24
2015-07-19,강화,201,-0.94,-1.93,43.80,-2.32
2015-07-19,양평,202,-1.91,-3.09,26.70,-1.71
2015-07-19,이천,203,-1.47,-2.77,33.70,-1.44
2015-07-19,인제,211,-1.05,-3.09,36.50,-1.53
2015-07-19,홍천,212,-1.61,-3.09,24.40,-1.71
2015-07-19,제천,221,-1.27,-2.08,30.40,-1.53
2015-07-19,보은,226,-0.86,-1.66,51.90,-1.30
2015-07-19,천안,232,-1.28,-2.97,40.70,-1.47
2015-07-19,보령,235,-1.00,-1.74,41.90,-1.35
2015-07-19,부여,236,-0.88,-1.62,46.80,-1.25
2015-07-19,금산,238,-0.27,-0.84,81.10,-0.77
2015-07-19,부안,243,-0.63,-0.72,62.30,-0.75
2015-07-19,임실,244,-0.83,-1.26,57.90,-1.10
2015-07-19,정읍,245,-0.42,-0.74,70.90,-0.71
2015-07-19,남원,247,-0.80,-1.15,55.50,-1.15
2015-07-19,장흥,260,0.01,-0.19,86.90,-0.26
2015-07-19,해남,261,0.50,0.34,115.20,0.23
2015-07-19,고흥,262,0.13,0.33,95.00,0.24
2015-07-19,영주,272,-0.59,-1.34,64.80,-1.03
2015-07-19,문경,273,-0.84,-1.63,54.80,-1.24
2015-07-19,영덕,277,0.01,-1.17,90.40,-0.67
2015-07-19,의성,278,-0.84,-1.32,50.60,-1.07
2015-07-19,구미,279,-0.22,-0.92,82.20,-0.63
2015-07-19,영천,281,0.40,-0.34,111.40,-0.26
2015-07-19,거창,284,0.30,-0.18,103.90,-0.25
2015-07-19,합천,285,-0.28,-0.47,79.80,-0.46
2015-07-19,밀양,288,-0.49,-1.05,66.20,-0.85
2015-07-19,산청,289,0.83,0.57,138.90,0.73
2015-07-19,거제,294,-0.20,-0.41,73.40,-0.32
2015-07-19,남해,295,0.25,0.22,97.00,0.20
