발표일자,지점명,지점코드,spi1,spi3,edi
2014-10-30,속초,90,-0.17,-0.07,-1.19
2014-10-30,대관령,100,0.92,0.06,-0.91
2014-10-30,춘천,101,0.67,-0.57,-1.92
2014-10-30,강릉,105,0.64,0.46,-0.27
2014-10-30,서울,108,0.42,-0.49,-1.54
2014-10-30,인천,112,0.57,-0.61,-1.44
2014-10-30,원주,114,1.18,-0.10,-1.40
2014-10-30,수원,119,0.88,0.15,-0.65
2014-10-30,충주,127,1.38,0.50,-0.34
2014-10-30,서산,129,1.11,0.14,-0.56
2014-10-30,울진,130,1.22,1.19,0.86
2014-10-30,청주,131,1.06,0.05,-0.82
2014-10-30,대전,133,1.17,0.08,-0.37
2014-10-30,추풍령,135,0.90,0.92,0.00
2014-10-30,포항,138,0.82,1.15,0.58
2014-10-30,군산,140,0.61,0.50,-0.26
2014-10-30,대구,143,0.73,1.08,0.34
2014-10-30,전주,146,0.63,0.47,-0.15
2014-10-30,울산,152,0.78,1.44,0.68
2014-10-30,광주,156,0.64,0.50,-0.03
2014-10-30,부산,159,1.05,1.62,0.93
2014-10-30,통영,162,1.25,1.70,1.17
2014-10-30,목포,165,0.60,0.30,-0.41
2014-10-30,여수,168,1.01,1.69,0.83
2014-10-30,완도,170,0.14,1.24,0.65
2014-10-30,제주,184,0.34,0.54,-0.05
2014-10-30,성산,188,1.42,0.82,0.59
2014-10-30,서귀포,189,-0.04,1.02,0.78
2014-10-30,진주,192,1.29,1.27,0.79
2014-10-30,강화,201,0.64,-1.09,-2.05
2014-10-30,양평,202,0.67,-0.41,-1.58
2014-10-30,이천,203,1.16,-0.31,-1.41
2014-10-30,인제,211,0.88,-0.11,-1.34
2014-10-30,홍천,212,0.47,-0.53,-1.79
2014-10-30,제천,221,1.32,0.26,-0.95
2014-10-30,보은,226,1.47,0.47,-0.09
2014-10-30,천안,232,0.95,0.05,-0.23
2014-10-30,보령,235,1.36,0.05,-0.31
2014-10-30,부여,236,0.86,0.19,-0.35
2014-10-30,금산,238,0.97,0.92,-0.13
2014-10-30,부안,243,0.25,0.66,-0.25
2014-10-30,임실,244,0.91,0.55,0.28
2014-10-30,정읍,245,0.94,0.65,0.22
2014-10-30,남원,247,0.52,0.54,-0.07
2014-10-30,장흥,260,0.21,1.04,0.34
2014-10-30,해남,261,0.40,0.42,-0.50
2014-10-30,고흥,262,0.68,1.49,1.10
2014-10-30,영주,272,1.60,1.20,0.44
2014-10-30,문경,273,1.68,0.68,-0.15
2014-10-30,영덕,277,1.36,1.34,0.98
2014-10-30,의성,278,0.93,1.09,-0.14
2014-10-30,구미,279,0.86,1.12,0.69
2014-10-30,영천,281,1.08,1.66,1.03
2014-10-30,거창,284,0.74,0.85,0.10
2014-10-30,합천,285,0.89,0.97,0.35
2014-10-30,밀양,288,0.75,1.17,0.33
2014-10-30,산청,289,0.84,0.99,0.21
2014-10-30,거제,294,0.88,1.84,1.07
2014-10-30,남해,295,0.95,1.58,0.83
