발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2015-08-19,속초,90,0.43,-0.29,101.50,-0.63
2015-08-19,대관령,100,-1.13,-3.09,31.60,-1.85
2015-08-19,춘천,101,-0.31,-1.54,67.50,-1.79
2015-08-19,강릉,105,-0.84,-1.24,35.90,-1.26
2015-08-19,서울,108,-0.17,-1.59,67.60,-1.77
2015-08-19,인천,112,-0.36,-1.55,60.40,-1.80
2015-08-19,원주,114,-0.22,-1.19,78.10,-1.53
2015-08-19,수원,119,-0.15,-2.09,74.90,-1.76
2015-08-19,충주,127,-0.16,-1.88,78.90,-1.74
2015-08-19,서산,129,-0.36,-1.49,58.90,-1.37
2015-08-19,울진,130,-1.03,-1.05,25.80,-0.92
2015-08-19,청주,131,-1.16,-2.84,44.80,-2.13
2015-08-19,대전,133,-1.70,-2.30,30.80,-1.64
2015-08-19,추풍령,135,-1.88,-1.98,15.90,-1.63
2015-08-19,포항,138,-1.02,-1.14,27.30,-0.99
2015-08-19,군산,140,-1.85,-1.65,16.90,-1.47
2015-08-19,대구,143,0.13,-0.62,88.90,-0.49
2015-08-19,전주,146,-1.39,-1.66,31.80,-1.77
2015-08-19,울산,152,-1.14,-1.49,22.10,-1.12
2015-08-19,광주,156,-0.86,-1.17,47.90,-1.06
2015-08-19,부산,159,-0.62,-1.97,38.60,-1.06
2015-08-19,통영,162,-0.73,-1.73,31.00,-0.82
2015-08-19,목포,165,-0.90,-1.02,31.50,-0.88
2015-08-19,여수,168,-1.40,-1.56,17.00,-1.09
2015-08-19,완도,170,-0.90,-0.72,20.70,-0.46
2015-08-19,제주,184,0.16,0.69,87.30,0.67
2015-08-19,성산,188,-0.06,0.41,79.20,0.55
2015-08-19,서귀포,189,-0.60,0.20,46.80,0.36
2015-08-19,진주,192,-1.26,-1.37,20.20,-1.13
2015-08-19,강화,201,-1.08,-1.89,37.40,-2.23
2015-08-19,양평,202,-0.30,-1.98,68.40,-1.99
2015-08-19,이천,203,-0.29,-1.64,70.10,-1.72
2015-08-19,인제,211,0.12,-1.12,89.00,-1.68
2015-08-19,홍천,212,-0.35,-2.22,70.40,-2.18
2015-08-19,제천,221,-0.14,-1.42,76.60,-1.67
2015-08-19,보은,226,-1.12,-2.42,38.50,-1.38
2015-08-19,천안,232,-1.01,-3.09,45.00,-1.94
2015-08-19,보령,235,-1.31,-1.90,29.10,-1.82
2015-08-19,부여,236,-1.23,-3.09,40.40,-1.62
2015-08-19,금산,238,-1.66,-1.47,23.40,-1.56
2015-08-19,부안,243,-1.78,-1.57,18.50,-1.50
2015-08-19,임실,244,-3.09,-1.84,21.30,-1.59
2015-08-19,정읍,245,-0.71,-1.07,54.80,-1.04
2015-08-19,남원,247,-3.09,-1.68,16.80,-1.69
2015-08-19,장흥,260,-1.38,-1.38,20.00,-1.24
2015-08-19,해남,261,-1.28,-0.81,17.70,-0.88
2015-08-19,고흥,262,-1.11,-1.25,25.70,-0.73
2015-08-19,영주,272,-1.61,-2.13,30.00,-1.64
2015-08-19,문경,273,-1.64,-2.20,26.40,-1.70
2015-08-19,영덕,277,-1.53,-2.60,19.60,-1.16
2015-08-19,의성,278,-1.47,-2.03,29.50,-1.28
2015-08-19,구미,279,-1.56,-1.56,28.30,-1.15
2015-08-19,영천,281,-1.26,-0.91,34.70,-0.92
2015-08-19,거창,284,-1.17,-1.02,28.40,-0.97
2015-08-19,합천,285,-0.84,-1.17,43.40,-0.87
2015-08-19,밀양,288,-0.81,-1.53,44.70,-1.41
2015-08-19,산청,289,-1.06,-0.53,27.70,-0.62
2015-08-19,거제,294,-0.74,-1.40,30.40,-0.81
2015-08-19,남해,295,-1.19,-1.11,21.40,-
