발표일자,지점명,지점코드,spi1,spi3,edi
2016-03-14,속초,90,0.32,-0.74,-0.02
2016-03-14,대관령,100,-0.03,-0.98,-1.76
2016-03-14,춘천,101,1.79,1.06,-0.59
2016-03-14,강릉,105,-0.11,-0.53,-0.75
2016-03-14,서울,108,1.44,0.70,-2.34
2016-03-14,인천,112,1.63,0.89,-0.70
2016-03-14,원주,114,1.35,0.60,-0.76
2016-03-14,수원,119,1.81,1.22,-0.25
2016-03-14,충주,127,0.96,0.12,-1.67
2016-03-14,서산,129,1.49,0.97,-0.36
2016-03-14,울진,130,0.07,-0.94,-0.74
2016-03-14,청주,131,0.60,-0.04,-2.18
2016-03-14,대전,133,1.00,0.36,-1.43
2016-03-14,추풍령,135,1.39,0.76,0.00
2016-03-14,포항,138,0.48,0.25,0.06
2016-03-14,군산,140,0.66,0.79,-0.33
2016-03-14,대구,143,1.02,0.75,0.40
2016-03-14,전주,146,1.21,0.83,-0.36
2016-03-14,울산,152,0.83,0.61,0.24
2016-03-14,광주,156,1.04,0.97,0.17
2016-03-14,부산,159,1.86,1.46,1.36
2016-03-14,통영,162,2.37,2.16,2.13
2016-03-14,목포,165,0.98,1.63,0.97
2016-03-14,여수,168,1.76,1.50,0.56
2016-03-14,완도,170,1.14,1.40,0.80
2016-03-14,제주,184,1.06,1.28,1.66
2016-03-14,성산,188,2.07,2.11,4.24
2016-03-14,서귀포,189,1.70,1.68,2.28
2016-03-14,진주,192,1.91,1.45,1.10
2016-03-14,강화,201,1.81,1.06,-0.68
2016-03-14,양평,202,0.60,-0.16,-2.55
2016-03-14,이천,203,1.80,1.11,-0.06
2016-03-14,인제,211,1.57,0.83,-0.41
2016-03-14,홍천,212,1.21,0.40,-2.34
2016-03-14,제천,221,1.40,0.57,-1.60
2016-03-14,보은,226,1.27,0.52,-0.62
2016-03-14,천안,232,0.78,0.09,-1.78
2016-03-14,보령,235,1.02,0.56,-1.42
2016-03-14,부여,236,0.68,0.26,-1.43
2016-03-14,금산,238,1.31,0.58,-0.46
2016-03-14,부안,243,1.01,1.27,0.11
2016-03-14,임실,244,1.26,0.89,-0.09
2016-03-14,정읍,245,1.28,1.27,0.51
2016-03-14,남원,247,1.70,1.13,0.16
2016-03-14,장흥,260,1.57,1.60,0.55
2016-03-14,해남,261,1.32,1.29,0.83
2016-03-14,고흥,262,1.40,1.57,0.57
2016-03-14,영주,272,1.32,0.59,-1.27
2016-03-14,문경,273,1.24,0.66,-0.58
2016-03-14,영덕,277,-0.26,-0.78,-0.79
2016-03-14,의성,278,1.19,0.38,-1.21
2016-03-14,구미,279,1.06,0.62,-0.18
2016-03-14,영천,281,1.34,0.92,0.58
2016-03-14,거창,284,1.24,0.78,0.05
2016-03-14,합천,285,1.48,1.27,0.62
2016-03-14,밀양,288,1.59,1.37,0.69
2016-03-14,산청,289,1.25,0.98,0.38
2016-03-14,거제,294,1.90,1.63,1.38
2016-03-14,남해,295,1.98,1.60,1.23
