발표일자,지점명,지점코드,spi1,spi3,edi
2016-11-01,속초,90,0.84,-0.60,-0.29
2016-11-01,대관령,100,0.12,-0.85,-1.26
2016-11-01,춘천,101,1.74,-1.22,-0.39
2016-11-01,강릉,105,-0.03,-0.45,-0.59
2016-11-01,서울,108,0.95,-1.38,-1.38
2016-11-01,인천,112,0.94,-1.43,-1.56
2016-11-01,원주,114,1.00,-1.47,-1.74
2016-11-01,수원,119,1.17,-0.95,-1.24
2016-11-01,충주,127,1.20,-1.24,-1.10
2016-11-01,서산,129,0.76,-1.22,-1.12
2016-11-01,울진,130,0.53,0.11,0.26
2016-11-01,청주,131,0.93,-1.15,-1.19
2016-11-01,대전,133,1.38,-0.33,-0.28
2016-11-01,추풍령,135,1.73,0.03,0.05
2016-11-01,포항,138,2.19,2.12,1.97
2016-11-01,군산,140,1.47,-0.24,-0.19
2016-11-01,대구,143,1.63,0.64,0.87
2016-11-01,전주,146,2.04,-0.54,-0.55
2016-11-01,울산,152,2.57,1.45,1.91
2016-11-01,광주,156,2.40,0.48,0.65
2016-11-01,부산,159,1.56,1.13,0.77
2016-11-01,통영,162,1.85,1.60,1.58
2016-11-01,목포,165,2.08,0.39,0.85
2016-11-01,여수,168,1.55,0.36,0.25
2016-11-01,완도,170,1.87,0.25,0.12
2016-11-01,제주,184,1.80,0.18,0.13
2016-11-01,성산,188,1.65,0.29,0.40
2016-11-01,서귀포,189,2.52,1.13,1.13
2016-11-01,진주,192,1.91,0.68,0.56
2016-11-01,강화,201,2.20,-0.65,-0.68
2016-11-01,양평,202,0.97,-1.34,-1.54
2016-11-01,이천,203,1.16,-1.30,-1.61
2016-11-01,인제,211,1.75,-0.83,-0.34
2016-11-01,홍천,212,0.88,-1.42,-1.42
2016-11-01,제천,221,1.25,-0.89,-0.95
2016-11-01,보은,226,1.66,-0.40,0.09
2016-11-01,천안,232,1.07,-1.08,-0.83
2016-11-01,보령,235,1.26,-1.18,-1.35
2016-11-01,부여,236,1.21,-0.78,-0.56
2016-11-01,금산,238,1.99,0.05,0.26
2016-11-01,부안,243,1.64,-0.50,-0.53
2016-11-01,임실,244,1.85,0.19,0.10
2016-11-01,정읍,245,1.77,0.12,-0.01
2016-11-01,남원,247,2.73,0.50,0.44
2016-11-01,장흥,260,2.47,0.10,0.07
2016-11-01,해남,261,2.72,0.26,0.32
2016-11-01,고흥,262,2.02,0.48,0.36
2016-11-01,영주,272,1.12,-0.92,-0.34
2016-11-01,문경,273,1.55,-0.47,-0.19
2016-11-01,영덕,277,1.29,0.80,0.55
2016-11-01,의성,278,1.74,0.42,0.21
2016-11-01,구미,279,2.12,0.71,0.82
2016-11-01,영천,281,1.64,1.02,0.83
2016-11-01,거창,284,1.93,0.21,0.11
2016-11-01,합천,285,2.15,0.79,0.94
2016-11-01,밀양,288,1.87,1.26,1.29
2016-11-01,산청,289,1.93,0.31,0.10
2016-11-01,거제,294,1.71,1.06,0.87
2016-11-01,남해,295,1.88,1.23,1.11
