발표일자,지점명,지점코드,spi1,spi3,edi
2015-12-05,속초,90,2.62,1.13,1.20
2015-12-05,대관령,100,1.69,-0.21,-1.51
2015-12-05,춘천,101,2.21,0.54,-1.91
2015-12-05,강릉,105,2.24,0.34,0.10
2015-12-05,서울,108,1.72,0.37,-2.20
2015-12-05,인천,112,1.80,0.46,-2.18
2015-12-05,원주,114,2.18,0.23,-1.26
2015-12-05,수원,119,2.19,0.42,-1.60
2015-12-05,충주,127,1.75,0.03,-1.43
2015-12-05,서산,129,2.12,0.58,-0.88
2015-12-05,울진,130,2.07,0.12,0.09
2015-12-05,청주,131,1.64,0.31,-1.59
2015-12-05,대전,133,1.77,0.45,-1.29
2015-12-05,추풍령,135,1.95,0.41,-0.90
2015-12-05,포항,138,1.63,0.00,-0.41
2015-12-05,군산,140,1.85,0.75,-0.62
2015-12-05,대구,143,1.26,-0.51,-0.48
2015-12-05,전주,146,1.48,0.28,-1.33
2015-12-05,울산,152,1.31,-0.01,-0.54
2015-12-05,광주,156,1.74,0.41,-0.46
2015-12-05,부산,159,1.33,0.76,-0.27
2015-12-05,통영,162,1.12,0.53,-0.09
2015-12-05,목포,165,1.50,0.45,-0.24
2015-12-05,여수,168,0.85,-0.07,-0.71
2015-12-05,완도,170,0.86,0.23,-0.14
2015-12-05,제주,184,1.63,0.38,0.58
2015-12-05,성산,188,1.78,1.06,1.36
2015-12-05,서귀포,189,1.68,1.36,1.39
2015-12-05,진주,192,1.42,0.06,-0.45
2015-12-05,강화,201,1.94,0.38,-2.60
2015-12-05,양평,202,2.17,0.42,-2.09
2015-12-05,이천,203,2.28,0.53,-1.32
2015-12-05,인제,211,2.22,0.40,-1.72
2015-12-05,홍천,212,2.10,0.26,-2.36
2015-12-05,제천,221,1.87,0.11,-1.63
2015-12-05,보은,226,1.75,0.34,-1.09
2015-12-05,천안,232,1.98,0.27,-1.32
2015-12-05,보령,235,1.99,0.67,-1.21
2015-12-05,부여,236,1.66,0.50,-1.17
2015-12-05,금산,238,1.61,0.43,-1.06
2015-12-05,부안,243,1.52,0.37,-0.71
2015-12-05,임실,244,1.48,0.46,-1.07
2015-12-05,정읍,245,1.41,0.48,-0.73
2015-12-05,남원,247,1.53,0.36,-0.93
2015-12-05,장흥,260,0.88,0.03,-0.83
2015-12-05,해남,261,0.79,-0.09,-0.51
2015-12-05,고흥,262,0.66,-0.07,-0.46
2015-12-05,영주,272,1.66,-0.15,-1.33
2015-12-05,문경,273,1.97,0.24,-1.24
2015-12-05,영덕,277,2.15,0.72,0.15
2015-12-05,의성,278,1.58,-0.43,-1.34
2015-12-05,구미,279,1.57,-0.32,-0.81
2015-12-05,영천,281,1.36,-0.26,-0.65
2015-12-05,거창,284,1.67,0.02,-0.56
2015-12-05,합천,285,1.40,-0.20,-0.55
2015-12-05,밀양,288,1.05,0.08,-0.71
2015-12-05,산청,289,1.36,-0.15,-0.35
2015-12-05,거제,294,1.48,0.73,-0.04
2015-12-05,남해,295,1.38,0.19,-0.28
