발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2015-01-11,속초,90,-1.25,-0.97,0.60,-1.76
2015-01-11,대관령,100,-0.44,0.61,33.80,-1.31
2015-01-11,춘천,101,0.20,0.06,90.50,-2.28
2015-01-11,강릉,105,-1.21,0.05,1.00,-0.85
2015-01-11,서울,108,0.13,0.18,85.40,-1.87
2015-01-11,인천,112,0.24,0.43,98.90,-1.79
2015-01-11,원주,114,0.24,1.39,100.70,-1.86
2015-01-11,수원,119,0.44,1.10,112.70,-0.87
2015-01-11,충주,127,0.54,1.97,123.30,-0.66
2015-01-11,서산,129,0.98,1.73,158.00,-0.56
2015-01-11,울진,130,-1.26,1.24,4.20,0.23
2015-01-11,청주,131,0.62,1.96,116.10,-0.70
2015-01-11,대전,133,0.86,2.08,157.70,-0.09
2015-01-11,추풍령,135,0.96,2.33,169.20,0.78
2015-01-11,포항,138,-0.11,1.20,42.20,0.35
2015-01-11,군산,140,1.42,2.17,197.20,0.57
2015-01-11,대구,143,0.33,1.54,93.00,0.44
2015-01-11,전주,146,1.11,1.94,169.80,0.54
2015-01-11,울산,152,0.10,1.21,68.10,0.53
2015-01-11,광주,156,1.19,2.04,171.90,0.64
2015-01-11,부산,159,0.82,1.37,206.10,1.04
2015-01-11,통영,162,0.64,1.75,172.10,1.27
2015-01-11,목포,165,2.08,2.28,316.40,0.84
2015-01-11,여수,168,0.62,1.64,162.00,1.06
2015-01-11,완도,170,1.12,1.72,236.60,1.44
2015-01-11,제주,184,-0.62,0.71,58.20,0.08
2015-01-11,성산,188,0.12,1.04,99.40,0.68
2015-01-11,서귀포,189,0.41,0.39,124.80,1.17
2015-01-11,진주,192,0.46,1.94,123.50,1.00
2015-01-11,강화,201,-1.21,-0.35,15.40,-2.41
2015-01-11,양평,202,0.09,0.58,80.80,-1.89
2015-01-11,이천,203,0.26,1.23,97.90,-1.76
2015-01-11,인제,211,-0.20,0.10,64.70,-1.63
2015-01-11,홍천,212,-0.14,0.08,60.50,-2.01
2015-01-11,제천,221,0.20,1.80,95.00,-1.29
2015-01-11,보은,226,0.56,2.21,120.00,0.03
2015-01-11,천안,232,0.66,1.55,128.80,-0.42
2015-01-11,보령,235,1.34,1.98,193.60,-0.01
2015-01-11,부여,236,1.14,2.19,191.10,0.22
2015-01-11,금산,238,1.01,2.20,174.10,0.54
2015-01-11,부안,243,1.34,2.10,189.10,0.81
2015-01-11,임실,244,0.64,1.81,134.90,0.58
2015-01-11,정읍,245,1.06,1.98,159.10,0.82
2015-01-11,남원,247,1.01,2.01,165.70,0.37
2015-01-11,장흥,260,0.46,1.30,136.80,0.62
2015-01-11,해남,261,1.38,1.95,239.10,0.29
2015-01-11,고흥,262,0.27,1.42,109.60,1.36
2015-01-11,영주,272,-0.21,2.04,52.80,0.26
2015-01-11,문경,273,0.34,2.30,101.30,-0.21
2015-01-11,영덕,277,-0.73,1.71,6.30,0.56
2015-01-11,의성,278,0.46,1.80,117.70,0.14
2015-01-11,구미,279,0.34,1.94,90.60,1.08
2015-01-11,영천,281,0.27,1.80,93.00,1.01
2015-01-11,거창,284,0.34,1.98,101.60,0.33
2015-01-11,합천,285,0.02,1.72,56.90,0.49
2015-01-11,밀양,288,0.60,1.24,157.40,0.38
2015-01-11,산청,289,0.07,1.69,63.20,0.33
2015-01-11,거제,294,0.57,1.65,156.20,1.21
2015-01-11,남해,295,0.56,1.76,143.60,1.12
