발표일자,지점명,지점코드,spi1,spi3,edi
2015-11-23,속초,90,2.41,0.30,0.46
2015-11-23,대관령,100,1.28,0.09,-1.53
2015-11-23,춘천,101,2.15,-0.49,-2.08
2015-11-23,강릉,105,1.80,0.13,-0.70
2015-11-23,서울,108,1.75,-0.39,-2.29
2015-11-23,인천,112,1.98,-0.35,-2.34
2015-11-23,원주,114,2.08,-0.35,-1.43
2015-11-23,수원,119,1.94,-0.68,-2.15
2015-11-23,충주,127,1.78,-0.64,-1.62
2015-11-23,서산,129,2.37,-0.42,-1.29
2015-11-23,울진,130,1.43,-0.24,-0.66
2015-11-23,청주,131,1.96,-0.47,-1.77
2015-11-23,대전,133,2.03,-0.17,-1.29
2015-11-23,추풍령,135,2.13,0.15,-0.91
2015-11-23,포항,138,1.58,0.30,-0.29
2015-11-23,군산,140,1.86,0.10,-0.83
2015-11-23,대구,143,1.50,-0.02,-0.30
2015-11-23,전주,146,1.67,-0.41,-1.54
2015-11-23,울산,152,1.21,0.30,-0.45
2015-11-23,광주,156,1.79,-0.19,-0.55
2015-11-23,부산,159,1.31,0.48,-0.06
2015-11-23,통영,162,1.13,0.18,0.05
2015-11-23,목포,165,1.56,0.06,-0.16
2015-11-23,여수,168,0.84,-0.49,-0.59
2015-11-23,완도,170,0.85,-0.16,-0.04
2015-11-23,제주,184,1.18,-0.03,0.51
2015-11-23,성산,188,1.62,0.64,1.73
2015-11-23,서귀포,189,1.53,1.05,1.56
2015-11-23,진주,192,1.61,0.04,-0.28
2015-11-23,강화,201,1.77,-0.19,-2.68
2015-11-23,양평,202,2.18,-0.25,-2.27
2015-11-23,이천,203,2.28,-0.42,-1.61
2015-11-23,인제,211,2.24,-0.17,-1.86
2015-11-23,홍천,212,2.14,-0.15,-2.37
2015-11-23,제천,221,1.95,-0.43,-1.67
2015-11-23,보은,226,2.12,-0.07,-1.18
2015-11-23,천안,232,2.06,-0.46,-1.60
2015-11-23,보령,235,2.14,-0.36,-1.48
2015-11-23,부여,236,1.75,-0.27,-1.29
2015-11-23,금산,238,1.95,-0.09,-1.05
2015-11-23,부안,243,2.15,-0.10,-0.84
2015-11-23,임실,244,1.13,-0.27,-1.37
2015-11-23,정읍,245,1.56,-0.54,-0.97
2015-11-23,남원,247,1.19,-0.25,-1.14
2015-11-23,장흥,260,0.84,-0.44,-0.73
2015-11-23,해남,261,0.91,-0.47,-0.44
2015-11-23,고흥,262,0.62,-0.39,-0.34
2015-11-23,영주,272,1.66,-0.38,-1.30
2015-11-23,문경,273,2.25,-0.05,-1.28
2015-11-23,영덕,277,1.93,0.50,-0.43
2015-11-23,의성,278,1.67,-0.26,-1.26
2015-11-23,구미,279,1.73,-0.03,-0.73
2015-11-23,영천,281,1.49,0.06,-0.45
2015-11-23,거창,284,1.74,-0.16,-0.49
2015-11-23,합천,285,1.58,-0.21,-0.44
2015-11-23,밀양,288,1.27,0.04,-0.57
2015-11-23,산청,289,1.58,-0.20,-0.22
2015-11-23,거제,294,1.56,0.44,0.12
2015-11-23,남해,295,1.51,-0.12,-0.10
