발표일자,지점명,지점코드,spi1,spi3,pn1,edi
2015-06-03,속초,90,-1.77,-1.49,5.20,-2.07
2015-06-03,대관령,100,-2.00,-2.57,8.60,-1.72
2015-06-03,춘천,101,-1.46,-0.80,27.80,-1.61
2015-06-03,강릉,105,-2.74,-1.52,2.30,-1.62
2015-06-03,서울,108,-1.47,-1.24,23.20,-2.25
2015-06-03,인천,112,-1.34,-1.46,27.60,-2.48
2015-06-03,원주,114,-1.69,-0.71,25.30,-1.65
2015-06-03,수원,119,-1.32,-0.89,27.90,-1.37
2015-06-03,충주,127,-1.51,-0.76,25.70,-1.26
2015-06-03,서산,129,-1.15,-0.56,33.20,-1.05
2015-06-03,울진,130,-1.60,-1.12,9.00,-1.14
2015-06-03,청주,131,-1.56,-0.43,23.20,-1.12
2015-06-03,대전,133,-1.62,-0.79,24.50,-1.19
2015-06-03,추풍령,135,-1.65,-0.57,21.20,-0.49
2015-06-03,포항,138,-1.35,-0.35,28.30,-0.50
2015-06-03,군산,140,-1.21,-0.30,35.00,-0.34
2015-06-03,대구,143,-1.87,-0.61,28.70,-0.54
2015-06-03,전주,146,-1.54,-0.91,28.30,-1.11
2015-06-03,울산,152,-0.29,-0.12,70.60,-0.23
2015-06-03,광주,156,-1.19,-0.35,38.20,-0.35
2015-06-03,부산,159,0.03,0.87,92.30,0.73
2015-06-03,통영,162,-0.21,1.12,81.80,1.18
2015-06-03,목포,165,-0.77,0.36,58.10,0.48
2015-06-03,여수,168,-0.58,0.97,67.00,0.90
2015-06-03,완도,170,-0.18,1.92,95.80,2.01
2015-06-03,제주,184,1.26,1.25,174.10,1.48
2015-06-03,성산,188,0.90,2.20,149.80,2.89
2015-06-03,서귀포,189,0.98,1.91,155.90,2.76
2015-06-03,진주,192,-0.43,0.57,76.80,0.65
2015-06-03,강화,201,-1.46,-1.64,20.60,-2.98
2015-06-03,양평,202,-1.41,-0.94,30.20,-2.03
2015-06-03,이천,203,-1.50,-0.71,27.80,-1.38
2015-06-03,인제,211,-2.19,-1.13,17.50,-2.00
2015-06-03,홍천,212,-2.36,-0.97,18.10,-2.22
2015-06-03,제천,221,-1.48,-1.10,27.20,-1.88
2015-06-03,보은,226,-1.61,-0.69,28.30,-0.77
2015-06-03,천안,232,-1.48,-0.82,24.70,-1.30
2015-06-03,보령,235,-1.31,-0.16,31.80,-0.62
2015-06-03,부여,236,-1.04,-0.57,43.30,-0.69
2015-06-03,금산,238,-1.44,-0.80,23.40,-0.78
2015-06-03,부안,243,-1.38,-0.18,27.00,-0.18
2015-06-03,임실,244,-1.34,-0.89,36.20,-0.82
2015-06-03,정읍,245,-1.56,-0.58,21.90,-0.64
2015-06-03,남원,247,-1.70,-0.79,23.40,-0.78
2015-06-03,장흥,260,-0.43,-0.01,71.80,0.06
2015-06-03,해남,261,-0.50,0.03,67.30,0.02
2015-06-03,고흥,262,-0.28,1.11,86.10,1.13
2015-06-03,영주,272,-0.94,-0.75,43.20,-0.72
2015-06-03,문경,273,-1.45,-0.76,29.60,-0.90
2015-06-03,영덕,277,-1.55,-1.01,11.70,-0.88
2015-06-03,의성,278,-1.53,-1.02,26.90,-1.00
2015-06-03,구미,279,-1.97,-0.54,14.00,-0.40
2015-06-03,영천,281,-1.79,-0.76,27.00,-0.67
2015-06-03,거창,284,-1.12,-0.33,43.50,-0.41
2015-06-03,합천,285,-0.88,0.27,56.10,0.11
2015-06-03,밀양,288,-0.85,-0.34,52.90,-0.39
2015-06-03,산청,289,-0.58,0.19,64.20,0.07
2015-06-03,거제,294,-0.08,0.77,77.10,0.57
2015-06-03,남해,295,-0.35,0.98,77.70,0.94
